#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SRR5665187	SRR5665186	SRR5665185	SRR5665184	SRR5665183	SRR5665182	SRR5665181	SRR5665180	SRR5665179	SRR5665178	SRR5665177	SRR5665176	SRR5665174	SRR5665173	SRR5665172	SRR5665171	SRR5665170	SRR5665169	SRR5665168	SRR5665167	SRR5665164	SRR5665163	SRR5665162	SRR5665161	SRR5665160	SRR5665159	SRR5665158	SRR5665157	SRR5665156	SRR5665155	SRR5665154	SRR5665153	SRR5665152	SRR5665151	SRR5665150	SRR5665149	SRR5665148	SRR5665147	SRR5665146	SRR5665145	SRR5665144	SRR5665133	SRR5665132	SRR5665131	SRR5665130	SRR5665129	SRR5665128	SRR5665127	SRR5665126	SRR5665125	SRR5665124	SRR5665122	SRR5665113	SRR5665112	SRR5665111	SRR5665110	SRR5665109	SRR5665108	SRR5665107	SRR5665106	SRR5665105	SRR5665104	SRR5665103	SRR5665092	SRR5665083	SRR5665082	SRR5665071	SRR5665070	SRR5665069	SRR5665068	SRR5665067	SRR5665066	SRR5665065	SRR5665064	SRR5665063	SRR5665062	SRR5665061	SRR5665060	SRR5665059	SRR5665058	SRR5665057	SRR5665056	SRR5665055	SRR5665054	SRR5665053	SRR5665052	SRR5665051	SRR5665050	SRR5665049	SRR5665048	SRR5665047	SRR5665046	SRR5665045	SRR5665044	SRR5665043	SRR5665042	SRR5665041	SRR5665040	SRR5665039	SRR5665038	SRR5665037	SRR5665035	SRR5665034	SRR5665033	SRR5665032	SRR5665031	SRR5665030	SRR5665029	SRR5665028	SRR5665027	SRR5665026	SRR5665025	SRR5665024
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0
g__Clostridium	1485.0	0.61041	0	0.04491	0.3112	0	0	0.04141	0	0.53678	0	0	0	0	0	0	0	1.39263	0	29.62629	0	0.36453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.27441	0	2.5088	0	0.05502	0	0	0.268	0	0	0	0	1.26412	0	0	0.08575	0	0	0	0	0	0	0	0	0	25.65249	0	0	0	0	0	0	0.52082	0.2194	0	0	0	0	0.37127	0.84317	0.00362	0	0	0	0.36848	0	0.15922	0	0	0	0	0	0	0	0	0	0.03463	1.11197	0	0.46933	0	0	0.00731	0.05594	0.25081	0
g__Collinsella	102106.0	25.62205	6.22862	4.86475	1.5912	5.12961	12.00648	3.40222	19.16607	7.13593	0	0	0	0	0	0	0	0	0	0	0	10.07547	0	0	3.02126	0.44359	32.14217	27.21455	0.19704	11.99289	0	0	0	0	0	0	0	0	0	0	0	2.86105	0	0	0.30772	0	0	0	0	0	0	0	10.41385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78884	0	7.39217	6.40394	1.76177	13.92399	14.10153	11.44463	0	10.22042	46.33679	0	0	0	13.49663	0	23.04599	11.94103	0	0.19012	11.58671	0	0	0	0	9.11181	6.25128	0	0	0.09802	0	7.11538	24.99717	2.27405	3.05623	6.38375	0
g__Coprobacillus	100883.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprobacter	1348911.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprococcus	33042.0	5.75503	5.83556	1.56599	1.16611	0.88097	0	0.32059	0	3.50977	0	0	0	0	0	0	0	0	0	0	0	10.39142	5.02181	0.32734	0.19035	0	2.68458	12.53213	0	3.84665	0	0	0	0	0	0	0	0	0	0	0	4.0363	0	0	1.42181	0	0	0	0	0	0	0	2.33968	0	0	0	0	0	0	0	0	0	0	5.58357	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50646	0	0	0.63775	6.65991	6.17344	3.36474	3.60702	1.73795	3.40746	0.78425	1.26004	7.27854	10.69912	1.32849	1.05528	4.87164	15.14342	6.3798	0	3.08988	0	0	0	0	1.44748	0.30056	1.18046	0	0.28709	0.29706	0.00704	2.3979	1.38968	0.41904	1.37217	0
g__Cutibacterium	1912216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56966	10.98481	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Delftia	80865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.51773	0	0	0	0	0	72.50211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfovibrio	872.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dialister	39948.0	0	0	0	0	0	0	0	0	0	0.12509	0	11.46897	0	0	0	0	0	0	0	0	0	0	0.9583	0	0	0.52135	0.05335	0	0	0.00577	0	0	0	0	0	0.53718	0	0	0	0	0	0	0	0	0	0	2.83808	0	0	0	0	0.02297	0	0	0	0	0	0	24.26781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03732	0.06907	0	0	0	0	0	0	0	0	0	0	1.10341	0	0.01934	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03517	0	0
g__Dielma	1472649.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05339	0	0	0	0	0	0	0	0	0	0	0.02161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dorea	189330.0	5.11397	3.90582	4.421	1.42384	6.84745	4.40044	0.79462	0.81534	3.03075	2.39687	0	0	0	0	0	0	0	0	0	0	7.55542	2.18862	0.09979	0.34748	4.25021	0.33445	3.46971	8.306	2.85231	0.8509	0	0	0	0	0	0	0	0	0	0	9.72915	0	0	0	0	0	0	0	0	0	0	2.06076	0	0	0	0	0	0	0	0	0	0	1.72773	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44099	0	4.19076	2.59886	0.45674	7.78675	0.48975	11.82727	3.35986	1.05581	4.74683	11.20624	9.23208	9.78097	3.29996	2.73346	5.94685	10.6793	0.81146	0.62099	0.22011	0	0	0	0	8.01719	10.0956	3.9284	1.19567	2.75961	1.95354	2.4385	7.49996	3.98159	3.43455	1.52689	0
g__Eggerthella	84111.0	0.15371	0.09118	0	0.0114	0.37482	0.36108	0	0.32806	0.52636	2.83909	0	0	0	0	0	0	0	0	0	0	0	1.47945	0.06644	0	0	0	1.14342	1.11147	0	0.67203	0	0	0	0	0	0	0	0	0	0	0.06635	0	0	0	0	0	0	0	0	0	0	0.13286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76383	0	0.12483	0	0	1.9064	13.31135	0.1436	0	0	0.60547	1.29883	2.37913	2.12017	0.70327	1.26121	1.28861	0.0054	0.43088	0.32839	0.25574	0	0	0	0	0	0.24295	0.3609	3.18542	1.96152	0.10598	0	0	0	0.12454	0	0
g__Eisenbergiella	1432051.0	0	0.22692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01318	0.01386	0	0	0	0.32299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01662	0	0.01605	0.08156	0	0.09975	0	0.01559	0.11432	0	0	0.02871	0	0	0.07852	0	0	0	0	0	0	0	0	0.31839	0.10861	0	0	0	0	0	0	0	0
g__Enorma	1472762.0	0.00598	0	0	0	0	0.00265	0	0.01265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01287	0.01356	0	0.28097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01106	0.01934	0	0	0.00999	0.04833	0	0	0	0.04029	0	0	0	0	0	0.01291	0	0	0	0	0	0	0	0	0	0	0	0.02297	0	0	0.00499	0
g__Enterobacter	547.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.92037	0	0	0
g__Enterococcus	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31188	0	0	0	0	0	0	0	0	0	0	0	0	0.3595	0	0	0	0	0.1041	0	0	0
g__Enterorhabdus	580024.0	0.00829	0.01298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00786	0	0.02293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0	0	0
g__Erysipelatoclostridium	1505663.0	0.006	0	0	0	0	0	0	0.14716	0	2.28963	0	0	0	0	0	0	0	0	0	0	0	0.0365	0.01861	0	0	0	0	2.36319	0	0.92804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00676	0	0	0	0.07027	0	0	0	0	0	0	0.21656	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52823	0	0	0	0	0	0.05412	0	0	0	0.19205	2.5901	2.73602	0.05833	0.01084	0	0	0	0	0	0.07652	0	0	0	0	0	0	0	0.89392	0.4943	0	0	0	0	0	0	100.0
g__Escherichia	561.0	0	0.05022	0	0	0	5.31651	0.2847	0	0.09982	0.31429	0	0	0	0	0	0	0	0	0	0	0	0.75973	0	0	3.52001	0	5.2963	0	0	5.23351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64667	0	0	0	0	0	0	0	0	0	0	8.26082	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97488	0	0	43.35191	2.05857	0	0.00668	1.17467	0	0	0	4.28376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63998	0	2.08981	0	16.97512	0	0	0	0	0
g__Eubacterium	1730.0	3.28801	17.40321	5.71527	0.94338	9.77656	0.66078	0.49451	7.67198	1.72898	8.50567	0	0	0	0.90362	0	0	0.8374	0	0	0	4.26761	4.11525	0.13448	0.34268	3.43968	21.0161	3.45739	1.44515	5.55944	0	0	0	0	0	0	29.35587	0	0	0	0	6.64825	0	0	9.8418	0	0	0	0	0	0	0	5.00197	11.66983	0	0	0.21334	0	0	0	0	0	0	0.41261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08562	0	9.38053	0.56869	4.40749	0	3.32672	2.62796	14.98491	4.34484	0.84978	6.5273	0.15672	11.42928	4.73054	3.64853	6.55039	4.48326	3.07447	0.21879	0.19282	0	0	0.38213	0	4.78569	1.82343	7.67012	0	5.37311	1.27336	6.87738	5.22993	3.06242	1.44615	7.48819	0
g__Faecalibacterium	216851.0	1.14097	2.30662	8.938	1.60385	2.73262	5.61825	0.68218	4.84745	2.85134	7.09701	2.06434	27.02689	0	12.20071	0	0	45.80656	0	0	16.70896	10.39455	2.29441	5.37611	0.18028	0.3237	1.13176	3.04159	2.42497	0.96912	0.19553	79.7434	37.87812	0	87.11921	2.36531	60.03375	10.86	1.51133	0	0	0.37885	0	0	4.73277	0	52.83955	88.03013	33.96476	0	20.36079	52.19396	1.30654	21.19617	0	67.68194	1.98115	0.93176	35.41219	5.73185	23.10201	0	0	2.16591	70.30624	91.58408	59.00045	0	0	0	0	0	17.45325	24.29156	23.26666	28.65231	87.566	0.1464	0	2.75226	8.69469	8.02268	0.13068	0.44845	2.34165	0.58301	18.74482	0.5971	0.01046	0.37936	2.03857	0.95348	39.46681	0.11017	1.0782	13.57609	4.7231	0.10462	0	0	37.18179	0	2.88242	1.90754	0.33595	0	0.07138	4.55062	0.02662	1.90749	6.72524	16.35514	12.30142	0
g__Faecalitalea	1573534.0	0	0	0	0	0	0	0.50146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34102	0	0	0	0.77001	0	0	0	0	0	0	0	0	0	0	0	0.04338	0.99892	0	0	0	0	0	0	0	0	0
g__Firmicutes_unclassified		2.01511	0	0.07197	0.61186	0	0	0.36646	0	0.9837	0.13276	0	0	0	1.16704	0	0	0	0	0	0	0.71038	1.9749	0	0.18396	0	0	0.25053	0	0.84794	0	0	1.96539	0	0	0	0	0	0	0	0	1.32713	0	0	0	0	0	3.66266	0	0	0	0	0.01105	0	0	0	0	0	0	6.90134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33959	2.05887	0	0.00271	0.04973	0.15207	0	11.41487	0.42544	0	0.1016	8.43977	0.55033	0	0	0	0	0.14781	0.12708	6.5548	3.77508	1.30289	0	0	0	0	0	0	0.74411	0	4.55315	0.15812	0.30875	0	0.08259	2.12465	0.61785	0
g__Flavonifractor	946234.0	0	0	0	0	0	0	0	0	0.34692	0.30294	0	0	0	0	0	0	0	0	0	0	0	0.33405	0.05528	0	0	0	0.14702	0.49301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.6467	0	1.31314	0	0	0	0.09857	0	0	0	0	0.15111	0.02248	0.42562	0.07395	0	0.00175	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24681	1.827	0	0	0	0	0	0
g__Fusicatenibacter	1407607.0	0.73829	8.13077	6.64601	1.86584	13.99747	12.46117	0.92555	0	7.43027	5.46361	0	0	0	0	0	0	0	0	0	0	3.03481	29.88229	0.13289	0.57493	1.27623	0	3.09573	10.94645	0.22376	0	0	0	0	0	0	0	0	0.22599	0	0	5.93394	0	0	0.21964	0	0	0	0	0	0	0	15.45852	0	0	0	0	0.56126	0	0	0	0	0	1.12851	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02237	0	12.06688	0.83771	2.42887	4.12022	0.18557	2.498	4.7846	4.99109	3.03702	0	8.4807	11.69637	0.11378	6.91603	27.70287	2.07323	4.02739	0	11.38416	0	0	0	0	27.0496	15.9574	1.40077	0	1.70885	2.54956	2.00075	5.17252	3.38062	5.8958	1.99827	0
g__Fusobacterium	848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17453	0	0	0	0	0	0	0	0.0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10508	0	0	0
g__Gemella	1378.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05466	0	0	0	0	0	0	0	0	0	0	0.01796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08683	0	0.02081	0.0261	0	0	0	0	0	0	0
g__Gemmiger	204475.0	0.80421	0.72123	0.08491	0.02659	1.05615	0.03208	0.02631	0.09455	0	0	0	0	0	0	0	0	0	0	0	0	0.23024	0.53326	0.03961	0	0	0.94335	0.05056	1.44853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09622	0	0	0	0	0	0.23078	0.06591	0.07153	0.00333	0.81437	0.28141	0	0.06537	0	0	0.43358	0	0.22756	0.07392	0.32807	0.24466	0	0	0	0	0	0	0.02315	0	0	0	0	0	0	0.03843	0.09113	0.3394	0.49636	0
g__Gordonibacter	644652.0	1.48914	0.24004	0	0.02253	0.23057	0.0755	0.01283	0.46953	0.27742	0.85843	0	0	0	0	0	0	0	0	0	0	0.2077	1.35505	0.02074	0	0	0	0.39505	0.09178	0.20399	0.05308	0	0	0	0	0	0	0	0	0	0	0.23055	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0	0	0	0	0	0.49067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55707	0	0.07975	0	0	0.4154	3.20802	0.85653	0	0.11489	0.09444	0.14714	0.30039	0.23515	0.841	2.35916	0.38169	0	0.01574	0.14131	0.20949	0	0	0	0	0.15134	0.1195	0.12433	0.3793	0.21313	0.01553	0	0.24558	0.03491	0.01154	0.09037	0
g__Haemophilus	724.0	0	0	0.05509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hafnia	568.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Holdemanella	1573535.0	0.01699	0.12169	0	0	0.43705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90237	0	0	0.66853	0	0	0	0	0	0	0	0	9.7908	0	0	0	0	0	0	0	0	0	0	0
g__Holdemania	61170.0	0	0	0	0	0	0	0	0	0.03849	0	0	0	0	0	0	0	0	0	0	0	0	0.15889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16847	0	0	0	0	0	0	0	0	0	0	0.06723	0	0	0	0	0	0
g__Hungatella	1649459.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00855	0	0	0	0	0	0	0	0	0	0	0.01799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04397	0	0	0	0	0	0	0	0
g__Intestinibacter	1505657.0	0.02958	0	0.04749	0	0	0	0	0	0	0	29.20421	0	86.64465	0	0	0	0.54599	0	0	0	0.15937	0	0	0	0	0	0	0	0	0.03624	0	0	0	0	5.39812	0	46.75057	0	0	0	0	0	0	0	0	0	0	0	0	26.50374	0	0.03092	0	0	0.36746	0	0	38.6746	0	41.43459	0	0	0	4.2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01739	0.26603	0	0.37258	0	0.29881	0	0.60162	0	0	0.01826	0	15.12217	0	0	0	0	0.66477	2.5656	0.95475	0	1.64399	0.2311	0	0	0	0
g__Intestinimonas	1392389.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321	0
g__Klebsiella	570.0	0	0	0	0	0	0.35071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.76083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54387	0	0	2.53741	0	0	0	0	0
g__Lachnoclostridium	1506553.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16653	0	0	0	0.41542	0	0	0.00574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12317	0	0	0	0	0.37851	0.21653	0	0	0.00503	0	0.03015	0	0	0	0	0	0	0.03207	0	0.00577	0	0	0	0	0	0	0	0.73312	0.17573	0	0	0	0	0	0	0
g__Lachnospira	28050.0	0	0.01531	0	0.11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0.19235	0	0	0	0	0	0	0	0	0	0	0	0.09519	0.16776	0	0	0	0.01942	0
g__Lachnospiraceae_unclassified		4.69323	0	15.56156	8.48985	4.87845	5.20437	0	0	27.77102	17.29985	0	0	0	0	0	0	0	0	0	0	14.33408	2.32362	1.53905	0	7.79871	0.56686	5.69414	4.59274	5.0298	0	0	0	0	0	0	0	0	0	8.39084	0	8.40948	0	0	7.3526	0	0	0	0	0	0	0	9.76869	0	0	0	0.7592	2.784	0	0	0	0	0	15.90122	0.54279	0	0	0	0	0	0	0	0	0	0	0	0	0.76839	0	5.61183	0.26264	4.7645	1.50714	0	0.00814	0	0	1.20851	0	3.80698	0.00953	0	8.39463	2.57295	0.22076	6.02943	0.55946	23.4796	0	0	2.74108	0	1.69948	0	0.84062	0.41552	0.07459	38.43472	0.26122	6.64698	1.67004	39.22893	5.85988	0
g__Lactobacillus	1578.0	0	0	0	0	0	1.43375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05425	0	0	3.74719	0	0	0	0	0	0	0	0	0	0	7.04301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00544	0	0	0	0	0	0	0	0	0.01728	0.01984	0.36215	0	0	0	0	0	0	0	0	0	0	0.82966	0	0	0	0.26606	0	0	0	0
g__Lactococcus	1357.0	0.03155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1774	0	0	0	0	0	0	0	0	0	0	0.01145	0	0	0	0.01379	0	0	0	0
g__Lawsonibacter	2172004.0	0	0	0	0.00405	0	0	0.01533	0	0	0.23331	0	0	0	0	0	0	0	0	0	0	0	0	0.14978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10306	0	0.01594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462	0	0	0.04765	0	0	0
