feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.Eubacterium._ruminantium_group	sample_type	Healthy volunteer	-0.183771004413667	0.741030578485737	105	49	0.804632919795805	0.880811184391858
X.Clostridium._innocuum_group	sample_type	Healthy volunteer	-0.0814904572078468	0.343817763718483	105	34	0.813114812225938	0.884860236834109
Faecalitalea	sample_type	Healthy volunteer	-0.093136055224721	0.408470936302414	105	26	0.820089360370428	0.887231179348124
Thomasclavelia	sample_type	Healthy volunteer	-0.0986777896095918	0.576452601432473	105	54	0.864417210605121	0.919064275643376
Corynebacterium	sample_type	Healthy volunteer	0.0482931795672957	0.274605311023985	105	29	0.860746105926829	0.919064275643376
Schaalia	sample_type	Healthy volunteer	0.065212144387134	0.370281854530846	105	71	0.86054949030433	0.919064275643376
Tractidigestivibacter	sample_type	Healthy volunteer	0.0743319071234017	0.493913476798531	105	33	0.880667788225509	0.930991661838395
Adlercreutzia	sample_type	Healthy volunteer	-0.0640424987459719	0.51757290758905	105	68	0.901765300673724	0.94787829900363
Haemophilus	sample_type	Healthy volunteer	0.0330004523958883	0.295133385955066	105	102	0.911187404953904	0.949874523080287
Flavonifractor	sample_type	Healthy volunteer	0.0418353069217831	0.410723713277154	105	91	0.919067781791197	0.949874523080287
X.Eubacterium._eligens_group	sample_type	Healthy volunteer	0.0680076436843843	0.635251299471226	105	82	0.914952574342971	0.949874523080287
Lachnoclostridium	sample_type	Healthy volunteer	-0.0298611978355891	0.315973748110568	105	99	0.924891367419567	0.950582794292333
Raoultibacter	sample_type	Healthy volunteer	-0.0105166619996817	0.154389890424628	105	12	0.945824114614559	0.966726304992782
Oscillospira	sample_type	Healthy volunteer	0.016999301486748	0.353081095397957	105	44	0.961693436541401	0.972203747323275
Lachnospiraceae_UCG.004	sample_type	Healthy volunteer	-0.0211144599803835	0.412230416389451	105	91	0.959249381227467	0.972203747323275
X.Eubacterium._siraeum_group	sample_type	Healthy volunteer	-0.0114010554038328	0.521827362791685	105	75	0.982611213022999	0.987951491354645
Staphylococcus	sample_type	Healthy volunteer	-0.00113844256735389	0.152399443783686	105	11	0.99405420911397	0.99405420911397
