"ERR9830889" "ERR9830890" "ERR9830891" "ERR9830892" "ERR9830893" "ERR9830894" "ERR9830895" "ERR9830896" "ERR9830897" "ERR9830898" "ERR9830899" "ERR9830900" "ERR9830901" "ERR9830902" "ERR9830903" "ERR9830904" "ERR9830905" "ERR9830906" "ERR9830907" "ERR9830908" "ERR9830909" "ERR9830910" "ERR9830911" "ERR9830912" "ERR9830913" "ERR9830914" "ERR9830915" "ERR9830916" "ERR9830917" "ERR9830918" "ERR9830919" "ERR9830920" "ERR9830921" "ERR9830922" "ERR9830923" "ERR9830924" "ERR9830925" "ERR9830926" "ERR9830927" "ERR9830928" "ERR9830929" "ERR9830930" "ERR9830931" "ERR9830932" "ERR9830933" "ERR9830934" "ERR9830935" "ERR9830936" "ERR9830937" "ERR9830938" "ERR9830939" "ERR9830940" "ERR9830941" "ERR9830942" "ERR9830943" "ERR9830944" "ERR9830945" "ERR9830946" "ERR9830947" "ERR9830948" "ERR9830949" "ERR9830950" "ERR9830951" "ERR9830952" "ERR9830953" "ERR9830954" "ERR9830955" "ERR9830956" "ERR9830957" "ERR9830958" "ERR9830959" "ERR9830960" "ERR9830961" "ERR9830962" "ERR9830963" "ERR9830964" "ERR9830965" "ERR9830966" "ERR9830967" "ERR9830968" "ERR9830969" "ERR9830970" "ERR9830971" "ERR9830972" "ERR9830973" "ERR9830974" "ERR9830975" "ERR9830976" "ERR9830977"
"Bacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 18 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Macrococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Staphylococcus" 10 0 0 0 0 0 11 0 0 5 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 17 0 0 0 0 0 0 0 0 0 0 0 25 20 0 10 0 0 0 0 9 0 11 0 0 0 0 0 0 0 6 0 0 0 8 27 0 0 0
"Peribacillus" 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Aerococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
"Mycoplasma" 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Vagococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Granulicatella" 0 0 0 0 0 10 34 0 0 18 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 78 0 0 0 0 86 0 0 0 0 0 0 0 0 11 0 0 0 0 0 28 0 0 132 23 0 1386 0 0 12 20 332 0 178 0 0 0 0 0 0 0 0 0 225 19 0 0 0 0 0 0 50 45 0 69 0 0 0 22 19 0 0 79
"Enterococcus" 0 32 26 0 0 0 0 0 366 0 0 54 0 0 16 0 0 17 22 0 0 236 0 16 16 54 0 0 30 0 0 0 0 0 0 0 0 0 42 0 0 1308 0 16 0 51 0 0 0 0 0 0 1311 0 0 0 0 0 0 0 349 16 0 0 13 10 273 0 310 16 75 0 8 0 18 0 0 0 14246 9086 0 0 22 0 87 0 0 39 153
"Brevibacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Niallia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parageobacillus" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0
"Geobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"Pseudogracilibacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
"Shouchella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marinococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Exiguobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 4 0 0 0 0 171 0 0 0
"Priestia" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0
"Gemella" 0 0 0 0 0 3 5 10 0 0 0 23 0 0 12 0 12 73 0 0 0 0 0 0 0 14 10 28 19 0 10 106 0 0 0 0 0 0 8 0 0 2 0 4 0 0 780 0 0 73 5 0 1090 16 0 178 33 214 0 56 0 7 0 0 7 18 5 14 5 569 0 0 0 0 12 0 3 44 78 49 4 0 0 0 0 7 0 0 0
"Ammoniphilus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 0 0 0 0 0 0 0 0 0 0
"Periweissella" 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Weissella" 806 27 132 22 42 59 651 263 49 37 256 155 59 6 86 13 655 143 20 35 0 115 188 78 120 72 0 26 72 21 143 0 11 0 0 57 0 6178 5 0 123 83 81 59 0 64 58 61 253 1305 65 0 6 234 0 17 422 18 221 0 31 166 0 0 0 291 85 16 1217 22 50 0 107 35 135 402 310 234 110 2284 0 117 31 8 287 14 27 55 159
"Leuconostoc" 4 0 3 0 0 0 7 0 0 0 46 0 0 4 3 0 50 0 0 0 0 0 0 0 0 23 0 83 0 0 23 0 0 0 0 0 0 17 0 0 0 12 0 17 0 0 42 0 0 0 19 0 0 7 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 109 0 0 0 6 31 0 0 0
"Ligilactobacillus" 1998 1899 32 653 32 412 356 1337 78 0 1086 271 39 621 922 151 3359 0 54 1108 2843 1869 1487 4729 1189 3576 0 0 5148 54 369 552 2818 7199 7 27 1425 1026 70 928 1839 2915 1996 198 699 654 1943 1789 13142 470 410 0 674 305 161 6123 170 138 3513 1140 927 3040 160 0 84 62 654 1512 286 229 19 73 75 1243 99 269 1100 59 4066 17162 659 125 4944 0 371 257 0 1376 4739
"Fructilactobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lactobacillus" 411 0 5 0 40 0 18 54 10 382 0 8 6 0 0 0 133 114 3 0 0 117 188 0 20 58 0 0 0 48 0 0 0 8 0 0 9 6 125 0 0 0 147 0 0 0 0 0 0 680 14 4 0 0 0 24 69 11 534 4 0 613 5 0 0 17 0 0 0 189 0 0 0 0 3 0 0 0 1838 580 0 58 16 0 251 4 47 39 0
"Limosilactobacillus" 93 38 0 42 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 68 668 0 0 0 0 0 170 112 17 0 0 0 0 0 0 0 0 0 0 0 18 8 0 95 0 38 13 0 0 0 0 0 0 0 185 241 0 16 0 0 5 0 0 11 0 0 4 0 12 16 0 0 2 0 11 0 0 54 1300 0 0 191 0 1390 0 0 0 345
"Pediococcus" 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23510 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lactiplantibacillus" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 24
"Phascolarctobacterium" 0 0 0 0 171 0 0 3 9 0 22 0 0 0 0 0 0 382 0 0 0 92 0 0 0 0 0 0 0 52 0 226 0 0 0 0 0 0 2 0 0 0 0 0 0 0 79 16 413 26 0 17 1215 0 0 4 5 57 0 577 0 0 0 0 0 0 73 13 0 123 0 2 2 0 0 3 0 0 72 0 0 0 0 48 0 0 3 0 0
"Succiniclasticum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acidaminococcus" 0 0 0 0 0 36 0 0 0 0 17 0 0 19 46 0 193 0 0 0 0 0 278 30 0 925 0 169 17 0 0 0 0 0 0 0 0 0 0 7 15 0 97 223 34 72 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 88 0 0 18 0 0 96 0 25 213 0 0 124 0 0 0 0 228 0
"Mitsuokella" 0 122 77 39 0 0 59 120 242 0 765 8 0 172 487 0 818 0 123 524 0 0 71 125 187 577 0 0 0 0 47 0 198 28 0 333 0 0 0 83 0 130 491 1408 0 783 0 3 0 0 133 0 0 83 61 0 103 23 474 0 144 0 133 0 204 108 29 48 30 27 208 123 46 66 0 115 0 719 381 304 0 84 412 0 0 256 219 289 0
"Megamonas" 0 28 0 0 0 1030 0 0 0 878 0 0 0 0 0 0 0 0 0 68 0 1402 0 0 0 0 0 257 19 0 0 0 0 12 715 0 0 0 0 0 0 0 0 0 0 29 0 0 1034 0 88 0 0 0 0 0 0 0 13 0 0 0 0 0 1099 25 0 7 134 0 0 61 152 0 0 0 350 0 0 0 0 0 0 66 0 0 0 0 0
"Selenomonas" 0 0 0 0 0 0 0 0 4 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
"Anaerovibrio" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Veillonella" 2 6 62 0 162 7 5 12 104 46 79 37 0 3 33 0 11 12 389 4 0 925 0 0 0 0 2096 5 0 23 0 10 0 77 0 28 0 18 0 0 0 730 0 152 0 6 0 58 12 25 14 0 71 6 0 11 268 31 0 0 72 0 0 0 29 11 0 0 174 164 26 0 0 0 0 0 0 6 8 136 4 0 23 0 241 33 9 0 43
"Anaeroglobus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Megasphaera" 0 841 58 662 0 583 33 266 381 0 1183 189 0 302 550 0 5643 0 67 576 0 492 1158 1116 232 2291 0 121 73 0 16 0 3529 16 0 472 116 238 10 421 0 292 689 1556 72 1603 27 583 0 10 136 0 0 11 368 0 96 97 1986 5 410 28 0 8 302 0 91 81 5 0 2963 111 390 3496 0 549 836 358 101 2434 1017 101 2221 0 3671 390 0 8964 239
"Allisonella" 0 0 29 7 0 0 0 0 31 0 0 0 9 0 35 0 39 0 0 0 0 24 0 0 9 0 0 39 0 0 5 0 0 0 0 0 0 0 15 0 0 17 23 84 18 0 0 0 55 0 0 0 0 8 0 49 7 0 0 0 0 0 0 0 0 0 0 0 15 0 0 14 20 0 0 0 11 0 7 27 0 0 210 0 0 12 11 15 31
"Dialister" 803 273 744 1681 384 415 451 976 521 94 1604 213 870 100 1355 467 457 0 342 731 2216 54 538 166 240 969 0 1503 145 959 435 11 287 528 0 565 198 789 345 265 1214 441 1116 4886 985 1373 304 679 0 266 274 350 0 293 213 1484 494 159 914 78 266 47 194 1360 427 590 197 141 247 325 357 351 224 1094 2117 1137 152 1132 0 1001 548 335 522 0 0 353 3432 2020 1108
"Sneathia" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 421 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Oceanivirga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Leptotrichia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 161 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 19 0 0 0 0 0 0 0 0 0
"Pseudoleptotrichia" 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cetobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 319 0 0 0 0 0 0 0 2 0 0 0 0 0
"Fusobacterium" 0 0 0 0 240 46 0 0 97 0 0 0 15 0 4 0 0 188 0 0 36 0 0 20 0 0 1523 12 37 5640 1329 502 0 0 434 101 0 0 0 0 0 0 0 0 0 0 2007 0 0 20 0 12 720 0 0 235 2486 316 0 1754 0 19 0 0 12 0 54 0 121 2528 14 0 0 0 0 0 0 0 26 41 0 0 8 0 0 0 0 0 0
"Treponema" 0 3 0 0 0 0 18867 145 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 552 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161 0 0 0 0 0 0 36 0 0 0 0 0 0 2569 0 0 0 0 0 0 0 0 0 0 0 0 0
"Victivallis" 0 0 0 0 0 0 0 16 157 0 0 4 21 0 33 0 0 42 0 11 0 13 38 60 0 78 0 35 40 438 5 10 27 0 0 0 0 0 30 0 179 0 0 0 0 3 34 0 0 40 0 14 0 142 0 103 29 320 58 186 0 13 12 0 10 135 46 7 10 236 0 0 83 0 0 0 0 0 23 31 0 55 0 0 0 0 34 10 0
"Massiliomicrobiota" 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 7 0 0 0 2 0 0 0 0 0 0 0 0
"Thomasclavelia" 15 0 0 0 0 28 0 0 0 0 0 21 0 14 0 0 0 58 0 0 0 15 0 0 0 35 266 28 4 8 0 0 0 2 0 227 0 0 0 0 0 0 0 0 0 0 27 121 0 0 0 0 0 0 0 36 0 0 0 19 0 0 0 0 0 0 0 22 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 10 15
"Coprobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 0 0 0 0 19 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Erysipelotrichaceae_UCG-003" 0 0 88 0 0 546 70 0 0 4581 0 125 0 0 0 0 0 0 0 0 108 0 0 83 233 917 0 539 0 42 17 164 75 98 628 0 227 42 0 194 0 0 0 14 0 7 20 0 294 1409 9 15 0 8 0 10 7 7 0 301 172 0 0 56 0 11 0 129 209 39 1597 10 14 14 0 0 8 140 461 0 0 18 564 0 0 0 49 11 0
"Catenibacterium" 0 456 2285 814 480 0 2378 3959 777 1284 1678 0 4240 0 1171 0 5 846 110 500 0 0 2592 617 0 0 0 0 2226 0 635 0 256 599 17 0 4 2951 679 0 4885 4577 1509 935 322 2780 2510 0 14 0 373 372 0 1064 1146 3719 5082 1321 803 0 0 413 3868 1398 4436 7198 802 0 837 1199 0 1197 15357 4908 2684 203 583 0 0 719 3219 4123 0 77 0 1285 25973 1352 3394
"Eggerthia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dielma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Faecalitalea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"Catenisphaera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 252 0 0 0 0 0 0 0 131 0 0 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
"Dubosiella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Holdemanella" 0 58 813 446 1310 0 1126 891 1363 5186 376 0 1417 0 1083 0 0 54 383 2195 311 7 478 0 0 5084 0 0 221 1137 294 0 537 9 0 0 1163 579 973 0 1171 941 473 104 205 429 905 6 1007 450 402 12 0 292 871 623 733 94 428 0 0 203 1099 640 787 1857 93 0 1298 306 0 500 297 3211 509 516 0 0 1103 1151 103 364 0 76 0 134 2211 402 33
"[Clostridium]_innocuum_group" 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 83 0 0 3 0 301 0 0 0 0 0 0 0 0 0 0 0 3 5 11 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 7
"Holdemania" 0 0 0 0 5 0 0 4 0 16 0 0 0 0 0 6 0 13 0 0 2 16 0 11 0 77 0 0 3 0 71 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 41 0 0 0 0 12 0 0 0 6 11 12 0 10 0 0 0 0 0 13 0 5 0 17 0 0 0 0 0 0 0 0 12 4 0 0 0 0 0 0 0 4 55
"Bulleidia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Erysipelotrichaceae_UCG-006" 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Solobacterium" 0 0 0 0 0 0 131 0 15 5 5 3 570 0 250 3 0 53 82 0 259 0 14 0 0 170 11 16 13 11 243 0 0 0 0 0 0 23 559 0 0 0 392 0 87 75 28 6 3 3 86 23 0 0 0 370 19 111 0 5 0 36 0 3 3 6 94 0 11 519 4 0 0 0 0 213 0 3 0 5 0 0 4 28 22 0 0 0 829
"Anaeroplasma" 0 0 0 0 0 0 20 0 0 0 0 613 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 502 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 268 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 93 0 0
"Asteroleplasma" 234 0 0 808 0 0 14 1459 1472 0 0 6696 1430 0 355 38 0 0 1383 399 671 5 0 0 13 0 0 484 0 3523 981 5636 6041 0 0 339 6 61 50 0 0 0 91 0 0 59 137 0 389 727 19 19 0 0 115 1767 6 51 101 0 650 0 9650 0 0 0 7 3709 5 98 6 31 56 0 0 32 17564 0 0 0 0 265 0 0 0 724 162 2643 2434
"UCG-004" 0 6 4 5 3 0 41 20 0 9 6 31 31 0 154 0 0 0 10 83 214 5 0 0 10 0 0 0 0 14 0 112 24 29 0 0 0 0 2 0 39 24 0 10 0 12 3 0 24 8 5 7 0 84 10 3 0 0 4 10 0 0 247 109 0 0 11 115 29 4 0 18 264 8 0 12 0 0 0 0 20 2856 0 7 0 189 23 23 21
"[Mycoplasma]_group" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
