feature	Methanobrevibacter	Akkermansia	Sphingobium	Pseudomonas	Desulfovibrio	Mailhella	Bilophila	Acinetobacter	Morganella	Escherichia.Shigella	Klebsiella	Aeromonas	Haemophilus	Comamonas	Oxalobacter	Sutterella	Succinivibrio	Campylobacter	Victivallis	Fusobacterium	Solobacterium	Holdemania	Coprobacillus	Massiliomicrobiota	Thomasclavelia	Erysipelotrichaceae_UCG.003	Catenibacterium	Dielma	Merdibacter	Faecalitalea	X.Clostridium._innocuum_group	Holdemanella	UCG.004	Asteroleplasma	Anaeroplasma	Weissella	Leuconostoc	Parageobacillus	Turicibacter	Staphylococcus	Granulicatella	Enterococcus	Ligilactobacillus	Lacticaseibacillus	Lactobacillus	Limosilactobacillus	Lactococcus	Streptococcus	Rikenellaceae_RC9_gut_group	Alistipes	Bacteroides	Massiliprevotella	Prevotellaceae_NK3B31_group	Leyella	Hoylesella	Prevotella	Segatella	Paraprevotella	Alloprevotella	Parabacteroides	Porphyromonas	CAG.873	Gabonibacter	Butyricimonas	Odoribacter	Barnesiella	Coprobacter	Zag_111	CAG.196	Corynebacterium	Schaalia	Bifidobacterium	Actinomyces	Rothia	Eggerthella	Raoultibacter	Gordonibacter	Slackia	Senegalimassilia	Adlercreutzia	Tractidigestivibacter	Collinsella	Parolsenella	Olsenella	Lancefieldella	Thermus	Phascolarctobacterium	Acidaminococcus	Veillonella	Dialister	Allisonella	Megasphaera	Mitsuokella	Megamonas	Cloacibacillus	Gemella	Eubacterium	Peptococcus	Christensenellaceae_R.7_group	Clostridium	Family_XIII_AD3011_group	Mogibacterium	Family_XIII_UCG.001	X.Eubacterium._brachy_group	Peptostreptococcus	Intestinibacter	Romboutsia	Terrisporobacter	Peptoniphilus	Murdochiella	Finegoldia	Parvimonas	Fenollaria	Ezakiella	Anaerococcus	Lachnospiraceae_UCG.010	Defluviitaleaceae_UCG.011	Ruminiclostridium	Monoglobus	Agathobaculum	UCG.008	UCG.009	Flavonifractor	Intestinimonas	NK4A214_group	Colidextribacter	UCG.002	UCG.003	Oscillibacter	Oscillospira	UCG.005	X.Eubacterium._siraeum_group	Ruminococcus	Paludicola	Negativibacillus	Anaerotruncus	Angelakisella	Hydrogenoanaerobacterium	Phocea	Candidatus_Soleaferrea	CAG.352	Acutalibacter	DTU089	Fournierella	Gemmiger	Faecalibacterium	Ruthenibacterium	Eisenbergiella	Dorea	X.Ruminococcus._gnavus_group	Howardella	Butyribacter	Agathobacter	Roseburia	Catenibacillus	GCA.900066575	Moryella	Anaerostipes	X.Eubacterium._ruminantium_group	Anaerobutyricum	X.Eubacterium._xylanophilum_group	X.Eubacterium._eligens_group	Lachnospira	Lachnospiraceae_ND3007_group	X.Eubacterium._ventriosum_group	Lachnospiraceae_UCG.008	Lachnospiraceae_NK4A136_group	Oribacterium	Lachnospiraceae_UCG.004	Lachnospiraceae_FCS020_group	Butyrivibrio	Lachnoclostridium	Faecalimonas	Enterocloster	Hungatella	Sellimonas	Extibacter	X.Ruminococcus._gauvreauii_group	Blautia	CAG.56	Fusicatenibacter	Coprococcus	Tyzzerella	Faecalicatena	Mediterraneibacter
ERR3928952	2	32	0	38	31	0	28	5	0	543	88	15	156	12	0	3466	14	0	0	42	0	18	0	0	106	406	1167	0	0	24	0	2476	0	0	0	12	0	0	13	0	28	75	0	39	16	0	28	7299	10	1717	25755	12	0	0	0	6	145	631	0	1367	25	8	0	72	149	340	12	0	4	0	81	479	0	3	0	0	0	129	351	211	0	979	0	23	19	0	420	42	124	15	47	194	69	108	0	25	0	0	167	90	0	0	57	18	0	0	44	0	4	0	0	0	0	3	0	0	5	0	23	66	0	0	50	0	48	19	1753	174	73	19	15	0	548	3	119	0	17	0	0	0	86	50	0	0	1223	11774	21	0	638	133	0	137	4225	4332	0	69	0	160	152	336	188	206	471	455	172	62	926	0	181	0	0	437	0	214	0	0	0	374	5452	403	1597	1048	568	0	1476
ERR3928953	0	2060	0	65	281	0	59	0	11	507	67	15	20	0	0	1403	8	0	8	27	0	6	14	0	44	688	0	0	0	20	0	17	6	0	0	0	0	0	0	0	0	21	0	17	0	0	14	1359	7	765	22602	13	5	0	0	0	10773	490	0	466	21	0	0	109	184	327	26	19	0	0	34	5990	0	0	17	0	0	0	320	17	0	488	0	0	0	0	357	0	12	21	0	0	0	0	0	16	0	18	953	32	57	0	19	0	0	0	29	0	0	0	7	10	5	0	0	547	0	0	132	281	0	0	11	0	97	26	3380	281	61	24	288	7	6197	0	13	0	0	0	0	0	1375	278	0	0	4548	14337	18	0	581	19	0	19	3887	1431	7	293	39	2381	5	580	122	1218	2330	408	42	140	6910	0	450	160	68	374	29	100	0	0	0	719	6703	546	947	1129	784	0	1228
ERR3928954	3	24	0	28	0	0	180	0	0	559	74	11	13	12	0	998	12	0	33	24	4	13	8	0	85	1297	6	0	0	8	0	19	4	0	0	0	4	0	11	0	0	28	8	21	5	8	0	212	7	3409	27828	13	0	0	0	4	192	4951	4	4486	38	0	0	139	54	365	48	0	532	0	19	1368	0	0	0	3	0	0	182	53	0	658	0	141	0	0	292	721	0	17	0	0	0	12	0	6	0	0	1460	19	60	0	49	0	6	0	175	0	0	0	6	0	10	0	0	45	38	0	303	407	0	0	196	29	15	103	904	56	263	118	453	2005	1833	8	75	0	33	0	11	0	10514	278	11	0	1373	17128	69	18	1155	0	0	87	6899	4684	0	84	0	1715	0	946	203	304	315	439	244	144	2611	0	212	45	0	172	74	242	0	41	0	0	7338	0	1534	282	146	0	940
ERR3928955	0	27	0	23	6	3	32	0	0	2317	61	16	21	15	0	24	17	0	6	25	0	0	87	0	469	26	0	13	0	0	75	7	0	0	6	0	0	0	11	0	0	66	0	0	7	0	0	13983	6	113	59164	8	0	0	0	10	193	11	5	83	26	9	0	0	11	18	0	0	7	0	18	17264	0	0	117	0	0	0	0	0	0	2534	0	0	0	0	3	0	902	19	0	0	0	6	0	6	6	0	116	147	0	0	0	0	10	616	351	0	6	0	12	0	0	0	5	16	0	0	0	0	0	0	754	0	19	110	98	9	0	0	0	6	35	0	0	0	0	0	0	0	120	20	0	0	79	338	14	0	870	4060	0	0	169	15	0	0	0	1252	8	290	6	12	804	12	0	0	38	0	530	0	0	0	767	220	16	0	0	0	7792	0	35	12	1102	0	44
ERR3928956	7	29	0	36	0	0	351	9	11	1167	70	0	10	17	35	1190	11	43	3	37	310	34	611	0	202	3712	16	0	8	487	23	22	0	0	0	0	0	0	18	0	26	0	0	0	0	0	0	2070	21	6348	45526	11	0	0	228	522	261	1620	0	1511	108	4	0	216	211	2111	0	0	0	0	85	261	0	6	210	13	365	266	7	122	0	346	0	0	0	0	827	0	0	146	0	0	0	0	0	19	0	18	634	24	99	0	122	16	84	0	0	0	143	25	15	354	168	60	72	608	21	0	18	272	0	14	214	25	56	81	7135	138	257	84	726	276	385	10	558	38	90	0	27	14	5581	316	9	0	4209	6300	635	34	2768	56	87	38	7061	336	0	49	146	1624	0	878	224	378	274	751	221	144	1136	0	325	91	0	633	0	465	306	0	155	686	6987	378	1731	1430	0	168	3556
ERR3928957	48	367	0	34	186	0	11	10	0	3328	2823	17	48	12	23	152	17	0	61	37	0	16	651	0	32	207	778	0	0	0	0	3216	0	0	0	103	159	0	14	0	89	942	1262	0	0	9	116	21065	492	228	7327	1227	0	148	3	25	902	188	4	598	19	0	0	69	37	29	0	95	0	15	90	231	0	18	0	0	0	287	547	254	45	1461	84	0	9	0	273	18	56	1161	19	19	0	5	10	65	0	299	1729	204	181	490	88	0	35	0	12	0	8	4	10	77	8	0	4	712	4	25	88	142	0	6	21	0	900	116	5324	402	79	0	1524	18	1537	7	190	10	16	0	0	0	18298	297	0	0	2868	7800	63	0	979	0	0	30	2102	965	0	39	34	318	1710	788	0	1640	125	215	428	59	2107	0	126	32	0	150	33	59	23	0	0	160	5596	316	98	808	0	0	892
ERR3928958	109	0	8	23	465	0	13	5	0	574	75	12	202	0	0	281	0	6	0	15	19	23	26	0	55	89	0	0	0	167	28	0	0	0	0	0	0	0	58	0	0	13	0	187	0	48	0	1998	4	35	1441	0	0	439	37	7	7325	0	0	484	22	0	0	0	44	90	0	12	0	0	83	735	21	0	396	0	0	6	0	0	0	733	0	32	0	0	938	0	249	50	0	0	0	7	0	17	0	0	1371	447	106	56	47	47	114	93	402	0	0	0	8	123	0	0	0	358	59	0	229	150	0	6	265	44	75	42	5661	100	210	60	979	1155	572	693	0	12	35	0	0	0	1355	234	0	0	1016	4223	24	109	690	42	47	446	1797	2295	0	106	0	229	4057	595	176	2108	2828	297	933	147	2900	49	467	16	4066	551	41	265	0	0	0	379	3095	70	307	725	0	21	1008
ERR3928959	0	1313	4	26	0	0	6	0	0	368	48	0	9	10	0	349	12	5	0	4	41	21	202	0	27	14	4303	0	0	0	0	11	0	0	0	0	0	0	0	0	15	25	1721	0	0	0	0	368	7	2386	24209	9	0	0	0	0	104	0	0	479	12	0	0	0	199	235	0	0	0	4	16	11851	0	0	103	0	85	266	0	0	0	186	0	0	0	0	654	0	0	8	17	0	0	0	0	0	0	0	577	12	31	0	0	14	29	0	507	0	8	5	0	76	0	0	0	156	0	21	0	0	0	28	17	0	183	39	2871	28	25	0	1369	0	2025	0	45	0	0	0	0	44	4204	232	0	0	597	800	199	0	886	0	61	253	5357	235	0	23	15	831	0	1040	116	0	2771	392	16	0	321	0	69	74	0	492	60	429	0	0	22	40	2498	0	1259	1303	66	0	1087
ERR3928960	0	86	0	40	6	0	69	17	0	474	61	0	13	260	0	326	9	43	0	46	252	22	0	0	390	439	0	34	342	17	0	17	0	0	0	0	0	10	273	12	0	69	0	0	0	0	0	1641	0	2782	9724	0	0	0	1406	132	343	6	12	1064	17	0	0	284	199	0	193	293	614	40	28	563	0	0	201	0	104	102	0	1166	0	506	0	321	81	0	209	0	0	422	0	0	0	5	7	930	0	0	2845	156	318	252	32	7	927	3185	418	0	0	0	7	3712	0	0	0	183	163	37	26	32	0	0	0	17	199	158	2617	56	44	0	2193	342	938	0	148	0	0	0	0	11	6626	2408	0	0	1473	7295	0	43	776	35	41	494	442	406	0	45	18	1511	0	483	187	499	5281	402	117	75	294	121	30	0	0	73	14	155	325	0	15	155	2421	0	1463	3149	148	0	764
ERR3928961	6	28	0	17	0	0	75	0	0	308	39	0	9	8	0	222	5	0	6	26	17	11	0	0	8	563	0	13	0	0	0	1416	0	0	0	0	12	0	5	0	83	0	0	0	0	0	10	177	0	928	8584	5	0	0	0	1752	90	0	0	324	285	4	0	345	41	404	0	0	0	0	75	9929	0	0	119	0	32	163	0	188	0	977	0	12	0	0	168	0	0	193	0	0	0	0	0	770	0	0	672	30	100	0	25	0	213	10	86	0	0	0	0	1083	6	0	0	585	28	0	59	162	0	27	32	0	105	15	2215	125	0	0	299	0	755	0	45	0	7	11	4	0	11780	62	0	0	1212	2008	23	0	624	0	119	21	1391	131	0	0	14	86	209	569	0	37	1320	223	155	29	93	0	87	35	0	207	42	108	0	0	0	184	1336	0	403	391	23	0	868
ERR3928962	54	1150	3	32	47	0	226	5	0	2810	49	0	16	0	11	33	12	0	973	505	0	0	186	0	534	32	0	0	12	56	103	10	0	0	0	0	0	0	11	0	23	0	0	0	0	0	0	212	0	6948	15235	0	7	0	0	57	77	364	0	1725	230	6	100	915	618	1971	20	10	0	12	21	48	0	0	279	0	167	0	0	113	0	737	0	0	0	0	158	0	0	0	0	0	0	4	0	138	19	0	8664	120	804	0	26	0	139	211	132	0	0	0	15	217	0	0	35	323	54	63	0	30	0	0	8	50	698	24	2051	23	38	0	605	0	698	0	146	50	0	73	0	18	2747	592	0	0	390	351	193	243	544	170	21	0	130	182	0	20	17	389	0	146	88	15	0	57	0	33	69	0	12	13	0	161	88	51	207	0	160	0	717	0	30	254	331	19	71
ERR3928963	0	28	16	24	8	0	119	7	0	768	50	0	24	13	0	13	14	78	9	15	0	21	12	0	0	814	0	0	0	0	0	0	0	0	2	0	17	0	22	0	0	61	0	0	0	0	14	77	7	2828	28068	0	0	0	63	0	112	0	0	4293	49	4	0	497	8	919	0	0	9	0	0	1175	22	0	20	0	37	0	0	37	0	648	0	0	0	5	515	0	78	71	0	0	0	7	0	4	0	0	1992	539	62	0	0	4	0	142	43	0	0	7	14	4	17	0	0	974	77	0	304	189	0	0	73	142	127	131	4222	197	178	0	2048	1187	1269	57	82	0	37	0	0	0	3042	1263	0	152	5231	21690	57	40	1521	49	0	45	7921	1158	0	201	74	3084	0	732	136	934	932	594	214	188	4843	0	287	161	0	564	68	432	0	0	0	345	8986	1020	3747	2791	20	0	1929
ERR3928964	0	46575	0	23	18	0	568	7	9	519	55	0	10	6	0	1622	12	0	26	830	0	0	10	0	0	643	0	0	0	0	9	334	0	0	4	0	0	0	8	0	0	492	0	8	9	100	0	1610	3	4668	5126	7	0	0	0	0	2070	375	0	1999	19	0	0	317	354	80	558	0	9	0	0	213	15	0	6	0	0	8	70	0	74	506	0	0	0	0	2260	0	0	0	0	0	0	3718	0	12	0	0	325	5	55	0	0	7	0	0	17	0	0	0	0	0	0	0	6	422	0	0	24	183	0	0	55	137	107	10	745	43	73	0	84	13	166	0	0	0	0	0	0	0	230	571	7	0	95	1835	42	0	1056	0	0	70	1690	1387	0	9	0	200	88	404	62	0	44	51	16	0	525	0	105	42	6	369	53	512	15	11	0	94	2162	243	716	700	28	0	1290
ERR3928965	0	1259	0	52	10	258	157	0	0	26590	175	15	32	14	0	358	20	5	40	40	5	14	0	0	17	674	0	0	7	0	0	12	3	0	0	117	0	0	16	0	0	28	0	17	0	0	180	786	0	9188	37399	13	0	0	0	3	199	15	0	1829	39	6	74	165	451	622	213	0	6	0	34	1402	0	0	43	0	0	0	0	234	0	1236	0	8	0	0	230	0	52	26	0	0	0	329	0	11	0	0	2132	468	155	0	45	0	0	13	22	0	0	3	12	0	0	0	3	570	198	0	192	176	0	0	29	75	426	326	2162	639	134	22	1564	52	3622	0	0	8	33	0	11	0	10551	206	0	0	3277	10760	23	46	937	13	0	619	11337	900	12	80	38	683	11	988	690	1669	700	17	188	22	1354	0	77	139	0	531	35	346	0	0	0	0	9286	506	555	572	14	16	280
ERR3928966	25	228	0	39	0	0	108	0	15	42183	908	27	31	17	0	354	12	0	0	29	0	3	0	9	0	29	8	0	0	0	8	14	0	0	0	0	0	0	13	0	17	379	0	0	0	0	0	176	0	4355	27972	15	0	0	6	5	168	0	0	2131	16	4	0	3	159	19	0	0	0	0	13	142	0	0	0	0	0	0	0	58	0	196	0	0	0	3	71	0	426	244	0	0	0	5	15	0	0	0	1235	714	70	0	0	0	0	13	16	0	0	0	0	0	4	0	0	164	108	0	79	108	0	41	0	33	76	31	3722	34	221	0	393	9	1876	326	41	44	0	0	10	27	1008	275	24	0	1297	21735	38	52	267	68	0	0	20110	1340	0	49	32	79	6	39	108	195	218	1131	54	66	184	7	203	36	0	0	0	132	13	0	0	118	3109	0	74	724	0	0	233
ERR3928967	17	208	0	51	16	0	118	13	11	37067	865	22	32	0	0	294	18	0	4	33	0	7	0	6	0	19	0	0	5	0	0	15	0	0	0	0	0	0	0	0	18	532	0	0	0	6	0	434	11	3347	23386	16	0	16	4	3	220	0	4	2391	18	7	0	6	145	19	0	0	6	13	35	256	0	0	9	0	18	0	0	70	0	271	0	0	5	0	88	0	373	336	0	0	0	9	12	11	0	0	1595	1281	94	0	0	5	14	31	21	0	0	0	12	8	0	0	0	144	157	0	70	157	0	30	0	50	59	51	3664	33	202	0	503	0	2012	338	58	43	9	0	43	17	1458	324	22	0	1651	27071	66	58	344	62	0	0	29135	1402	0	25	51	116	10	67	186	402	457	1078	99	47	246	0	257	31	0	0	0	184	32	0	0	139	3431	0	93	1141	0	0	387
ERR3928968	0	624	6	36	0	0	289	0	8	707	81	0	142	0	0	2093	13	7	112	103	7	23	0	0	11	748	8	9	0	12	28	19	0	0	0	0	0	0	20	0	67	28	0	0	19	0	0	1024	12	6264	19133	18	0	14	0	0	16611	0	3	2038	291	8	0	1288	1139	3255	5	108	0	0	93	350	6	0	452	0	5	0	0	413	0	1905	0	0	0	2	515	0	59	10	0	73	0	191	0	17	0	301	5815	37	731	0	48	0	40	120	165	0	4	0	8	38	0	0	0	1806	40	849	301	139	0	7	79	18	198	541	12015	165	397	18	2784	1546	3019	799	60	58	101	0	22	28	4423	1609	12	0	2350	6500	79	50	1674	0	0	0	1046	1644	208	0	41	683	17	403	0	831	903	381	1523	6	2377	0	131	82	621	580	131	1273	53	16	432	181	6283	45	653	2209	0	36	3351
ERR3928969	0	87	6	16	0	0	35	0	0	296	33	0	102	11	0	464	0	0	93	12	0	40	0	0	0	656	0	0	0	0	8	10	0	0	0	0	0	0	17	0	12	0	0	0	0	0	0	997	7	3843	13585	9	0	0	0	0	5695	6	0	1519	128	6	0	949	716	469	0	24	0	11	76	187	9	6	440	0	0	0	0	497	0	1427	0	6	0	0	265	0	8	13	0	0	0	106	0	13	0	117	4833	17	274	0	0	0	19	51	230	0	3	0	0	10	0	0	2	779	54	484	316	12	0	0	30	9	69	156	3852	51	83	0	835	341	2415	252	15	88	52	0	0	20	139	1442	0	0	949	3751	18	41	666	0	0	0	354	446	83	7	0	455	0	0	0	0	17	359	1047	0	1003	0	30	33	301	150	55	359	19	0	152	79	2085	0	213	981	0	0	1167
ERR3928970	20	1887	16	2901	31	0	200	72	0	3442	87	0	22	28	0	34	11	72	0	3642	1091	0	0	0	427	16	151	0	0	0	0	31	0	0	5	0	0	137	20	7	162	23	0	0	0	0	0	3467	14	218	48069	1037	0	30174	1301	100	282	0	0	620	8245	5	0	0	789	110	0	0	7	6	59	126	23	0	876	0	0	13	43	0	0	212	0	9	570	0	14	0	0	2123	0	0	0	8	0	21566	92	34	236	24	29	0	0	0	1989	0	58	0	31	0	0	4038	0	0	2195	532	0	0	10	9	0	0	200	28	74	21	965	96	0	0	92	18	32	0	0	0	0	0	0	0	92	13	0	0	56	248	263	3216	19	0	132	0	106	137	0	0	22	27	0	12	0	23	0	14	0	0	77	0	31	0	0	263	0	787	814	0	0	0	164	0	42	17	82	35	31
ERR3928971	0	40	0	17	0	0	81	5	0	287	39	0	4	0	0	34	7	0	0	13	49	0	0	0	0	143	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	10	408	0	239	6408	100	0	0	0	13	5836	392	0	282	15	0	0	19	80	13	0	0	0	0	36	916	0	0	81	0	0	0	485	355	11	1285	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	42	126	0	0	0	0	0	0	0	55	0	0	3	12	0	17	0	0	79	0	0	73	76	0	0	0	0	50	0	317	14	17	8	30	0	137	0	0	0	22	0	0	0	7206	208	0	0	743	6515	13	0	206	0	0	149	5126	1025	0	61	0	216	0	209	134	592	750	478	30	96	436	0	230	39	0	190	0	105	0	0	0	167	1315	75	293	1466	0	0	1029
ERR3928972	28	197	8	27	236	5	45	0	0	351	43	0	11	16	23	118	0	0	6	9	0	6	0	0	0	160	609	0	0	0	0	3663	4	0	15	0	0	0	47	5	0	19	0	0	0	0	0	40	0	1708	2204	89	0	11	0	0	11423	0	0	959	13	0	0	44	68	29	6	0	163	0	0	451	0	0	0	0	38	71	1228	121	0	861	488	0	0	0	128	0	0	0	0	6	0	0	0	0	0	0	3008	16	137	0	0	0	0	78	148	27	0	0	0	0	0	0	0	45	51	0	71	67	0	0	47	34	360	40	3150	68	0	0	2215	80	1401	27	7	0	0	0	0	56	57	179	0	45	768	9031	12	0	371	0	0	59	2257	637	0	26	12	263	0	189	68	149	2263	313	0	29	2325	0	66	39	982	172	32	47	0	0	0	234	1513	12	714	1140	0	0	1620
ERR3928973	3	90	0	21	141	0	17	0	9	450	50	0	14	0	14	194	9	0	27	18	99	0	0	0	0	17	2402	0	0	0	0	1440	29	0	0	0	0	7	91	0	0	14	30	0	0	8	18	35	763	71	2548	521	5	725	0	5	35567	200	0	327	17	4	0	103	52	20	0	0	0	7	0	915	18	0	0	6	0	436	1811	414	0	602	0	0	0	0	0	11	0	1998	22	0	1801	8	0	9	0	16	992	42	99	0	0	0	0	303	1094	65	0	0	0	0	0	0	4	39	0	0	303	112	0	0	19	0	752	95	2847	331	0	0	686	0	1032	77	0	0	7	0	0	0	676	580	0	159	854	9572	0	0	967	18	140	65	2120	2304	0	37	43	985	87	290	76	47	1324	162	0	84	571	0	78	73	0	149	0	97	0	0	0	333	1766	50	788	1898	0	0	1037
ERR3928974	0	107	0	18	8	0	64	0	0	312	43	8	11	0	0	627	115	0	11	339	3	40	154	0	140	2498	0	0	0	0	9	0	0	0	0	0	5	0	0	0	23	0	0	0	0	0	14	2124	5	399	3275	10	0	0	0	0	15249	3	0	1835	10	0	0	40	81	145	16	377	210	15	74	55	23	8	67	0	0	0	3356	429	0	784	0	7	6	4	123	0	0	12	0	6	0	0	0	26	0	29	196	90	10	0	8	4	0	0	36	0	0	0	0	8	0	0	0	511	0	0	57	343	0	0	44	59	56	347	465	120	46	36	48	106	75	8	52	0	12	0	0	31	1176	16	0	0	1311	2096	0	0	935	160	0	131	1840	3441	0	0	102	4625	0	580	67	475	1133	587	617	367	1330	0	147	21	4381	638	145	852	59	83	427	1386	8398	0	1471	2277	230	0	2382
ERR3928975	211	2176	6	28	0	0	203	0	12	548	53	14	12	12	22	28	13	0	4	19	0	58	0	3	180	659	0	0	0	14	114	12	0	0	0	0	0	0	13	0	0	31	0	223	0	0	289	1335	6	3911	4271	0	0	0	5	38	106	7	0	466	15	0	0	66	144	553	0	7	1865	9	227	4937	20	7	149	6	201	213	0	80	44	2071	0	6	0	0	0	0	0	2467	0	0	0	5	0	12	0	90	6208	77	234	0	12	0	8	0	1253	0	0	0	9	0	11	10	4	742	84	11	338	57	0	0	42	29	1257	38	8532	207	19	0	1143	0	4412	12	0	0	71	0	15	19	78	483	0	206	5349	6988	170	60	1184	0	0	79	2542	3859	0	133	29	1428	0	477	159	3297	1423	717	639	35	1115	0	112	70	5894	79	202	111	23	0	0	415	3829	148	4350	3543	1173	40	2427
ERR3928976	94	3116	0	35	0	0	353	0	9	763	76	0	24	12	48	21	17	0	7	31	0	48	0	0	102	739	0	0	0	17	57	22	0	0	0	0	0	0	0	0	0	28	0	127	0	0	232	1013	9	9493	7856	9	0	0	10	33	156	0	0	842	24	9	0	97	355	1569	0	10	3011	7	154	2458	14	13	71	0	117	124	0	51	50	786	0	0	0	0	0	12	16	1847	0	0	0	0	0	9	0	112	7858	76	312	0	14	0	0	12	424	0	8	0	9	9	4	0	5	889	75	27	358	69	0	0	22	50	1153	51	12713	466	57	0	1822	62	4039	10	0	0	98	0	18	13	136	636	0	190	4283	12187	141	50	728	0	0	113	2430	3887	0	103	44	996	0	267	239	3497	2142	582	491	88	1860	0	205	39	11261	123	141	190	33	0	0	400	2745	154	2884	3105	624	0	2048
ERR3928977	8	4812	5	33	203	0	24	0	0	825	145	0	37	0	52	165	8	0	7	18	0	58	0	7	0	134	0	0	14	0	0	1025	0	0	0	11	0	8	25	9	0	29	0	0	0	0	0	93	5	2047	28415	10	0	0	6	0	8564	6	0	628	23	5	16	46	128	597	102	0	0	0	51	9916	0	0	0	0	0	10	348	565	0	1298	0	0	3	0	32	0	6	878	0	0	0	9	0	0	0	21	1665	667	152	0	39	0	0	39	330	21	0	7	0	34	0	0	9	23	38	0	247	267	0	57	132	108	518	56	10825	172	79	35	1410	133	3825	105	152	0	19	0	0	0	4080	582	0	0	2894	8584	88	0	1479	81	0	18	3523	1142	8	69	30	500	0	379	120	1555	0	226	37	60	1143	0	0	71	0	62	27	75	0	0	9	33	4236	100	630	2290	0	0	198
ERR3928978	0	65	6	21	0	0	77	8	0	438	55	0	13	0	0	81	9	0	0	397	0	18	0	0	6	198	0	0	0	0	0	222	0	0	0	0	0	0	29	0	0	0	290	0	0	0	9	74	6	1352	28460	8	0	0	0	6	122	0	0	1556	19	0	0	178	91	22	72	1246	3246	0	15	74	0	0	177	0	70	0	0	0	0	494	0	0	0	0	5	0	10	0	0	0	0	1361	0	0	0	155	178	12	12	0	19	0	0	0	32	0	0	0	7	0	0	0	0	103	13	0	435	224	0	0	40	0	747	92	1214	9	273	39	52	12	2732	13	37	14	18	0	21	0	1697	602	14	0	1663	16709	64	0	578	0	0	492	5662	2593	0	45	58	326	4629	706	392	0	1048	550	247	89	1958	0	152	0	0	686	57	744	0	0	0	0	5339	139	482	611	156	0	587
ERR3928979	6	57	0	18	235	0	85	5	7	407	40	0	205	9	0	900	10	4	9	20	160	8	0	0	0	18	3459	0	0	0	0	1573	0	0	0	0	0	0	67	7	12	0	0	0	5	0	9	2138	5	176	11483	550	0	0	0	2	10043	304	0	622	8	0	0	0	47	26	0	79	0	0	36	6001	0	0	0	0	0	0	136	129	12	436	0	0	4	0	0	6	19	573	11	0	0	0	0	0	0	0	420	18	7	0	14	0	0	0	46	0	6	0	0	0	0	0	0	66	5	0	95	52	0	0	13	0	19	21	640	53	55	0	83	10	422	0	0	0	7	0	0	0	258	287	15	115	2189	17134	0	0	496	7	0	94	3191	784	0	15	21	195	0	351	8	0	89	96	0	16	293	0	22	67	0	70	0	33	0	0	0	118	1974	206	738	934	0	0	821
ERR3928980	2	16	6	36	6	0	12	11	0	3622	1713	18	112	0	0	27	18	0	4	709	0	59	0	0	2487	20	9	0	0	339	79	18	0	0	3	5	0	0	35	0	27	18	0	0	0	0	0	953	16	127	58946	10	0	0	0	0	198	0	0	7848	19	0	0	436	48	21	429	0	0	43	189	293	39	63	503	0	0	0	0	0	0	294	0	0	8	0	1225	0	24	15	28	0	0	0	0	6	10	0	128	203	0	0	0	0	0	0	453	0	4	0	0	5	4	0	5	14	0	0	6	286	0	0	211	0	0	322	114	14	118	0	21	13	32	0	0	0	0	0	0	7	86	359	0	0	84	179	47	79	1420	14477	0	0	1132	431	0	0	0	2172	0	617	0	18	13	10	0	0	0	15	0	0	0	1108	3005	139	0	0	65	1237	16085	0	1967	578	1201	0	5905
ERR3928981	0	19	7	35	12	0	11	0	0	4328	2346	22	188	0	0	13	11	4	0	588	0	27	0	0	2203	7	0	0	0	307	47	10	0	0	0	0	0	0	19	0	22	0	0	0	0	0	0	1046	19	105	53595	9	0	9	0	0	193	0	0	4571	35	0	0	245	24	21	371	0	2	18	70	282	0	24	583	0	9	0	0	0	0	216	0	15	16	0	779	0	0	15	49	0	0	0	0	8	0	0	108	262	0	20	0	0	7	0	1194	0	5	0	12	0	6	0	0	0	0	0	7	255	0	0	133	0	15	317	96	0	76	0	26	10	16	0	0	9	0	0	0	0	82	559	0	0	69	185	83	42	1248	10309	0	0	771	756	0	0	0	2105	0	274	8	0	22	0	0	0	29	0	0	0	0	1261	2040	139	0	0	66	872	9519	0	2488	615	757	0	4155
ERR3928982	0	265	0	38	7	0	13	9	0	473	53	8	17	0	0	661	10	4	4	18	0	5	0	0	0	231	11	0	0	0	0	63	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	39	8	1080	9191	20	0	0	5	9	67951	10	0	1397	21	0	0	94	156	369	12	0	104	0	0	198	0	0	12	0	0	0	0	44	0	127	0	0	0	0	199	0	4	188	0	8	0	0	0	0	0	10	909	54	8	0	12	0	6	0	95	0	7	0	0	0	0	0	0	73	0	0	24	106	0	0	15	0	157	33	912	133	15	32	244	82	301	0	0	0	0	0	0	9	1380	62	0	0	1555	12445	0	0	89	10	0	650	4667	1118	0	17	57	691	466	158	118	311	1756	342	98	24	1078	0	165	68	1796	230	0	137	0	0	0	56	1066	29	337	1675	120	0	278
