feature	Methanobrevibacter	Akkermansia	Sphingobium	Pseudomonas	Desulfovibrio	Mailhella	Bilophila	Acinetobacter	Morganella	Escherichia.Shigella	Klebsiella	Aeromonas	Haemophilus	Comamonas	Oxalobacter	Sutterella	Succinivibrio	Campylobacter	Victivallis	Fusobacterium	Solobacterium	Holdemania	Coprobacillus	Massiliomicrobiota	Thomasclavelia	Erysipelotrichaceae_UCG.003	Catenibacterium	Dielma	Merdibacter	Faecalitalea	X.Clostridium._innocuum_group	Holdemanella	UCG.004	Asteroleplasma	Anaeroplasma	Weissella	Leuconostoc	Parageobacillus	Turicibacter	Staphylococcus	Granulicatella	Enterococcus	Ligilactobacillus	Lacticaseibacillus	Lactobacillus	Limosilactobacillus	Lactococcus	Streptococcus	Rikenellaceae_RC9_gut_group	Alistipes	Bacteroides	Massiliprevotella	Prevotellaceae_NK3B31_group	Leyella	Hoylesella	Prevotella	Segatella	Paraprevotella	Alloprevotella	Parabacteroides	Porphyromonas	CAG.873	Gabonibacter	Butyricimonas	Odoribacter	Barnesiella	Coprobacter	Zag_111	CAG.196	Corynebacterium	Schaalia	Bifidobacterium	Actinomyces	Rothia	Eggerthella	Raoultibacter	Gordonibacter	Slackia	Senegalimassilia	Adlercreutzia	Tractidigestivibacter	Collinsella	Parolsenella	Olsenella	Lancefieldella	Thermus	Phascolarctobacterium	Acidaminococcus	Veillonella	Dialister	Allisonella	Megasphaera	Mitsuokella	Megamonas	Cloacibacillus	Gemella	Eubacterium	Peptococcus	Christensenellaceae_R.7_group	Clostridium	Family_XIII_AD3011_group	Mogibacterium	Family_XIII_UCG.001	X.Eubacterium._brachy_group	Peptostreptococcus	Intestinibacter	Romboutsia	Terrisporobacter	Peptoniphilus	Murdochiella	Finegoldia	Parvimonas	Fenollaria	Ezakiella	Anaerococcus	Lachnospiraceae_UCG.010	Defluviitaleaceae_UCG.011	Ruminiclostridium	Monoglobus	Agathobaculum	UCG.008	UCG.009	Flavonifractor	Intestinimonas	NK4A214_group	Colidextribacter	UCG.002	UCG.003	Oscillibacter	Oscillospira	UCG.005	X.Eubacterium._siraeum_group	Ruminococcus	Paludicola	Negativibacillus	Anaerotruncus	Angelakisella	Hydrogenoanaerobacterium	Phocea	Candidatus_Soleaferrea	CAG.352	Acutalibacter	DTU089	Fournierella	Gemmiger	Faecalibacterium	Ruthenibacterium	Eisenbergiella	Dorea	X.Ruminococcus._gnavus_group	Howardella	Butyribacter	Agathobacter	Roseburia	Catenibacillus	GCA.900066575	Moryella	Anaerostipes	X.Eubacterium._ruminantium_group	Anaerobutyricum	X.Eubacterium._xylanophilum_group	X.Eubacterium._eligens_group	Lachnospira	Lachnospiraceae_ND3007_group	X.Eubacterium._ventriosum_group	Lachnospiraceae_UCG.008	Lachnospiraceae_NK4A136_group	Oribacterium	Lachnospiraceae_UCG.004	Lachnospiraceae_FCS020_group	Butyrivibrio	Lachnoclostridium	Faecalimonas	Enterocloster	Hungatella	Sellimonas	Extibacter	X.Ruminococcus._gauvreauii_group	Blautia	CAG.56	Fusicatenibacter	Coprococcus	Tyzzerella	Faecalicatena	Mediterraneibacter
ERR3929033	0	14	0	29	0	0	43	7	11	422	65	0	166	0	6	509	7	0	11	54	96	4	0	0	0	10	348	0	0	0	0	925	4	0	0	140	8	0	0	0	0	30	4890	0	0	17	239	48	7	562	1657	2384	5	2090	0	21	50546	0	4	107	17	0	0	134	34	0	23	0	0	0	0	19994	0	0	0	0	0	42	136	22	158	1798	0	0	0	0	0	49	14	409	34	2792	0	158	0	0	0	20	181	22	157	0	10	0	23	0	0	0	0	0	3	10	4	0	0	76	0	0	75	112	31	18	33	0	45	29	2171	68	11	0	1594	218	104	0	0	0	0	0	0	0	566	0	16	0	660	5955	0	0	446	0	24	0	3064	247	0	59	0	100	0	160	0	58	116	165	24	17	338	14	112	14	0	129	0	43	0	0	0	45	1321	0	70	143	0	0	127
ERR3929034	0	54	0	25	9	0	68	5	0	660	72	0	14	11	0	465	21829	0	10	39	16	0	0	0	0	0	912	0	0	0	0	466	0	0	0	33	5	0	326	0	8	9	265	0	55	10	0	52	10	170	21619	0	0	1434	0	0	146	896	0	766	78	0	0	18	50	0	0	4694	0	0	19	10741	0	0	0	0	8	20	135	0	37	720	0	137	0	0	11	251	0	566	9	1224	172	4140	0	19	10	0	191	16	0	0	0	0	15	0	0	0	0	0	0	44	0	0	0	0	0	0	100	56	0	0	23	19	19	0	187	46	66	0	97	0	2011	0	0	0	0	0	0	0	72	0	0	0	369	6531	7	0	463	0	0	65	5902	0	0	0	0	21	0	93	0	683	0	201	0	0	66	0	93	27	0	102	52	598	0	0	0	73	2577	0	90	183	0	0	166
ERR3929035	9	16	0	11	77	0	32	0	0	287	71	0	14	0	26	213	238	0	4	0	0	0	0	0	0	7	663	0	0	0	0	114	9	130	0	0	0	0	8	0	0	24	277	0	0	0	0	257	176	48	552	172	63	493	0	0	54036	0	7	86	9	0	0	28	12	11	0	421	0	0	0	4071	0	0	0	0	0	27	63	14	101	313	73	0	0	0	0	7	0	299	0	498	311	0	0	0	0	16	477	86	29	0	6	0	15	0	0	0	0	0	0	0	0	0	0	26	0	0	13	35	0	0	0	13	276	37	911	140	14	0	1384	16	151	0	0	0	0	0	0	0	88	0	0	40	258	2915	0	0	168	7	0	0	1310	1981	0	17	0	96	0	72	0	13	11	100	0	0	1821	73	53	0	0	18	0	0	0	0	0	43	798	0	100	117	0	0	11
ERR3929036	0	164	0	33	165	0	93	0	22	1698	98	0	12	0	0	301	3	0	0	764	0	8	0	0	164	9	0	0	0	0	7	0	0	55	0	14	0	0	0	0	34	55	0	0	391	26	0	102	0	910	35117	10	0	0	16	0	205	80	0	609	6	0	0	0	233	804	0	0	0	0	0	14322	0	0	68	0	17	0	0	0	0	426	0	0	0	0	476	461	26	0	0	0	0	1369	0	0	0	0	68	18	0	0	0	0	182	19	63	0	31	0	0	204	5	0	4	190	0	0	20	56	0	0	279	0	0	17	47	0	0	0	0	0	3007	0	0	0	0	0	0	0	961	0	0	0	1710	6404	0	0	316	293	0	19	5476	237	0	28	0	80	0	48	0	117	1905	43	15	0	41	0	455	0	0	98	0	253	34	0	0	0	1789	0	25	0	96	0	909
ERR3929037	0	18	0	19	13	0	8	0	8	605	148	0	25	0	0	112	5301	4	0	47	10	0	0	0	0	16	449	0	0	0	0	185	12	163	0	0	0	0	127	0	24	0	55	0	0	0	0	128	8	51	590	335	0	752	0	7	60184	0	0	42	7	0	0	5	0	13	0	270	0	0	11	854	0	0	0	0	0	108	248	99	114	356	73	0	0	0	9	0	23	255	0	63	96	0	0	19	0	0	105	1028	24	0	0	0	10	92	1008	127	0	0	0	8	0	0	0	48	0	0	15	70	5	0	11	10	41	23	445	98	0	0	296	13	65	0	0	0	0	0	0	0	179	18	0	72	213	8657	0	0	461	0	0	183	5254	1767	0	18	0	180	44	72	60	768	518	82	21	51	557	0	125	26	315	91	12	0	0	0	0	53	527	19	43	470	0	0	138
ERR3929038	0	26	0	50	0	0	13	0	0	28664	2611	0	21	21	0	1586	10	15	0	32	4	0	0	0	206	0	0	0	0	0	0	10	0	0	4	31	0	35	15	12	217	26	0	0	5	0	0	13879	0	108	4981	16	0	8	0	7	47512	9	0	45	17	0	0	0	5	11	0	0	10	66	194	3020	56	10	0	0	0	0	0	0	0	0	0	0	23	11	0	0	143	10	0	35	0	0	0	111	0	0	68	309	0	0	0	0	10	8	546	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	9	0	78	0	0	0	20	0	13	0	0	0	0	0	0	0	75	0	0	0	58	168	0	0	11	365	0	0	87	16	0	0	0	27	0	0	10	0	18	14	0	0	15	29	0	0	0	0	0	405	0	0	0	0	102	0	18	17	4	0	13
ERR3929039	0	18	70	109	0	0	17	0	10	31229	3099	20	56	12	0	2052	15	0	2	77	3	0	0	0	308	23	0	0	0	0	0	10	0	0	3	41	0	31	61	24	261	38	0	0	10	0	0	13697	13	59	5152	26	0	0	0	6	42931	0	0	47	17	6	0	0	5	15	0	0	0	143	230	3510	147	0	0	0	0	0	0	0	0	12	0	0	17	7	0	6	221	15	0	29	0	0	0	272	0	0	89	319	0	0	0	0	24	0	575	0	5	0	5	0	0	2	6	13	0	0	0	0	0	0	0	0	7	0	89	9	0	0	18	0	19	0	0	0	0	0	0	0	79	0	0	0	54	162	0	0	23	484	0	0	80	13	0	0	0	27	3	9	0	0	8	0	0	0	21	56	0	0	0	0	0	581	0	0	0	0	109	0	26	6	0	0	29
ERR3929040	31	115	0	31	29	0	56	10	0	403	690	0	4	0	25	608	6	0	15	14	0	0	0	5	0	38	0	0	0	0	0	146	0	0	3	0	0	0	0	0	0	18	412	0	0	0	0	19	0	805	2806	15	0	0	0	8	51716	0	0	193	17	4	0	10	46	325	0	66	0	0	0	2242	0	0	0	0	0	9	25	0	58	182	0	1011	0	0	0	13	0	949	0	688	107	80	0	0	0	0	1295	15	15	0	0	0	0	0	69	0	0	0	7	0	0	0	4	23	0	0	52	107	12	0	23	15	638	0	885	108	53	0	1612	72	593	0	0	0	0	0	0	0	699	11	0	0	1450	4531	6	0	178	0	0	43	1653	166	0	21	0	35	0	61	188	210	565	165	21	0	3366	0	101	32	0	185	0	61	0	0	0	23	813	27	59	944	0	0	97
ERR3929041	73	295	0	38	70	0	129	8	0	733	1967	16	16	13	112	1157	21	0	24	26	2	0	0	14	0	107	0	0	0	0	0	458	0	0	3	10	0	0	20	0	0	35	1067	0	4	0	0	39	7	962	4402	28	0	0	0	0	64193	0	0	380	22	0	0	21	51	298	7	133	0	0	12	4395	0	0	0	0	0	21	70	0	123	358	0	2523	0	0	0	36	0	3919	20	2592	311	210	0	0	0	10	2723	55	55	0	6	0	9	16	166	0	0	0	0	7	0	0	0	45	0	0	221	245	33	0	30	23	1280	36	1646	317	109	0	2638	112	1420	0	0	0	0	0	0	0	2314	53	0	0	3349	8910	20	0	672	0	0	91	3620	589	0	41	0	76	0	262	536	896	1372	358	68	28	5489	0	266	100	0	347	32	124	0	0	44	39	2207	92	166	2895	0	0	281
ERR3929042	0	16	0	39	0	0	66	14	9	631	62	0	0	14	0	540	9	0	0	18	10	0	0	0	10	0	0	0	0	0	52	643	12	24	0	241	0	19	0	0	46	36	0	0	18	33	0	275	0	481	4780	116	21	146	284	315	1804	0	0	1431	13	0	0	0	68	14	0	0	0	5	73	34746	8	10	0	0	9	279	253	45	0	858	0	0	0	15	0	0	0	421	4	0	0	8	0	10	0	0	206	14	124	0	0	0	95	89	15	0	49	0	10	0	7	0	121	71	0	0	10	11	0	17	128	25	133	0	14643	514	32	0	1870	13	388	17	0	24	0	0	0	0	2947	15	15	0	667	6645	50	38	455	20	0	0	30917	266	0	0	80	42	4	460	0	21	292	18	0	0	1731	0	546	0	0	307	89	827	75	18	304	329	1053	0	205	123	7	0	209
ERR3929043	0	9	0	27	0	0	336	5	9	1423	206	13	19	8	0	206	6	4	0	205	0	0	0	0	0	2	732	0	0	0	8	1350	0	19	0	0	5	0	16	0	0	0	1358	0	0	0	0	69	0	496	2760	16380	4	8531	11	28	45723	805	0	1102	7	0	0	64	53	9	0	0	4	0	53	692	0	28	0	0	0	63	181	12	331	440	0	0	0	7	0	102	9	910	100	2960	656	2380	0	0	95	0	63	0	0	0	0	0	40	0	0	0	0	0	0	40	0	0	9	8	0	0	0	148	0	0	325	0	0	54	38	296	0	0	18	0	0	0	0	0	0	0	0	0	75	6	0	0	824	3200	5	0	289	0	13	0	2234	69	0	0	0	173	0	0	0	0	0	0	0	0	0	0	198	0	0	505	0	178	18	0	0	0	1881	0	60	0	0	0	0
ERR3929044	0	19	21	27	0	0	356	5	8	1734	279	0	22	12	0	287	12	0	0	291	2	0	0	0	0	19	873	0	0	0	26	1871	0	13	0	0	11	0	9	0	7	12	1595	0	0	0	0	167	6	570	4037	18685	6	7578	9	25	64383	1584	0	1222	9	0	0	77	67	17	0	0	5	0	14	580	26	21	0	0	0	81	246	57	455	385	0	5	0	3	7	146	8	2395	117	4769	1518	2804	0	0	156	0	73	20	0	5	0	0	62	0	0	0	0	0	6	70	0	0	33	0	0	0	0	280	0	0	431	0	0	73	67	343	0	0	13	0	24	0	0	0	0	0	0	46	50	0	0	0	1383	4849	0	0	1116	0	39	0	3667	105	0	0	7	357	0	0	0	0	0	11	0	0	25	0	530	0	0	826	0	786	24	0	0	0	3860	0	187	0	0	0	36
ERR3929045	66	1772	0	32	728	0	63	0	0	1826	125	14	96	12	0	616	12	0	0	89	82	0	44	0	15	86	176	0	0	0	0	17	60	0	4	36	0	0	1311	0	0	56	1537	0	32	0	0	34	18	989	13776	0	0	0	0	233	44474	82	0	592	1110	3	0	37	398	320	471	0	7	0	0	6591	0	0	34	0	0	51	60	0	118	888	0	0	0	0	0	0	15	1123	0	0	0	0	0	0	0	102	451	163	728	63	23	0	366	106	107	43	3	0	0	291	24	0	0	853	0	71	94	117	101	15	448	0	122	121	7477	493	68	0	747	11	1695	174	0	0	0	0	0	0	264	26	0	0	682	6875	0	4	522	0	10	97	2563	866	0	53	39	221	0	176	47	557	1236	54	17	27	452	0	405	58	0	234	0	65	0	0	0	56	1044	0	122	666	0	15	154
ERR3929046	0	10	0	14	0	0	3	0	6	236	40	0	0	0	0	159	4	0	0	21	2	0	0	0	0	192	0	0	0	0	0	0	74	0	0	20	0	0	8	0	0	98	255	0	0	0	0	93	0	38	579	11	111	535	0	0	41773	0	0	173	11	0	0	0	13	10	0	0	0	5	19	3286	0	0	11	0	0	0	0	73	0	566	0	0	0	0	0	0	0	397	0	390	0	0	0	0	0	0	135	26	13	0	0	0	0	12	155	0	2	0	0	0	0	0	0	5	0	0	84	83	70	0	0	10	18	0	153	23	0	11	34	11	126	0	0	0	0	0	0	23	42	0	0	0	140	1518	0	0	273	0	0	28	392	512	0	0	0	764	0	207	45	674	628	117	0	0	277	0	60	18	0	22	0	58	0	0	0	75	570	68	51	585	0	0	116
ERR3929047	25	25	0	18	0	0	55	0	0	631	272	0	18	0	0	197	8490	0	0	20	0	0	0	0	0	10	287	0	0	0	0	205	7	109	3	52	0	0	10	0	0	17	2277	0	0	0	0	1378	21	32	506	8	0	210	0	4	18874	98	0	159	3	0	0	135	34	74	7	368	0	0	0	10302	0	0	0	0	0	17	94	0	74	531	0	1544	0	0	7	0	0	869	9	3435	233	0	0	0	0	26	418	17	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	275	161	22	18	14	62	232	41	2882	64	24	0	724	15	461	0	0	0	0	0	0	0	330	32	0	0	851	11035	0	0	503	0	0	26	6609	664	0	31	30	16	38	49	11	177	114	91	47	55	496	0	263	51	0	114	0	44	0	0	0	35	1069	18	99	239	0	0	34
ERR3929048	0	22	0	66	8	0	24	44	0	331	63	10	26	22	0	278	64	10	0	17	118	0	0	0	0	26	2533	0	0	0	0	637	167	0	0	20	0	38	7	0	27	151	649	0	0	68	0	158	0	20	403	39	6	2755	8	0	47418	4	0	27	13	0	0	0	6	0	0	0	7	23	22	1475	0	9	0	0	0	392	548	267	75	231	139	0	0	0	0	0	0	821	0	676	922	0	0	12	0	0	137	580	0	17	0	0	0	0	4536	0	0	0	0	0	0	0	0	12	0	0	54	162	54	0	0	29	63	19	242	42	0	0	56	9	282	0	0	0	0	0	0	0	62	0	0	0	82	2028	5	0	530	0	29	406	6795	2729	0	0	0	80	0	56	0	257	1397	17	22	37	423	0	79	0	0	178	0	52	0	0	0	37	936	0	77	708	0	0	148
ERR3929049	0	23	0	26	9	0	25	10	9	537	211	0	24	16	0	38	0	0	0	19	0	0	0	0	0	0	13	0	0	0	7	1801	354	0	0	0	0	11	101	0	0	22	62	0	0	0	0	31	34	72	1075	22	0	0	0	0	31017	26	0	104	17	2	0	29	43	118	0	0	4	19	0	4595	0	13	8	0	9	407	1050	0	288	211	0	0	0	0	11	19	0	169	0	2679	96	0	0	0	0	58	1350	145	731	0	56	0	0	314	489	17	0	0	7	6	0	4	0	31	82	0	736	53	0	10	95	21	703	17	1262	97	18	0	1286	1453	441	0	0	0	17	0	0	0	516	22	0	19	136	2415	13	0	1229	33	0	0	589	178	0	15	11	601	61	92	50	0	48	98	0	17	2101	0	46	61	0	72	0	107	0	0	0	81	965	14	39	557	0	0	62
ERR3929050	0	26	0	15	0	0	8	0	8	503	69	11	126	20	0	70	9	0	0	19	111	0	0	0	0	10	755	0	0	0	0	204	0	451	3	5	0	30	19	0	0	21	184	0	0	0	0	45	268	54	459	56	7	1220	0	7	76566	0	4	41	17	0	0	0	5	18	0	0	0	0	15	6427	0	0	0	0	0	124	566	0	324	92	0	0	0	0	7	0	8	106	0	437	93	0	0	0	0	0	159	81	26	0	0	0	0	0	196	0	0	0	4	0	5	0	0	32	0	0	0	37	0	0	7	0	37	7	188	10	0	0	132	0	46	0	0	0	0	0	0	0	208	0	0	11	227	5430	0	0	83	0	67	0	465	22	0	0	0	40	50	43	0	65	878	126	11	0	223	56	47	13	0	36	0	0	0	0	0	0	430	0	44	102	0	0	38
ERR3929051	0	477	0	28	34	0	0	0	7	422	49	0	10	0	0	0	9	0	0	16	0	32	0	17	32	14	0	0	0	0	33	13	0	0	0	27	0	0	10	0	0	19	1057	0	0	0	0	147	0	124	27347	10	0	0	0	0	102	7	0	124	16	0	0	0	7	0	0	0	3	0	8	10112	0	0	0	0	0	0	129	32	0	378	0	0	0	0	0	10	0	162	15	1268	194	9	0	9	0	0	94	30	0	0	0	0	0	47	48	0	0	0	0	0	3	0	1	0	0	0	342	132	0	0	197	0	0	0	74	6	204	0	29	8	127	0	0	0	0	0	0	0	2900	35	0	0	5405	25780	14	0	329	274	0	162	9020	156	0	34	0	964	0	205	0	16	772	309	28	0	0	0	326	41	0	130	36	79	0	0	0	155	1821	217	1125	22	139	0	218
ERR3929052	0	39	0	43	6	0	11	8	14	844	95	19	22	12	0	101	13	0	6	39	0	0	0	0	0	52	588	0	0	0	0	13	0	76	0	7	6	17	44	4	0	29	859	0	95	0	0	513	5	218	1857	25	0	0	0	25	76144	84	0	152	23	0	0	9	18	31	7	0	6	0	0	14026	0	0	0	0	0	374	0	62	316	998	0	2461	0	0	0	82	0	805	0	2249	4180	19	0	8	0	0	131	107	0	0	0	0	0	17	536	0	4	0	5	0	0	0	5	0	0	0	87	66	0	0	0	0	60	6	162	61	0	0	27	10	195	0	0	0	0	0	0	0	815	0	0	0	1072	7370	0	0	767	17	0	0	1781	256	0	0	0	155	0	150	14	0	1019	66	35	24	105	0	248	0	0	100	23	201	0	0	0	123	1647	45	168	653	5	0	72
ERR3929053	0	27	0	19	0	0	0	0	0	522	61	21	13	8	0	95	12	0	0	11	2	0	0	0	0	26	216	0	0	0	0	14	0	64	0	0	0	0	29	0	0	0	158	0	34	0	0	133	10	191	1250	35	6	22	0	16	108549	96	0	119	16	4	0	0	13	28	5	0	6	0	0	5354	0	0	0	0	0	150	0	7	97	208	0	481	0	0	0	21	0	158	0	392	1159	8	0	0	0	0	79	25	0	0	0	0	0	10	175	0	0	0	3	0	0	2	6	0	0	0	16	27	0	0	0	0	31	8	115	33	0	0	14	9	67	0	0	0	0	0	0	0	237	6	0	0	357	3985	0	0	204	0	0	0	774	185	0	0	0	46	0	32	0	0	582	28	11	0	47	0	76	0	0	53	0	82	0	0	0	27	411	21	57	286	0	0	0
ERR3929054	0	17	0	31	0	0	50	7	6	567	76	0	87	6	4	489	40	0	5	14	0	9	0	0	0	83	0	0	0	0	0	0	0	0	0	14	0	0	24	0	0	0	288	0	6	0	0	95	6	1281	3295	25	0	0	8	393	60405	10	2	133	13	0	0	26	29	370	0	0	2	0	0	18068	0	0	0	0	0	0	0	44	8	108	0	225	0	0	0	76	0	984	0	1573	1124	0	0	0	0	0	214	56	9	0	0	0	0	61	192	0	0	0	0	0	5	0	4	50	0	0	1304	87	0	0	0	38	39	18	987	122	0	0	366	0	2222	0	0	0	5	0	0	0	812	73	0	0	297	6588	13	0	483	12	0	252	2276	1669	0	97	0	692	0	194	0	61	304	155	19	59	735	0	207	43	0	122	0	113	0	0	0	224	1562	42	85	363	78	0	313
ERR3929055	0	27	0	37	0	0	27	0	7	748	75	0	14	14	0	580	12855	7	0	19	0	0	121	0	0	287	0	0	0	0	12	16	0	0	0	5	0	0	12	0	0	31	653	0	83	29	0	33	0	129	6959	16	0	8453	0	39	43585	0	0	552	28	0	0	0	21	19	0	0	6	0	16	6770	0	0	40	0	0	0	0	44	122	1449	445	987	0	0	0	756	0	8258	81	8670	563	260	0	0	0	0	133	0	22	0	29	0	0	0	2173	0	6	8	0	0	12	0	0	0	0	0	30	246	15	0	61	0	151	0	74	34	24	0	35	8	71	0	0	0	0	0	0	0	80	0	0	0	1534	5029	0	0	1975	30	104	0	1147	799	0	30	0	38	10	473	0	36	198	79	528	0	32	0	537	137	0	100	50	1163	0	0	0	444	3128	43	1124	50	26	0	315
ERR3929056	0	23	0	62	6	0	33	0	16	939	127	24	26	17	0	1264	34685	0	0	44	0	0	34	0	8	128	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	20	400	0	13	11	14	42	12	173	5764	30	0	17154	6	10	73739	8	3	459	31	10	0	0	15	18	0	0	7	0	12	4742	0	0	29	0	0	0	0	24	43	482	171	277	0	0	6	406	0	2163	64	1239	263	328	0	0	0	0	156	55	0	0	10	0	0	0	3241	0	0	0	11	0	0	0	6	11	0	0	13	70	0	0	12	0	49	0	104	12	13	0	39	13	39	0	0	0	0	0	0	0	114	0	0	0	467	4045	0	0	1362	32	32	0	864	540	0	16	0	35	0	251	0	33	345	65	1050	0	32	0	1265	60	0	111	0	1126	0	0	0	261	2063	19	890	69	16	0	137
ERR3929057	0	0	0	15	0	0	9	0	10	371	385	12	23	0	0	12	5	8	0	10	0	0	0	0	8	8	1603	0	0	0	0	157	0	0	0	0	0	10	0	0	0	0	535	0	0	0	0	720	0	62	792	17	0	3851	12	29	62315	0	0	33	17	0	0	0	0	0	4	0	0	0	15	5246	0	0	0	0	0	147	56	0	0	774	0	0	0	2	0	0	0	3327	0	402	110	0	0	0	0	0	67	23	0	0	0	0	0	0	24	0	6	0	4	0	9	0	0	48	0	0	0	86	0	0	52	0	7	0	36	0	0	0	17	7	9	0	0	0	0	0	0	0	49	19	0	0	305	2770	0	0	515	85	0	0	963	336	0	0	0	451	0	330	0	0	882	22	0	32	0	0	256	12	0	508	0	1302	0	0	0	135	863	0	77	109	0	0	435
ERR3929058	67	22	0	23	79	0	49	7	0	636	1438	16	50	13	25	3545	17	4	0	36	0	15	0	0	0	19	631	0	0	0	10	2326	13	0	0	50	0	0	16	0	18	31	0	17	371	3718	0	4147	11	555	2778	12	1386	7587	0	10	14253	55	0	4166	30	4	0	444	28	22	0	0	4	0	0	1763	0	0	0	7	5	158	196	0	0	1216	0	22	0	0	1397	457	14	0	86	78	0	609	0	8	9	371	249	69	242	627	61	0	0	35	50	0	5	0	8	0	4	0	0	251	0	0	139	305	0	100	100	9	432	234	5911	472	449	62	1533	11	567	20	69	0	0	0	0	0	92	65	0	0	1103	9752	35	0	1061	0	0	121	3374	1433	0	59	46	101	1513	733	0	0	489	172	0	79	382	0	142	66	0	751	0	264	0	0	0	76	2244	28	242	1417	5	0	407
ERR3929059	12	8018	0	39	984	0	775	0	0	2268	652	28	28	21474	4	479	19	0	60	11	0	31	0	0	10	17	0	28	0	0	0	14	10	0	0	0	0	0	8	0	0	17	412	0	0	21	0	64	4762	5737	18003	8	0	402	236	509	2351	0	292	3286	1365	0	0	1097	309	21	0	0	0	0	0	8948	0	0	0	0	7	13	20	8	0	73	0	1413	0	0	7	0	0	2652	0	0	0	1233	0	0	0	4	397	34	0	328	75	12	0	0	14	0	0	0	4	0	6	0	0	14	0	0	0	98	0	0	66	679	204	1248	3527	15	0	51	413	0	77	18	0	85	34	0	0	0	206	12	13	0	1891	8265	18	0	253	17	0	0	140	246	0	20	0	137	0	99	0	449	0	20	882	0	52	0	614	0	0	158	0	59	74	0	0	0	2065	0	31	197	41	0	439
ERR3929060	0	17	0	30	0	0	17	0	9	482	170	0	21	17	0	926	12	0	3	29	0	0	0	0	16	12	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	13	270	0	4	0	0	95	0	101	1868	17	0	4611	0	17	44026	8	10	2015	17	5	0	0	12	22	0	0	0	0	0	65	0	0	0	0	0	0	132	0	0	657	0	0	0	0	315	0	31	9	33	7	0	7873	0	0	0	0	109	1511	9	0	7	0	0	53	75	0	4	0	0	0	0	2	0	131	0	0	8	293	0	0	13	0	13	42	89	156	0	0	13	5	122	0	0	0	0	0	0	0	100	11	0	0	729	8343	0	0	1118	18	24	0	4346	748	0	31	0	4868	0	278	0	348	713	609	0	27	460	0	328	23	0	1104	33	353	0	0	0	1097	3798	147	385	464	0	0	714
ERR3929061	0	16	0	27	159	0	296	0	15	6717	73	0	58	173	0	73	16	0	12	294	42	24	17	0	26	21	3565	0	0	0	0	3017	0	0	6	0	0	0	0	0	0	31	13	0	0	0	0	186	8	1661	7723	10	0	1461	0	24	7600	303	3	1637	117	0	0	456	649	18	0	0	0	0	61	35144	0	17	47	19	0	36	1683	0	0	4316	0	0	8	0	1822	28	0	54	25	4450	0	0	0	188	153	76	697	12	233	0	0	0	84	15	20	0	0	0	8	628	0	0	14	8	0	0	5	365	0	55	53	19	96	469	6070	207	92	0	483	16	150	0	315	66	0	0	10	40	120	169	0	0	2768	2314	36	21	843	0	0	0	422	219	0	0	0	230	0	442	7	0	81	24	9	0	176	12	248	38	0	161	345	1010	36	0	0	40	1641	12	45	1953	41	0	4337
ERR3929062	0	26	0	36	143	0	82	0	7	10130	231	0	16	0	17	1700	2153	0	5	91	0	0	0	0	0	282	0	0	0	0	0	5229	0	0	3	10	0	0	0	0	0	18	50	0	0	0	0	92	12	503	8136	9	0	4347	0	4	27665	1805	0	727	14	0	0	93	153	12	0	0	0	0	0	89	0	0	0	0	0	0	76	24	0	356	0	0	0	0	10	0	7	1006	21	0	0	24	0	0	0	0	513	666	50	0	31	6	0	0	63	0	0	0	0	9	5	0	0	210	0	0	48	147	0	17	21	0	106	16	1390	149	25	0	337	0	1667	58	164	0	0	0	4	0	73	56	0	0	439	4419	11	0	685	14	0	91	3662	1852	0	12	0	136	38	288	0	510	662	310	57	48	483	0	60	56	0	365	0	62	0	24	0	0	2723	383	228	1780	20	0	509
ERR3929063	686	16520	0	99	626	0	469	9	261	5761	397	12	12	15	0	654	10	0	21	270	0	29	607	20	195	18	33	0	11	0	150	77	0	0	3	36	0	0	0	7	263	64	211	0	24	79	0	318	4212	906	16021	21	0	8613	0	11	219	14	0	2928	1980	4	5	319	16278	0	0	0	5	0	21	1040	3	0	185	10	0	22	41	58	11	734	0	0	0	0	783	0	5	9	0	0	0	0	3541	0	161	160	7691	1084	2834	636	67	0	144	0	70	56	0	0	3	8	8	0	12	408	9	0	43	61	0	0	134	518	227	50	2231	30	62	80	1454	18	81	0	205	31	4	122	0	0	161	41	0	0	213	179	26	39	10	54	6	0	101	1434	22	15	0	0	55	92	0	14	0	0	0	0	19	0	297	0	0	343	0	265	398	0	1088	0	301	0	33	311	1035	0	653
