feature	Campylobacter	Blastocystis	Methanosphaera	Methanobrevibacter	Bilophila	Desulfovibrio	Pseudomonas	Acinetobacter	Escherichia.Shigella	Klebsiella	Succinivibrio	Haemophilus	Comamonas	Sutterella	Methylophilus	Oxalobacter	Enhydrobacter	Akkermansia	Sphingomonas	Paracoccus	Pyramidobacter	Cloacibacillus	Peptococcus	Eubacterium	Turicibacter	Staphylococcus	Granulicatella	Enterococcus	Gemella	Weissella	Leuconostoc	Ligilactobacillus	Lactobacillus	Limosilactobacillus	Phascolarctobacterium	Acidaminococcus	Mitsuokella	Megamonas	Veillonella	Megasphaera	Allisonella	Dialister	Fusobacterium	Treponema	Victivallis	Thomasclavelia	Erysipelotrichaceae_UCG.003	Catenibacterium	Holdemanella	X.Clostridium._innocuum_group	Holdemania	Solobacterium	Anaeroplasma	Asteroleplasma	UCG.004	Zag_111	Corynebacterium	Lawsonella	Rothia	Kocuria	Schaalia	Scardovia	Bifidobacterium	Actinomyces	F0332	Denitrobacterium	Raoultibacter	Eggerthella	Senegalimassilia	Adlercreutzia	Slackia	Gordonibacter	Collinsella	Parolsenella	Lancefieldella	Olsenella	Tractidigestivibacter	Parvimonas	Peptoniphilus	Family_XIII_UCG.001	Mogibacterium	Family_XIII_AD3011_group	S5.A14a	X.Eubacterium._sulci_group	Anaerococcus	Clostridium	Christensenellaceae_R.7_group	Monoglobus	Defluviitaleaceae_UCG.011	Lachnospiraceae_UCG.010	NK4A214_group	Acutalibacter	DTU089	Ruminococcus	CAG.352	Candidatus_Soleaferrea	Elusimicrobium	Papillibacter	UCG.005	UCG.002	Fournierella	Gemmiger	Ruthenibacterium	Faecalibacterium	Colidextribacter	X.Eubacterium._siraeum_group	Intestinimonas	Flavonifractor	Oscillibacter	UCG.003	UCG.009	Paludicola	Angelakisella	Anaerotruncus	Agathobaculum	UCG.008	GCA.900066575	Coprococcus	X.Eubacterium._ruminantium_group	X.Eubacterium._eligens_group	Anaerobutyricum	Lachnospira	Lachnospiraceae_ND3007_group	Anaerostipes	X.Eubacterium._xylanophilum_group	Lachnospiraceae_UCG.008	Peptostreptococcus	Romboutsia	Terrisporobacter	Intestinibacter	Lactococcus	Streptococcus	X.Eubacterium._ventriosum_group	Prevotellaceae_NK3B31_group	Hoylesella	Leyella	Prevotella	Massiliprevotella	Segatella	Prevotellaceae_UCG.003	Paraprevotella	Lachnospiraceae_NK3A20_group	Howardella	Fusicatenibacter	Lachnoclostridium	Lachnospiraceae_UCG.004	X.Ruminococcus._gnavus_group	Eisenbergiella	X.Ruminococcus._gauvreauii_group	Faecalimonas	Roseburia	Butyribacter	Agathobacter	Faecalicatena	Tyzzerella	Mediterraneibacter	Lachnospiraceae_FCS020_group	Blautia	CAG.56	Porphyromonas	Rikenellaceae_RC9_gut_group	Alistipes	Butyricimonas	Odoribacter	Bacteroides	Parabacteroides	Barnesiella	Butyrivibrio	Lachnospiraceae_NK4A136_group	Enterocloster	Hungatella	Moryella	Lachnoanaerobaculum	Dorea	Oribacterium
ERR9830932	0	0	12	5	0	0	0	0	250	838	0	225	7	564	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	59	17	198	0	0	0	223	1408	0	152	1556	84	4886	0	0	0	0	14	935	104	0	0	0	0	0	10	0	0	0	0	0	0	0	1277	0	0	0	0	0	17	0	7	0	100	28	0	361	0	0	0	12	0	37	0	0	0	499	60	10	7	18	46	16	0	182	31	0	0	0	94	213	38	407	0	7723	51	23	48	0	0	87	0	0	0	0	218	117	47	387	0	168	145	1408	43	70	0	35	0	401	22	90	9	290	0	0	0	3574	0	109	73511	0	16	0	0	82	318	496	0	0	59	17	2792	321	8198	0	0	76	28	925	0	0	145	0	0	0	125	0	0	0	206	71	0	0	0	515	0
ERR9830933	0	0	0	0	0	18	3	0	345	245	28	0	6	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	95	0	34	0	0	0	72	18	985	0	0	0	0	0	322	205	0	0	87	0	0	0	0	0	0	0	0	0	0	4191	0	0	0	0	0	72	12	67	0	460	150	0	171	0	0	0	0	5	0	0	0	0	844	59	0	0	0	46	0	0	2053	131	0	0	0	0	37	0	311	0	12655	0	0	0	4	0	129	0	0	0	0	80	77	12	750	0	130	94	503	102	81	0	13	0	102	0	35	0	0	0	0	0	7068	0	0	101170	0	0	0	0	127	416	236	0	0	53	18	1083	20	14914	0	0	71	18	677	13	0	0	13	11	0	459	42	0	0	664	155	0	0	0	354	0
ERR9830934	0	0	0	0	35	0	0	0	790	1131	20	0	11	1128	0	0	0	0	0	0	18	0	0	0	0	0	0	51	0	64	0	654	0	0	0	72	783	29	6	1603	0	1373	0	0	3	0	7	2780	429	0	0	75	0	59	12	25	0	0	0	0	12	0	21315	0	3	0	0	0	95	22	31	0	269	249	0	0	0	0	0	6	0	41	0	0	0	0	111	0	8	24	178	21	0	189	0	0	0	0	401	1203	0	1005	9	7340	22	0	15	9	0	194	0	0	0	0	192	0	83	126	0	165	212	481	282	189	0	0	0	0	0	0	0	57	0	0	0	2112	0	0	106024	0	96	71	0	117	169	293	0	0	137	17	1844	0	1330	0	0	65	101	2009	0	0	1724	81	10	6	561	90	0	0	11130	241	0	13	0	839	0
ERR9830935	2	0	454	994	55	119	0	10	88	89	6653	0	599	601	0	0	0	0	0	27	0	24	235	0	38	0	28	0	780	58	42	1943	0	38	79	0	0	0	0	27	0	304	2007	5	34	27	20	2510	905	0	41	28	42	137	3	0	6	0	0	0	0	0	10348	21	0	0	7	0	516	53	80	0	1731	0	0	14	237	550	2	0	5	545	3	19	3	1871	5556	144	8	487	722	69	0	158	4238	0	0	0	4268	8752	111	583	57	6404	49	202	177	348	0	186	25	33	0	0	44	486	0	665	0	512	86	273	275	215	136	4	487	1959	567	313	34	34	42	0	0	1871	37	0	86	915	62	0	0	232	243	148	0	0	816	0	4408	20	1654	21	0	56	180	4087	0	9999	0	1441	282	112	12533	322	0	1327	3997	67	0	211	13	731	0
ERR9830936	0	0	0	0	0	0	15	11	822	803	4069	128	0	94	0	0	0	343	2	10	0	0	0	49	38	0	0	0	0	61	0	1789	0	13	16	0	3	0	58	583	0	679	0	0	0	121	0	0	6	83	0	6	0	0	0	0	0	10	11	0	39	0	13537	22	6	0	0	52	0	161	0	63	0	0	0	0	0	0	0	0	0	0	0	8	0	2017	0	327	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	18057	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	23115	0	0	0	1199	0	0	0	561	66	22	0	480	26	0	0	0	0	0	160	0	0	0	0	114	646	71	1392	0	389	0	1562	0	169	0	262	318	0	3371	0	0	0	0	0	0	6200	33	0	0	0	51	0	0	0	324	0
ERR9830937	0	0	0	0	0	0	0	0	365	2054	57	82	21	751	0	0	0	4	8	0	0	0	0	0	114	0	0	0	0	253	0	13142	0	0	413	0	0	1034	12	0	55	0	0	0	0	0	294	14	1007	0	0	3	0	389	24	30	0	0	20	0	0	0	38181	0	0	0	0	0	894	77	229	0	1605	827	0	0	0	0	0	0	17	30	0	0	4	34	34	0	0	0	26	10	0	164	0	0	0	0	111	356	0	467	0	6574	45	6	0	0	2	179	0	0	0	0	130	0	0	640	0	43	228	909	261	173	0	77	0	333	13	31	63	265	11	0	0	4189	0	0	134351	0	0	0	42	61	152	271	0	0	38	65	1255	0	3804	0	0	126	0	503	0	0	0	3	0	0	604	30	0	0	228	475	0	0	0	832	0
ERR9830938	0	0	0	0	7	120	27	37	526	104	28	117	0	461	19	0	7	13	2	13	0	0	0	0	42	25	132	0	73	1305	0	470	680	0	26	5	0	0	25	10	0	266	20	0	40	0	1409	0	450	0	0	3	502	727	8	6	25	10	107	0	0	7	25890	8	10	0	0	0	1864	109	0	0	539	0	10	0	0	0	0	11	0	0	0	0	0	17	125	109	20	73	0	78	0	5497	651	0	598	0	153	635	0	616	0	3747	56	79	59	7	40	49	5	0	0	0	192	0	37	2010	91	88	181	4110	345	1452	465	33	0	537	0	0	13	1652	73	82	0	7	0	101	387	0	0	0	0	587	125	383	62	0	204	77	942	751	9837	0	49	185	33	2203	0	0	0	571	97	71	15528	326	700	0	1032	69	0	24	0	1413	0
ERR9830939	0	0	0	0	0	0	8	9	82	61	22	300	3	131	5	0	0	0	0	6	0	0	0	0	39	17	23	0	5	65	19	410	14	0	0	0	133	88	14	136	0	274	0	0	0	0	9	373	402	3	0	86	0	19	5	0	5	16	5	0	84	0	9539	27	0	0	0	0	186	28	71	0	264	307	17	0	0	0	0	0	0	0	0	0	0	20	60	41	0	0	21	11	0	49	0	0	0	0	178	217	0	89	0	4311	0	4	0	0	0	97	0	0	0	0	47	0	0	221	0	69	33	1218	123	0	0	0	0	830	0	0	0	222	16	602	0	3760	0	30	73074	0	59	0	0	75	76	131	26	0	0	16	980	0	3520	0	0	96	4	402	0	0	17	0	0	0	118	10	0	0	221	171	0	0	0	356	0
ERR9830940	0	0	0	427	179	0	0	7	114	76	25	0	0	127	0	13	0	2196	0	5	0	0	33	0	809	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	350	12	0	14	0	15	372	12	0	12	23	0	19	7	1052	10	0	0	0	0	0	1011	0	0	0	0	0	102	13	0	0	261	55	0	0	0	0	0	9	0	139	0	0	0	391	2466	849	13	0	150	10	0	923	1504	0	0	0	2578	2999	0	1233	0	2666	74	2202	0	13	57	472	51	0	0	6	144	16	89	1501	111	109	79	45	45	482	0	0	0	921	347	1095	0	22	0	0	0	2847	0	0	79257	0	5	0	0	300	377	231	0	0	0	72	295	31	782	0	0	6	26	1180	0	0	1818	152	31	17	4112	795	0	107	2009	60	0	7	0	1059	0
ERR9830941	6	0	0	0	170	0	9	2	2412	28	23	26	0	0	0	0	0	0	0	133	0	0	0	0	209	0	1386	1311	1090	6	0	674	0	0	1215	0	0	0	71	0	0	0	720	0	0	0	0	0	0	301	0	0	0	0	0	0	7	0	64	0	201	0	24315	32	0	0	112	2323	0	0	0	12	4043	0	0	0	0	516	2	0	0	168	0	0	3	89	0	0	8	17	0	76	0	1527	4074	19	0	0	90	3585	0	2626	168	9223	122	0	0	1352	509	0	0	0	0	0	361	0	13	451	0	1047	1671	1455	177	1026	0	5	203	375	74	37	0	1368	137	0	0	0	0	0	90	0	0	0	0	407	1435	196	378	0	130	0	3268	26	3406	14	0	5371	17	9272	0	0	0	270	88	0	27003	1092	0	0	779	3025	33	0	0	774	0
ERR9830942	0	3	2	9	0	0	5	28	2409	725	15	7	18	701	13	0	0	0	0	0	0	0	0	0	828	0	0	0	16	234	7	305	0	0	0	0	83	0	6	11	8	293	0	0	142	0	8	1064	292	0	0	0	0	0	84	0	0	11	0	9	58	0	421	22	0	0	0	0	332	0	293	0	288	0	0	59	0	17	0	11	36	39	0	0	0	106	185	123	0	94	139	26	0	341	56	17	0	7	638	4700	134	120	11	5751	93	484	21	16	30	111	38	4	0	0	37	25	25	492	328	548	112	1103	74	0	0	64	0	339	48	147	0	67	7	0	0	2922	0	0	52259	0	0	0	13	44	127	98	0	0	59	44	1618	0	3435	0	0	0	34	526	0	12	1189	0	0	23	91	46	0	3012	1647	31	0	28	0	475	0
ERR9830943	12	0	35	26	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	161	0	0	0	0	61	0	0	368	0	213	0	0	0	0	0	1146	871	0	0	0	0	115	10	134	0	0	0	0	0	0	458	0	0	0	0	0	36	0	9	0	43	14	0	664	0	0	0	0	11	66	0	0	0	208	214	13	8	10	303	19	0	562	1442	0	0	0	303	373	199	445	0	8666	11	0	39	0	0	15	0	0	0	0	110	4	0	312	0	77	99	71	209	76	0	0	0	48	0	0	0	0	0	0	0	395	5	0	18165	0	0	0	0	39	131	42	0	0	228	8	135	51	491	0	0	42	33	1281	0	0	9	6	0	0	32	31	0	0	82	20	0	0	0	501	0
ERR9830944	3	0	0	45	116	226	6	0	488	136	0	88	758	851	0	27	0	41	6	0	81	0	0	0	363	0	12	0	178	17	23	6123	24	185	4	0	0	0	11	0	49	1484	235	0	103	36	10	3719	623	0	6	370	0	1767	3	1408	55	0	8	0	302	10	11695	73	8	0	0	0	961	87	84	0	2149	349	0	17	0	778	0	19	628	556	598	0	0	164	3686	390	17	1377	1194	54	0	1860	1052	0	0	0	5180	13590	64	1280	10	4487	142	194	493	97	108	1154	69	0	7	3	72	51	27	1495	0	86	873	111	48	513	16	0	392	430	388	130	0	402	0	222	0	7009	42	8283	14597	1026	0	0	22	150	73	266	0	0	30	63	520	40	1479	0	0	693	57	1891	4	1731	4520	23	85	159	3836	0	0	1403	712	85	63	1379	0	931	223
ERR9830945	18	0	0	17	16	248	8	5	72	163	16801	242	0	728	0	8	0	371	26	2	0	0	0	0	0	0	20	0	33	422	0	170	69	241	5	0	103	0	268	96	7	494	2486	0	29	0	7	5082	733	0	11	19	0	6	0	685	5	0	18	0	67	19	4385	0	0	0	0	8	421	64	754	7	271	0	9	0	0	135	0	26	0	58	0	0	0	1017	3182	60	33	73	851	116	0	792	721	0	0	0	3863	8428	0	254	0	1200	75	92	52	25	59	289	22	50	9	6	94	0	34	1029	0	166	33	1940	170	1406	399	125	18	320	0	0	0	1441	205	0	0	1490	0	0	28843	180	10	0	6	0	1307	114	190	0	292	0	1268	27	674	0	0	5	27	836	0	0	313	11	15	59	1239	52	11	11126	6352	747	0	13	11	1578	12
ERR9830946	340	7	718	5692	144	373	0	0	329	129	1331	240	389	150	0	15	0	1403	0	0	0	101	51	612	308	0	332	0	214	18	0	138	11	0	57	0	23	0	31	97	0	159	316	0	320	0	7	1321	94	0	12	111	29	51	0	18	0	0	0	0	179	0	3216	7	0	0	0	4	47	25	10	0	1938	16	0	6641	170	121	3	0	149	378	122	0	49	738	8970	143	0	183	483	23	14	678	2526	0	0	13	1265	5540	208	775	716	132	490	327	100	31	40	0	8	21	0	5	8	161	34	417	29	295	0	0	57	97	191	40	0	410	202	38	0	205	0	0	0	8466	18	361	362	0	131	849	66	202	15	55	0	25	0	0	144	0	530	24	0	755	31	1000	0	0	74	2027	246	188	18231	997	944	56	10	73	89	0	0	1259	232
ERR9830947	0	0	0	0	11	0	0	0	7	6	0	10	0	398	0	0	0	133	0	0	0	0	0	0	20	0	0	0	0	221	0	3513	534	16	0	0	474	13	0	1986	0	914	0	0	58	0	0	803	428	0	0	0	0	101	4	239	0	0	0	0	0	0	8593	11	0	0	0	0	186	104	156	0	577	622	0	1527	94	0	0	27	5	74	0	0	0	68	714	316	12	4	421	0	0	1009	0	0	0	0	1023	1760	0	435	0	9719	10	504	34	0	67	54	5	17	0	0	0	0	32	973	0	468	101	1064	179	49	0	93	0	902	0	40	0	33	108	0	0	191	22	0	32176	0	0	115	152	141	130	194	0	0	141	41	345	0	4981	0	0	96	67	1941	39	0	0	211	0	11	2123	51	296	0	2375	163	0	0	0	850	0
ERR9830948	31	18	0	0	75	0	0	8	378	169	20	0	11	473	0	26	0	1036	0	0	0	0	69	23	156	0	178	0	56	0	0	1140	4	0	577	0	0	0	0	5	0	78	1754	0	186	19	301	0	0	0	10	5	0	0	10	0	0	5	0	0	0	0	15069	0	0	0	15	48	778	84	0	99	614	0	0	7	0	307	9	29	0	186	0	0	0	530	2636	388	45	70	155	355	0	6251	1767	12	0	35	5228	3987	0	2277	23	21363	123	985	59	218	125	177	18	9	0	0	101	41	53	725	542	4110	153	2095	741	2219	20	68	648	754	330	252	49	39	260	0	1114	1174	405	0	98	0	0	0	0	198	416	212	0	24	221	19	1132	0	13741	0	16	614	290	5915	62	581	0	1229	171	52	14530	313	1417	0	386	135	139	0	0	803	0
ERR9830949	0	0	5	4	0	0	0	0	287	3500	11	301	0	624	0	0	0	0	0	4	0	2	11	0	30	0	0	349	0	31	0	927	0	0	0	0	144	0	72	410	0	266	0	0	0	0	172	0	0	0	0	0	0	650	0	0	0	0	7	0	0	0	7665	8	2	0	0	0	220	0	0	0	462	0	0	572	0	0	0	5	0	11	0	0	4	403	148	115	0	13	37	5	0	189	1135	0	0	0	146	117	17	2033	0	18829	25	0	46	0	0	39	0	0	0	0	266	0	0	477	59	566	218	2343	401	247	0	2	0	560	0	24	0	422	0	0	0	0	0	0	81097	12	67	0	0	284	358	352	0	0	179	28	8288	298	5992	0	0	68	6	798	55	0	0	36	0	0	1251	53	9	0	536	173	0	18	2	686	0
ERR9830950	0	0	194	137	0	79	0	0	1444	429	145	0	19	11	0	0	0	750	0	0	7	5	60	12	17	0	0	16	7	166	0	3040	613	5	0	0	0	0	0	28	0	47	19	161	13	0	0	413	203	0	0	36	0	0	0	6	91	0	2	10	54	0	3215	33	0	4	0	0	162	7	27	0	129	0	0	1402	189	0	0	0	162	76	0	0	0	83	2463	26	0	50	638	10	2	211	4913	21	17	11	1506	2415	0	26	68	443	29	752	58	77	0	0	0	0	6	0	0	6	0	323	0	124	632	46	48	38	89	3	0	248	47	0	263	81	103	0	0	275	0	25	55	0	0	0	98	80	12	0	0	0	28	47	90	27	94	0	0	478	33	1125	44	15	194	27	0	0	566	17	46	201	79	0	141	0	0	1130	567
ERR9830951	0	0	0	0	9	0	0	15	44	22	0	8	0	0	5	0	0	0	0	0	0	0	34	0	111	25	0	0	0	0	0	160	5	0	0	0	133	0	0	0	0	194	0	0	12	0	0	3868	1099	0	0	0	0	9650	247	247	0	3	0	0	0	21	9330	0	2	0	0	0	1141	80	511	0	467	2205	9	0	0	0	0	0	3	13	0	0	5	90	112	72	15	17	133	0	0	7	486	0	0	0	528	1353	62	161	0	4077	29	200	17	6	14	33	0	0	0	0	44	0	10	498	60	212	149	407	97	591	0	26	0	2341	0	73	0	66	37	0	0	657	5	0	48027	0	57	0	7	37	32	80	0	0	17	0	97	39	1725	0	0	0	0	172	0	0	905	2	0	0	96	0	0	0	311	20	0	0	6	226	0
ERR9830952	0	13	0	5	51	0	9	13	73	23	0	4	0	352	0	0	6	0	0	3	0	0	60	0	111	20	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1360	0	0	0	0	56	1398	640	0	0	3	0	0	109	13	5	8	21	0	47	0	10154	0	0	0	0	0	3514	194	494	0	371	0	0	0	0	0	0	84	0	257	0	0	0	113	4676	14	17	0	735	31	0	143	5092	0	0	0	2880	7067	266	1390	8	8811	165	7963	72	60	158	265	91	0	20	7	207	312	77	1633	139	1409	313	814	195	2533	305	122	0	3778	144	356	0	0	42	0	0	3179	0	0	22482	0	150	0	173	98	173	599	0	0	3	30	6810	0	843	0	0	226	99	1444	94	0	1900	281	0	72	1871	206	0	7955	1415	78	0	20	0	1380	7
ERR9830953	0	0	0	0	24	40	6	0	0	1085	1454	25	127	287	0	20	0	607	0	0	8	0	0	0	0	0	0	13	7	0	0	84	0	11	0	17	204	1099	29	302	0	427	12	0	10	0	0	4436	787	3	0	3	0	0	0	2892	0	0	0	0	0	0	6781	0	0	0	0	0	207	0	104	19	782	28	0	575	0	18	0	4	988	101	0	0	0	142	89	50	0	274	500	16	0	246	744	0	0	0	116	1310	0	4396	0	8072	83	298	10	0	9	203	0	0	0	0	141	33	85	1403	755	344	442	346	232	36	328	65	28	0	0	0	0	726	316	0	0	1236	348	0	27150	0	44	0	0	1037	294	297	0	0	315	0	7830	101	3958	0	0	50	68	5738	796	0	0	155	62	78	1448	110	0	21	2445	185	0	18	0	626	0
ERR9830954	0	12	0	517	243	171	0	9	11	171	12484	14	0	204	0	39	0	3335	0	0	0	41	16	72	0	10	0	10	18	291	0	62	17	0	0	0	108	25	11	0	0	590	0	0	135	0	11	7198	1857	5	13	6	0	0	0	4824	9	0	0	0	0	10	7287	30	5	0	9	16	842	78	169	0	411	0	0	0	0	0	0	0	0	226	0	0	0	519	3237	281	0	251	1093	32	0	478	2350	11	0	12	3376	4788	0	1263	0	3858	31	1070	29	10	209	66	119	0	9	0	105	0	12	714	174	397	545	561	421	978	72	52	0	778	0	10	2	719	228	43	0	1525	0	0	6889	269	303	0	0	364	398	193	0	0	224	0	189	314	909	19	0	38	65	2266	0	0	0	296	18	64	3132	348	0	57	771	236	18	15	0	2272	0
ERR9830955	0	0	110	665	98	114	0	0	680	161	3266	6	673	52	0	15	0	50	0	0	0	361	0	0	11	0	0	273	5	85	0	654	0	0	73	0	29	0	0	91	0	197	54	0	46	0	0	802	93	11	0	94	0	7	11	27	67	0	0	0	63	0	26477	16	0	0	0	0	782	0	49	0	2973	0	0	3255	0	7	0	2	0	581	0	0	0	1229	1312	0	19	149	661	0	13	205	217	0	324	0	1278	2794	0	184	63	1174	214	163	129	75	8	75	13	0	8	16	12	0	0	519	35	1238	44	180	51	291	38	0	0	500	27	22	0	108	197	0	0	467	0	1043	1179	0	70	0	76	82	77	61	107	0	0	19	174	97	383	0	0	799	29	1981	0	0	0	1099	165	240	7023	957	2565	0	290	0	362	51	0	882	322
ERR9830956	0	0	0	969	45	18	0	0	142	41	13	0	34	158	3	15	0	2770	0	0	0	0	0	0	811	0	0	0	14	16	0	1512	0	4	13	0	48	7	0	81	0	141	0	0	7	22	129	0	0	0	5	0	0	3709	115	0	14	0	10	0	11	0	17461	0	0	52	0	0	231	11	0	0	269	0	0	51	182	62	0	0	0	225	0	0	0	3628	3185	87	48	316	425	81	7	1159	1194	0	374	0	2528	2043	0	1529	26	6589	61	292	23	79	17	204	19	0	8	0	19	0	33	246	72	367	75	4424	273	128	33	65	45	2000	632	529	0	33	28	51	0	0	29	0	100	0	57	0	0	182	122	204	0	0	73	63	439	117	2556	20	6	348	89	1432	25	0	0	939	55	400	10974	434	560	1350	2154	33	78	0	0	241	0
ERR9830957	0	0	0	0	5	107	3	4	0	946	12226	101	0	303	0	0	3	0	0	0	0	0	42	0	86	0	0	310	5	1217	0	286	0	0	0	0	30	134	174	5	15	247	121	36	10	0	209	837	1298	0	0	11	268	5	29	870	0	0	26	0	114	0	5685	16	0	0	0	0	1129	20	313	0	1222	52	25	7	0	38	0	0	49	35	0	6	0	218	366	0	0	32	189	49	0	2068	2422	0	156	10	1504	2652	166	587	0	15779	49	383	0	0	22	300	5	0	0	0	227	0	25	860	72	238	212	3938	212	382	25	100	122	580	366	343	0	2831	1036	0	58	429	280	0	32815	297	15	0	10	204	263	160	0	0	215	0	756	489	7069	0	0	71	39	1452	0	126	1661	33	0	88	609	44	0	5754	601	91	0	0	0	870	7
ERR9830958	0	0	336	1013	168	346	0	0	7760	31	269	41	0	27	0	5	0	1508	0	0	43	0	130	7	0	0	225	16	569	22	0	229	189	12	123	0	27	0	164	0	0	325	2528	0	236	0	39	1199	306	0	17	519	0	98	4	8	0	0	0	0	135	0	4221	4	0	0	12	0	239	33	41	61	1054	137	0	14	0	551	0	8	0	338	4	0	0	105	8168	10	30	628	336	39	2	124	803	0	66	0	1908	2127	52	209	42	1479	37	62	210	17	57	114	0	0	0	7	29	0	11	539	0	1034	641	169	0	128	0	2	377	17	0	15	0	9139	0	0	0	5862	0	0	246	0	24	0	27	23	101	12	0	18	38	58	533	0	180	27	0	707	12	529	0	4102	0	3031	189	76	6021	3825	583	44	364	17	24	232	0	202	0
ERR9830959	0	0	0	0	0	0	0	0	1003	158	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	9	19	75	0	50	0	19	0	16	0	88	208	0	26	2963	0	357	14	0	0	48	1597	0	0	74	0	4	0	6	0	0	0	0	0	0	28	0	24835	0	0	0	0	70	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	21	0	222	0	0	0	6	0	0	1369	0	0	0	0	0	0	793	0	14832	0	0	0	126	0	0	0	0	0	0	1409	0	0	14	0	0	1147	2798	0	26	0	0	5	91	0	0	0	1455	0	0	0	0	0	0	84	0	0	0	0	1659	299	0	261	0	0	155	1865	0	8823	0	0	88	0	2841	0	0	0	0	0	0	40237	175	0	0	0	70	0	0	0	761	3
ERR9830960	0	0	0	0	10	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	73	0	0	2	0	123	61	0	111	14	351	0	0	0	0	10	1197	500	0	0	0	0	31	18	7516	0	0	0	0	7	0	2483	0	0	0	0	0	123	21	83	0	555	0	0	0	0	0	0	3	0	23	0	0	0	540	91	0	12	0	92	11	0	104	30	0	0	0	394	1075	83	509	0	21143	65	0	37	11	13	128	5	0	0	0	160	11	32	513	58	78	365	178	96	96	0	40	0	318	0	0	0	34	0	0	0	689	0	336	25731	0	64	0	34	88	187	120	0	0	208	34	894	23	5484	0	0	239	22	527	0	0	0	129	4	0	178	22	18	0	466	132	0	12	0	579	0
ERR9830961	0	0	6	0	16	70	4	11	81	0	22764	19	0	138	11	8	4	0	0	9	0	0	0	0	0	11	0	8	0	107	0	75	0	0	2	0	46	152	0	390	20	224	0	0	83	0	14	15357	297	0	0	0	10	56	264	117	0	0	28	10	59	0	6681	21	0	0	0	0	4392	305	802	0	531	752	0	0	40	0	0	32	0	174	0	0	0	224	613	2699	15	202	851	0	0	372	1077	0	0	0	2659	4542	86	354	0	7589	52	565	0	16	17	199	165	0	0	0	338	58	0	720	999	170	314	502	279	366	33	135	0	1557	14	79	0	36	134	81	0	1093	2	0	74925	0	23	0	42	99	157	129	0	0	153	21	1158	182	862	0	0	79	39	848	53	0	714	6	37	0	476	23	0	0	711	74	0	23	0	549	0
ERR9830962	0	0	0	0	12	0	0	4	23	26	21725	29	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1243	0	2	0	18	66	0	0	3496	0	1094	0	0	0	0	14	4908	3211	0	0	0	0	0	8	0	4	0	0	0	0	0	12575	13	0	6	0	0	729	0	219	0	1369	81	0	3423	0	0	0	19	0	35	0	0	0	568	372	264	17	15	22	24	0	1820	683	0	0	0	527	472	57	1557	7	18632	13	0	102	0	15	50	0	0	0	0	296	11	23	2179	0	223	784	1920	201	180	0	66	3	746	109	89	0	1757	56	0	0	270	0	1010	85038	0	95	0	51	390	505	293	0	0	324	74	1997	126	15579	0	0	233	40	2351	0	0	0	19	15	0	882	118	0	0	338	103	0	12	0	1735	0
ERR9830963	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	56	0	0	0	0	0	0	104	0	82	0	0	18	12	135	0	99	3	0	0	0	0	0	0	0	0	2117	0	0	0	0	0	2684	509	0	0	0	0	0	0	0	81	0	10	0	18	0	1547	27	0	0	0	0	876	0	116	0	0	0	0	0	0	0	0	27	0	71	0	0	0	25	5413	259	0	42	1284	0	0	516	0	0	0	0	5312	7177	62	1014	115	10382	98	0	0	72	50	276	0	26	0	0	136	110	70	517	0	0	376	1791	129	307	0	146	0	31	33	33	0	207	51	56	0	935	0	92	8655	0	0	0	35	415	201	784	0	0	34	44	1056	0	2207	0	0	0	214	1026	15	0	0	0	0	0	5565	158	0	0	3459	152	0	8	0	965	0
ERR9830964	2	0	0	0	0	102	0	0	140	47	4021	82	0	383	0	0	0	0	0	0	0	0	56	0	8	0	0	0	0	402	0	269	0	11	3	0	115	0	0	549	0	1137	0	2569	0	0	0	203	516	0	0	213	0	32	12	0	0	0	9	0	14	0	223	0	0	0	0	0	0	15	15	0	188	22	0	0	0	0	0	0	32	0	0	0	0	106	90	16	8	21	160	0	0	285	112	0	18478	0	1377	2201	65	927	0	12518	45	0	31	0	0	195	10	0	0	0	72	315	30	3018	0	264	129	161	103	28	0	0	0	61	0	43	0	2068	145	86	0	710	0	661	58085	0	20	0	0	56	124	155	0	0	115	0	898	0	3487	0	0	209	7	1548	0	0	1128	0	0	0	234	15	0	0	1350	65	0	0	0	426	0
