feature	Campylobacter	Blastocystis	Methanosphaera	Methanobrevibacter	Bilophila	Desulfovibrio	Pseudomonas	Acinetobacter	Escherichia.Shigella	Klebsiella	Succinivibrio	Haemophilus	Comamonas	Sutterella	Methylophilus	Oxalobacter	Enhydrobacter	Akkermansia	Sphingomonas	Paracoccus	Pyramidobacter	Cloacibacillus	Peptococcus	Eubacterium	Turicibacter	Staphylococcus	Granulicatella	Enterococcus	Gemella	Weissella	Leuconostoc	Ligilactobacillus	Lactobacillus	Limosilactobacillus	Phascolarctobacterium	Acidaminococcus	Mitsuokella	Megamonas	Veillonella	Megasphaera	Allisonella	Dialister	Fusobacterium	Treponema	Victivallis	Thomasclavelia	Erysipelotrichaceae_UCG.003	Catenibacterium	Holdemanella	X.Clostridium._innocuum_group	Holdemania	Solobacterium	Anaeroplasma	Asteroleplasma	UCG.004	Zag_111	Corynebacterium	Lawsonella	Rothia	Kocuria	Schaalia	Scardovia	Bifidobacterium	Actinomyces	F0332	Denitrobacterium	Raoultibacter	Eggerthella	Senegalimassilia	Adlercreutzia	Slackia	Gordonibacter	Collinsella	Parolsenella	Lancefieldella	Olsenella	Tractidigestivibacter	Parvimonas	Peptoniphilus	Family_XIII_UCG.001	Mogibacterium	Family_XIII_AD3011_group	S5.A14a	X.Eubacterium._sulci_group	Anaerococcus	Clostridium	Christensenellaceae_R.7_group	Monoglobus	Defluviitaleaceae_UCG.011	Lachnospiraceae_UCG.010	NK4A214_group	Acutalibacter	DTU089	Ruminococcus	CAG.352	Candidatus_Soleaferrea	Elusimicrobium	Papillibacter	UCG.005	UCG.002	Fournierella	Gemmiger	Ruthenibacterium	Faecalibacterium	Colidextribacter	X.Eubacterium._siraeum_group	Intestinimonas	Flavonifractor	Oscillibacter	UCG.003	UCG.009	Paludicola	Angelakisella	Anaerotruncus	Agathobaculum	UCG.008	GCA.900066575	Coprococcus	X.Eubacterium._ruminantium_group	X.Eubacterium._eligens_group	Anaerobutyricum	Lachnospira	Lachnospiraceae_ND3007_group	Anaerostipes	X.Eubacterium._xylanophilum_group	Lachnospiraceae_UCG.008	Peptostreptococcus	Romboutsia	Terrisporobacter	Intestinibacter	Lactococcus	Streptococcus	X.Eubacterium._ventriosum_group	Prevotellaceae_NK3B31_group	Hoylesella	Leyella	Prevotella	Massiliprevotella	Segatella	Prevotellaceae_UCG.003	Paraprevotella	Lachnospiraceae_NK3A20_group	Howardella	Fusicatenibacter	Lachnoclostridium	Lachnospiraceae_UCG.004	X.Ruminococcus._gnavus_group	Eisenbergiella	X.Ruminococcus._gauvreauii_group	Faecalimonas	Roseburia	Butyribacter	Agathobacter	Faecalicatena	Tyzzerella	Mediterraneibacter	Lachnospiraceae_FCS020_group	Blautia	CAG.56	Porphyromonas	Rikenellaceae_RC9_gut_group	Alistipes	Butyricimonas	Odoribacter	Bacteroides	Parabacteroides	Barnesiella	Butyrivibrio	Lachnospiraceae_NK4A136_group	Enterocloster	Hungatella	Moryella	Lachnoanaerobaculum	Dorea	Oribacterium
ERR9830899	0	0	15	0	0	0	0	0	6	363	17	127	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	46	1086	0	0	22	17	765	0	79	1183	0	1604	0	0	0	0	0	1678	376	0	0	5	0	0	6	0	0	0	0	11	42	0	11414	0	0	0	0	0	612	0	124	0	388	0	0	149	0	0	0	8	0	0	0	0	0	71	26	0	3	3	31	14	0	167	0	0	0	0	38	96	0	592	0	8421	13	0	0	0	0	86	0	0	0	0	117	15	35	269	0	545	118	1380	112	134	0	0	0	1939	0	0	36	904	0	0	0	1064	0	0	59691	0	0	0	39	171	209	268	0	0	122	33	439	120	9113	0	0	112	0	1442	0	0	7	0	0	0	18	0	0	0	307	131	0	18	0	714	0
ERR9830900	0	0	5	0	0	43	0	5	18	913	11	64	0	0	0	0	0	32	0	0	0	0	0	2	914	13	0	54	23	155	0	271	8	0	0	0	8	0	37	189	0	213	0	0	4	21	125	0	0	0	0	3	613	6696	31	0	0	0	39	20	86	0	16786	18	0	10	0	35	393	308	0	0	856	0	0	0	0	0	0	0	0	0	0	0	12	37	2870	153	0	39	13	53	0	3147	418	0	0	0	47	307	0	4461	0	21025	21	66	0	35	0	23	0	0	0	0	134	0	0	371	0	1541	110	5943	755	347	0	47	0	3044	0	75	85	559	140	0	0	0	4	0	237	0	0	0	0	298	148	109	0	0	208	0	2023	342	4144	0	0	71	0	664	0	0	0	208	0	0	19195	43	0	0	135	77	0	0	0	111	0
ERR9830901	0	0	0	0	40	0	0	0	30	108	16420	0	0	611	0	0	0	5	0	3	0	0	55	0	5	0	0	0	0	59	0	39	6	0	0	0	0	0	0	0	9	870	15	0	21	0	0	4240	1417	0	0	570	4	1430	31	471	0	0	0	8	0	0	35415	0	0	0	0	0	438	77	143	0	1151	279	0	0	149	0	0	8	0	183	0	0	0	2531	1462	317	25	576	232	46	0	791	8162	0	0	0	776	3295	0	7222	0	49347	68	193	145	36	32	475	25	8	0	0	499	540	74	1768	2884	99	442	1501	604	461	74	83	5	234	0	0	0	0	69	0	0	105	0	1514	30607	0	49	0	0	512	324	365	0	0	357	130	327	737	13384	0	0	194	344	7304	72	0	210	228	50	0	3609	634	2	21	8256	50	0	56	0	3363	0
ERR9830902	0	0	0	0	0	0	0	5	0	55	72	3	0	96	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	621	0	0	0	19	172	0	3	302	0	100	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15	0	5	0	10	0	10516	0	0	0	0	22	0	0	0	0	228	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	884	0	0	0	0	0	0	172	0	14757	0	0	0	0	0	0	0	0	0	0	17	0	0	76	0	0	114	6664	0	119	0	0	0	0	0	0	0	15	0	0	0	0	0	0	80	0	0	0	0	203	37	132	0	0	0	0	3482	0	2993	0	0	0	0	648	0	0	0	2	0	0	46633	249	0	0	0	104	0	0	0	293	0
ERR9830903	0	0	21	18	2	69	0	3	147	141	68	47	0	327	2	15	0	0	0	0	0	0	70	0	182	0	0	16	12	86	3	922	0	0	0	46	487	0	33	550	35	1355	4	0	33	0	0	1171	1083	0	0	250	0	355	154	0	11	0	0	0	71	8	2312	8	0	0	0	0	720	46	241	0	814	2285	0	0	0	0	0	9	3	55	0	0	0	1102	461	501	0	34	503	43	0	745	1920	7	0	0	1365	2395	29	761	0	13902	55	0	93	21	0	133	0	194	0	0	117	0	23	3287	0	1011	329	994	276	110	0	0	0	1625	0	115	2	66	2	134	0	1517	0	527	46137	0	0	0	51	116	72	157	0	0	135	38	2000	322	7323	0	0	74	23	1829	0	0	319	0	11	0	90	0	0	0	934	70	0	0	0	968	635
ERR9830904	0	0	0	0	0	0	3	0	407	69	13	10	0	253	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13	0	151	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	6	3	0	38	0	8	0	0	0	0	0	0	2674	0	0	0	0	0	4	0	0	0	851	0	0	0	0	0	0	2	16	0	0	0	0	179	17	0	0	8	95	13	0	196	0	0	0	0	6	137	0	506	0	15136	18	0	0	4	0	31	0	0	0	0	83	21	21	0	0	111	130	247	56	336	0	0	0	1006	62	56	0	66	0	0	0	0	0	1763	89425	0	0	0	0	218	466	147	16	0	0	0	342	0	5020	0	0	0	31	1479	0	0	0	24	0	0	100	0	0	0	251	55	0	0	7	211	0
ERR9830905	0	0	0	0	0	0	0	0	284	549	0	20	0	629	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	655	50	3359	133	0	0	193	818	0	11	5643	39	457	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17849	0	0	326	0	8	0	46	0	21	610	0	0	1655	0	0	0	0	0	0	0	0	0	45	0	71	0	0	71	31	0	352	4273	0	0	0	74	144	0	1821	0	15407	0	0	0	14	6	32	0	0	0	0	191	0	105	387	0	1811	298	7674	362	466	31	46	0	195	0	0	181	49	133	0	0	0	0	0	108	0	0	0	0	559	151	136	0	0	198	0	732	0	12789	0	0	266	107	2158	119	0	0	149	0	0	37412	46	96	0	120	127	0	0	0	1265	0
ERR9830906	7	0	120	648	78	467	0	0	601	1180	39	0	52	58	0	14	0	2223	0	0	0	52	187	231	257	0	0	17	73	143	0	0	114	0	382	0	0	0	12	0	0	0	188	0	42	58	0	846	54	6	13	53	0	0	0	2	0	0	0	0	68	0	12153	0	0	0	0	9	0	68	63	7	507	0	6	724	0	26	0	0	22	367	0	5	0	114	9773	240	0	153	4129	268	85	862	2829	47	0	7	379	1420	10	44	397	559	798	100	852	228	184	0	0	20	5	0	513	156	492	32	0	2837	44	673	30	4674	155	4	31	442	37	31	0	142	35	0	0	2628	116	1773	583	0	531	23	0	29	210	143	0	222	0	34	166	452	48	89	0	1806	16	1517	0	0	35	9923	366	323	10897	5631	1553	1292	326	380	136	0	0	182	61
ERR9830907	4	2	9	2	12	5	0	0	334	7502	26	158	12	219	0	0	0	16	0	0	0	0	0	0	185	0	0	22	0	20	0	54	3	0	0	0	123	0	389	67	0	342	0	0	0	0	0	110	383	0	0	82	4	1383	10	0	0	0	0	0	0	0	727	0	0	0	0	0	52	0	11	0	158	2	0	166	63	0	0	0	0	5	0	0	0	331	52	0	0	0	160	0	0	240	418	0	0	0	404	511	22	674	0	12294	7	0	0	0	0	63	0	18	0	0	73	55	0	1166	52	714	74	1359	101	0	146	36	0	298	70	164	0	7857	38	0	0	0	0	0	58399	0	131	0	0	78	269	139	0	0	37	0	6209	430	3545	0	0	359	12	644	55	0	0	79	3	0	415	80	68	529	667	63	0	0	0	261	0
ERR9830908	0	0	0	3	79	0	3	31	68	290	37	0	0	482	3	28	0	12	0	0	0	0	20	0	63	0	0	0	0	35	0	1108	0	0	0	0	524	68	4	576	0	731	0	0	11	0	0	500	2195	0	0	0	0	399	83	560	0	0	0	0	0	0	8925	0	0	0	0	0	156	17	62	19	243	0	0	0	0	0	0	0	0	85	0	0	0	269	452	3349	20	126	573	83	0	161	2548	0	0	9	2056	2463	0	1004	12	34821	79	57	37	27	23	435	6	30	4	0	12	29	377	293	0	342	246	1173	312	102	74	236	0	28	0	0	0	32	0	0	0	0	0	0	2098	0	665	0	0	782	368	460	0	0	214	74	2688	722	10802	0	50	137	35	1897	226	2	0	812	112	10	14574	866	853	0	3101	213	0	18	0	575	0
ERR9830909	2	0	0	0	40	26	0	0	133	0	22	5	69	2013	0	0	0	0	0	0	0	0	0	0	44	0	6	0	0	0	0	2843	0	68	0	0	0	0	0	0	0	2216	36	0	0	0	108	0	311	0	2	259	0	671	214	0	2	0	0	0	0	0	11685	0	0	0	0	0	96	0	23	0	417	55	0	0	0	18	0	0	8	25	3	0	0	58	232	0	0	34	95	0	0	428	0	0	0	0	638	3985	0	531	0	15425	51	28	17	0	12	193	14	9	0	0	95	63	18	165	0	29	122	235	138	255	0	19	13	567	61	16	0	14	41	0	0	3313	176	0	54435	0	0	0	165	36	222	355	0	0	0	33	31	0	5094	0	0	150	10	822	0	41	0	400	32	132	1172	390	31	0	825	202	0	10	0	266	0
ERR9830910	0	0	0	12	31	0	3	11	38	64	33	49	0	831	4	0	4	0	0	0	0	0	10	0	0	0	0	236	0	115	0	1869	117	668	92	0	0	1402	925	492	24	54	0	0	13	15	0	0	7	0	16	0	0	5	5	449	0	0	6	0	22	0	8276	0	0	0	0	8	0	0	0	0	367	0	3	0	0	0	0	0	35	14	0	0	0	0	702	119	9	15	50	13	0	300	304	0	0	7	229	1027	0	1286	0	17213	34	688	16	0	11	94	13	0	0	3	199	0	0	350	5376	1662	326	1006	299	660	465	64	0	25	0	0	0	2549	422	0	0	2301	0	0	59217	0	0	0	0	147	238	609	17	0	0	0	1287	273	2875	0	0	108	44	1115	0	0	0	37	0	29	2746	544	0	360	229	170	0	15	5	1222	5
ERR9830911	0	0	192	310	5	0	0	0	42	0	29	3	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	1487	188	0	0	278	71	0	0	1158	0	538	0	0	38	0	0	2592	478	0	0	14	0	0	0	33	0	0	6	0	0	0	27564	0	0	0	0	0	66	0	26	0	317	0	0	2655	41	0	0	0	68	55	0	0	0	581	847	0	195	0	207	116	0	217	6963	0	0	0	1438	571	0	1881	0	3689	51	1778	68	0	0	33	8	0	12	0	76	0	0	632	176	321	475	81	232	241	0	38	0	55	0	0	0	177	15	0	0	0	0	0	2559	0	46	0	50	327	34	0	0	0	1076	40	968	37	3106	0	0	498	62	1407	17	0	0	182	0	9	157	45	100	0	139	31	0	0	0	871	0
ERR9830912	3	0	0	0	138	0	0	0	32	12	38	0	0	352	0	28	0	1565	0	0	0	0	29	0	0	0	0	16	0	78	0	4729	0	0	0	30	125	0	0	1116	0	166	20	0	60	0	83	617	0	0	11	0	0	0	0	23	0	0	0	0	0	0	34305	0	0	0	0	7	318	16	0	35	502	0	0	0	55	40	0	3	0	198	0	0	0	606	3937	51	33	310	611	36	0	1563	4402	0	0	0	1827	3258	0	5389	16	18960	200	0	123	56	168	392	0	0	0	2	94	0	139	2698	37	0	523	1365	1038	64	358	66	45	2037	0	54	0	49	109	0	0	0	0	0	287	0	0	0	0	1499	327	734	0	18	183	7	2431	835	5190	15	159	106	229	2296	80	0	0	2788	136	116	25952	543	1271	0	443	233	0	8	0	595	0
ERR9830913	0	0	0	0	7	0	0	0	53	239	0	45	0	146	3	0	0	0	0	0	0	0	0	0	24	0	0	16	0	120	0	1189	20	0	0	0	187	0	0	232	9	240	0	0	0	0	233	0	0	0	0	0	0	13	10	0	6	0	0	0	26	0	8914	0	0	9	0	0	422	0	0	17	306	0	0	407	0	0	0	0	0	0	0	0	0	41	54	99	0	0	39	4	0	371	11	0	0	0	74	222	0	543	0	3068	0	0	0	8	0	11	0	0	0	0	102	0	9	757	0	306	76	1293	161	180	0	0	0	102	0	32	0	505	33	0	0	0	0	0	31853	0	43	0	0	50	69	96	0	0	0	21	882	108	4189	0	0	81	73	1059	18	0	0	26	0	5	371	45	24	0	318	62	0	0	0	978	0
ERR9830914	0	0	0	0	135	0	0	0	2881	3240	27	5	0	625	2	44	0	5	0	0	0	0	0	383	0	0	0	54	14	72	23	3576	58	0	0	925	577	0	0	2291	0	969	0	0	78	35	917	0	5084	7	77	170	0	0	0	0	0	0	5	8	0	0	43232	14	5	0	0	44	0	190	0	79	4854	0	0	1094	774	0	6	0	0	1942	0	0	0	122	0	0	0	0	0	191	192	945	3459	0	0	0	0	20	111	0	1257	0	68	0	0	404	93	0	0	0	0	210	426	0	32	532	1131	265	857	345	0	143	0	66	5	39	0	106	12	727	318	0	0	0	301	0	80	0	0	0	0	427	67	0	226	30	183	0	218	0	11373	192	0	1837	0	10634	0	0	0	410	0	6	6262	85	0	0	210	1147	97	0	0	1091	0
ERR9830915	0	0	0	0	0	0	0	0	291	22428	0	47	0	544	5	0	0	0	0	0	0	0	0	0	0	0	78	0	10	0	0	0	0	0	0	0	0	0	2096	0	0	0	1523	0	0	266	0	0	0	0	0	11	0	0	0	3	14	0	0	0	43	0	18168	0	0	0	0	15	0	0	36	0	2483	0	2	0	0	0	0	0	0	0	0	0	0	224	0	0	0	424	0	16	0	0	0	0	0	0	0	0	0	152	0	18593	172	0	0	126	0	0	0	0	0	0	243	0	0	0	0	256	185	71	123	922	0	0	52	27	0	33	0	17844	52	0	0	0	0	0	51	0	0	0	0	1734	222	502	2794	0	0	671	3595	0	988	0	0	797	0	1895	1057	0	0	0	0	0	18648	32	0	0	316	886	0	0	48	442	0
ERR9830916	0	0	0	39	0	0	0	0	24032	4554	28	18	4	338	2	0	0	0	0	0	0	0	14	0	64	0	0	0	28	26	83	0	0	170	0	169	0	257	5	121	39	1503	12	0	35	28	539	0	0	0	0	16	0	484	0	11	0	0	0	0	0	0	6297	0	0	0	0	13	130	61	104	0	1156	0	0	56	121	42	0	6	14	47	4	0	0	17	174	126	35	0	74	22	0	291	197	3	0	0	388	1037	0	1250	0	30635	51	189	0	6	30	96	3	12	20	0	176	433	51	1390	0	697	348	525	140	395	0	15	67	2603	0	0	0	462	0	0	0	807	42	671	26539	0	326	0	22	640	345	197	26	0	537	43	702	0	5975	0	0	27	40	3864	303	0	70	33	46	9	2343	14	0	0	500	121	20	0	0	1445	4
ERR9830917	0	0	0	0	11	0	0	0	0	38	0	278	0	443	0	0	0	3	0	0	0	0	21	0	3	0	0	30	19	72	0	5148	0	112	0	17	0	19	0	73	0	145	37	0	40	4	0	2226	221	0	3	13	0	0	0	0	0	0	0	3	25	0	27326	0	0	0	0	31	0	0	37	0	914	273	0	0	15	0	0	0	0	3	0	0	0	0	254	23	0	42	19	0	0	108	439	0	0	0	97	428	0	795	0	25669	59	176	0	14	22	52	0	0	0	0	133	0	0	520	0	0	264	239	135	455	0	41	0	255	0	0	0	160	14	0	0	1130	0	0	28666	0	0	0	16	203	61	291	0	0	346	45	100	0	1534	0	0	160	37	2143	0	0	0	0	0	8	929	99	0	0	435	58	0	0	0	482	0
ERR9830918	0	76	147	520	166	814	0	12	221	1491	0	61	2397	440	0	12	0	765	0	0	0	0	4	23	0	0	0	0	0	21	0	54	48	17	52	0	0	0	23	0	0	959	5640	0	438	8	42	0	1137	0	0	11	0	3523	14	140	0	0	0	0	0	0	1495	19	0	0	0	25	92	13	39	0	698	0	0	0	25	438	6	46	238	1809	0	0	3	34	4985	237	5	377	766	40	0	292	2474	0	0	0	2506	13213	149	678	9	10423	30	27	265	328	18	1565	164	0	0	7	22	55	46	1110	0	1259	233	151	116	101	0	6	427	82	0	0	0	60	0	118	0	28385	0	5228	4580	457	0	0	10	154	165	219	11	0	76	0	530	26	261	0	0	85	69	1472	12	4878	1516	135	240	247	2691	462	0	376	369	42	86	821	0	287	0
ERR9830919	27	0	41	628	131	360	0	0	19181	0	1994	0	0	193	0	20	2	18231	0	0	0	0	173	53	223	0	0	0	10	143	23	369	0	0	0	0	47	0	0	16	5	435	1329	32	5	0	17	635	294	0	71	243	0	981	0	52	0	3	0	0	29	0	3362	0	0	0	0	0	447	65	66	9	219	0	0	5446	0	3280	13	29	536	3625	0	222	8	380	8806	13	8	1203	1237	2	11	319	28	0	0	0	5509	8679	10	498	31	697	167	190	169	110	168	279	87	0	7	0	49	44	25	1035	324	620	306	269	28	452	33	51	597	21	83	542	22	1585	105	0	0	18682	1341	0	332	0	0	198	47	77	544	291	0	38	526	36	1329	130	223	0	0	130	110	2149	187	1490	0	1198	157	185	12938	391	692	478	1294	548	204	21	0	1193	0
ERR9830920	4	5	0	77	0	146	0	2	144	0	27	44	0	873	0	29	0	0	0	0	0	0	12	0	2	0	86	0	106	0	0	552	0	0	226	0	0	0	10	0	0	11	502	0	10	0	164	0	0	0	0	0	3	5636	112	0	0	0	0	0	10	0	9404	0	0	0	0	0	198	21	25	0	530	0	0	0	0	117	10	9	9	83	3	0	2	201	147	245	16	247	219	41	0	398	1005	0	0	0	832	4117	66	1256	0	7683	107	1263	50	36	63	547	0	45	0	0	158	93	54	479	683	55	330	457	492	615	0	56	36	68	0	27	0	14	0	1859	12	10406	23	7580	24431	0	434	0	0	976	99	356	0	0	209	18	1269	417	5469	0	0	103	61	1168	61	98	0	1272	0	40	5577	284	76	152	1127	60	0	25	0	476	0
ERR9830921	0	0	0	0	0	0	0	0	23	8	0	5	0	686	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	2818	0	0	0	0	198	0	0	3529	0	287	0	0	27	0	75	256	537	0	0	0	0	6041	24	0	0	0	0	0	5	0	17757	0	0	0	0	0	134	46	36	0	645	0	0	221	0	0	0	16	0	14	0	0	0	607	488	109	0	20	15	20	0	2488	666	0	0	0	349	543	0	2043	0	19719	91	0	0	0	5	246	0	0	0	0	4	60	73	1761	0	650	188	807	233	250	43	88	0	153	33	528	0	37	0	0	0	0	0	0	75	0	1180	0	29	307	197	494	0	0	26	33	2239	616	6293	0	0	85	187	1324	24	0	0	682	0	38	16943	344	89	0	400	100	0	20	0	534	0
ERR9830922	0	0	0	0	7	0	0	0	343	0	24	25	0	35	0	0	0	0	2	0	0	0	96	0	69	3	0	0	0	0	0	7199	8	0	0	0	28	12	77	16	0	528	0	0	0	2	98	599	9	0	0	0	0	0	29	145	0	0	9	0	0	0	34491	0	0	0	0	2	48	0	115	23	494	0	0	0	0	2	0	4	0	0	0	0	0	0	548	153	6	9	52	167	0	117	204	0	0	0	528	1578	391	3193	7	1814	0	0	26	21	0	194	0	0	0	0	803	17	19	980	0	926	168	396	196	3177	0	54	0	36	33	0	0	425	16	0	0	135	0	0	21804	0	9	0	0	521	131	299	0	0	431	54	677	33	23537	0	0	239	62	2483	0	3	0	6	0	12	36	14	0	0	893	85	0	18	0	927	0
ERR9830923	0	0	0	0	0	0	0	0	0	0	21	0	0	667	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	715	0	0	0	0	434	0	0	0	628	17	0	0	0	0	0	0	0	0	4	0	5	0	0	0	6270	0	0	0	0	0	30	0	16	0	0	18	0	0	0	0	0	0	0	0	0	0	0	84	0	207	0	0	0	0	0	11	18	0	0	0	0	0	0	272	0	19037	44	0	0	90	0	0	0	0	0	0	193	15	0	191	0	1157	183	11479	486	952	0	0	0	242	0	0	0	45	135	0	0	12	70	0	48	0	0	0	0	573	442	590	54	0	359	16	4731	2542	5433	0	0	470	0	894	0	0	0	0	0	0	25988	0	0	0	0	94	0	0	0	329	0
ERR9830924	0	0	0	0	0	0	0	0	112	0	28	48	0	693	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	57	0	27	0	0	0	0	333	0	28	472	0	565	101	0	0	227	0	0	0	19	0	0	0	339	0	0	0	0	5	0	76	0	10821	12	0	0	0	25	289	0	0	0	1025	0	0	0	108	0	0	0	0	6	0	0	0	184	5	229	0	22	0	0	0	2231	3541	0	0	0	226	0	0	993	0	19125	73	76	0	353	0	61	0	0	0	0	271	0	0	84	0	425	507	808	687	493	0	0	8	325	189	886	0	557	118	0	0	0	0	0	58	0	0	0	0	190	115	824	419	0	29	119	6326	0	1821	29	634	0	37	4983	0	0	0	7	0	0	34642	2059	0	0	756	309	0	10	0	303	0
ERR9830925	0	0	0	0	21	0	0	0	66	0	21	3	0	10	0	27	0	0	0	0	0	0	21	0	31	0	0	0	0	0	0	1425	9	0	0	0	0	0	0	116	0	198	0	0	0	0	227	4	1163	0	7	0	0	6	0	130	0	0	0	0	6	0	18454	0	0	0	0	0	122	5	46	5	464	293	0	0	61	0	0	0	0	29	0	0	0	94	674	193	10	7	402	81	0	893	478	0	0	0	853	2231	0	2093	0	21410	17	0	0	0	25	50	0	0	31	0	59	0	19	955	115	165	189	506	181	372	0	44	0	769	0	7	0	39	18	0	0	0	0	0	4286	0	0	0	0	78	340	81	0	0	181	39	643	147	13078	0	0	406	19	1018	80	0	0	35	0	0	175	30	73	1519	274	149	0	44	0	667	0
ERR9830926	0	0	0	0	0	0	73	6	53	208	12813	91	7	78	0	0	8	0	10	6	0	0	0	0	2453	0	0	0	0	6178	17	1026	6	0	0	0	0	0	18	238	0	789	0	0	0	0	42	2951	579	0	0	23	0	61	0	1657	36	4	0	0	78	0	4954	13	0	0	0	0	258	0	83	0	643	282	0	0	103	0	0	0	0	0	0	0	0	1195	27	0	6	0	0	0	0	0	366	0	0	0	44	37	14	263	0	3774	0	15	0	0	0	11	0	0	0	0	46	24	0	79	0	53	0	3260	188	47	0	0	0	21268	120	17	8	983	0	0	0	897	0	157	40344	0	0	0	82	148	112	55	0	0	141	0	91	0	1307	0	0	83	28	701	0	0	45	0	0	0	94	11	0	0	34	0	0	0	3	125	0
ERR9830927	0	0	117	274	19	54	17	7	769	26	4267	3	0	52	0	0	0	4633	0	0	0	0	19	0	236	0	0	42	8	5	0	70	125	0	2	0	0	0	0	10	15	345	0	552	30	0	0	679	973	0	0	559	0	50	2	149	3	0	0	0	72	0	2050	0	0	0	0	0	654	21	94	0	857	88	0	0	0	9	0	6	303	94	5	0	0	2134	3382	341	0	78	353	9	0	379	1384	52	48	0	1731	3817	0	362	347	3229	34	15	66	90	45	82	56	0	0	0	19	0	0	1272	24	549	89	902	100	38	0	21	0	5524	72	133	0	327	121	11	0	3330	0	6909	517	0	0	511	0	61	258	144	0	0	69	121	939	50	10566	10	0	434	33	1659	0	0	366	0	46	17	4147	88	6	11	86	135	0	0	0	406	2253
ERR9830928	0	0	0	0	5	0	0	0	1670	18	11428	18	19	164	0	0	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	928	0	0	0	7	83	0	0	421	0	265	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6814	0	0	0	0	0	57	0	24	0	267	0	0	333	17	0	0	0	0	6	0	0	0	0	355	27	0	0	42	0	0	251	80	0	0	0	108	264	0	385	0	28251	0	101	0	0	0	112	0	0	0	0	26	0	0	1023	0	396	0	2494	137	0	51	43	0	46	0	0	0	96	54	0	0	0	13724	0	82	0	0	0	0	332	131	160	0	0	69	0	4117	531	7414	0	9	130	64	931	57	0	0	167	0	18	18524	81	0	0	522	69	0	0	0	247	0
ERR9830929	2	0	0	82	7	50	7	0	326	5289	40565	9	9	391	0	0	0	0	0	0	0	0	216	0	121	0	11	0	0	123	0	1839	0	0	0	15	0	0	0	0	0	1214	0	0	179	0	0	4885	1171	0	0	0	0	0	39	4	21	0	0	0	20	0	17855	0	0	0	0	0	904	307	21	0	1218	532	0	5388	0	0	0	25	251	74	0	0	0	648	713	47	0	109	786	89	13	1356	28	0	0	0	1079	2664	0	2033	124	30704	54	6	0	16	0	156	14	0	0	9	341	618	94	2125	0	108	739	5890	287	635	73	77	0	9171	14	190	0	92	552	0	0	1992	0	0	63966	0	133	0	186	450	254	64	0	0	373	65	2620	239	15134	0	0	690	139	2766	36	0	0	583	0	26	5059	135	268	0	559	0	37	26	0	1492	0
ERR9830930	4	0	0	0	0	0	0	0	444	694	0	217	0	36	0	0	0	0	0	0	0	0	21	0	12	0	0	1308	2	83	12	2915	0	18	0	0	130	0	730	292	17	441	0	0	0	0	0	4577	941	0	0	0	0	0	24	0	0	0	5	0	0	0	8590	2	0	0	0	0	57	24	87	0	1215	0	0	0	32	0	0	0	0	31	0	0	0	853	35	0	8	13	17	17	0	86	0	0	0	0	198	387	44	1669	6	12014	22	0	41	29	7	107	0	9	0	0	76	0	0	2124	0	63	516	88	52	108	0	2	0	180	31	60	0	1135	25	0	0	1450	3	0	46833	0	0	117	16	107	76	83	0	0	107	35	638	0	12071	0	0	784	20	903	0	0	97	0	0	0	122	38	0	0	86	27	0	10	0	1283	0
ERR9830931	28	0	0	0	15	20	0	443	171	43	119	15	13	299	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	81	0	1996	147	8	0	97	491	0	0	689	23	1116	0	0	0	0	0	1509	473	0	0	392	0	91	0	7	3	0	0	0	10	0	4326	11	0	0	0	0	109	0	29	0	395	226	0	200	0	0	0	8	36	0	0	0	0	0	84	0	11	8	218	0	0	346	0	10	0	0	366	697	0	755	9	6845	19	0	14	0	0	97	0	0	0	0	50	0	25	1237	0	130	133	411	37	20	0	39	21	0	0	0	0	123	0	84	0	2144	0	668	86468	0	0	401	24	82	40	99	0	0	65	37	625	0	2997	0	0	30	49	1461	0	0	79	0	0	0	151	0	0	0	283	21	0	20	0	936	411
