feature	g__Actinomyces	g__Adlercreutzia	g__Agathobaculum	g__Akkermansia	g__Alistipes	g__Anaerostipes	g__Asaccharobacter	g__Bacteroides	g__Barnesiella	g__Bifidobacterium	g__Blautia	g__Burkholderia	g__Clostridium	g__Collinsella	g__Coprococcus	g__Dialister	g__Dorea	g__Eggerthella	g__Eisenbergiella	g__Enorma	g__Erysipelatoclostridium	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Firmicutes_unclassified	g__Flavonifractor	g__Fusicatenibacter	g__Gemmiger	g__Gordonibacter	g__Intestinibacter	g__Lachnoclostridium	g__Lachnospiraceae_unclassified	g__Methanobrevibacter	g__Monoglobus	g__Oscillibacter	g__Parabacteroides	g__Phascolarctobacterium	g__Roseburia	g__Rothia	g__Ruminococcaceae_unclassified	g__Ruminococcus	g__Ruthenibacterium	g__Streptococcus	g__Turicibacter
SRR5665033	0	0.1107	0.52931	0	0.09507	9.09958	0.27764	0	0	25.42252	44.08881	0	0.03463	0	1.18046	0	3.9284	0.3609	0.31839	0	0	0.63998	7.67012	0.33595	0.74411	0	1.40077	0	0.12433	0.66477	0	0.84062	0	0	0	0	0	0.39167	0	0.03199	0	0.65341	0.03534	0
SRR5665032	0	0	0	0	0	13.52297	0	0.11114	0	28.84211	14.52801	0	1.11197	0	0	0	1.19567	3.18542	0.10861	0	0.89392	0	0	0	0	0	0	0	0.3793	2.5656	0.73312	0.41552	0	0	0	0.27093	0	0	0.09816	0	0	0	8.15639	9.4317
SRR5665031	0	0	0	0	0	8.19145	0	3.18541	0	2.33489	63.87613	0	0	0.09802	0.28709	0	2.75961	1.96152	0	0	0.4943	2.08981	5.37311	0.07138	4.55315	0.24681	1.70885	0	0.21313	0.95475	0.17573	0.07459	0	0	0	0.08098	0	0.00737	0	0	0	0.41807	0.81117	0
SRR5665030	0	0.03498	0.44	35.64838	0.56319	0.57665	0.07496	1.58147	0	1.61073	2.13857	0	0.46933	0	0.29706	0	1.95354	0.10598	0	0	0	0	1.27336	4.55062	0.15812	1.827	2.54956	0	0.01553	0	0	38.43472	0	0.11286	0	0.04119	0.46563	2.70086	0	0.05906	0.05009	0.56274	0.04083	0
SRR5665029	0	0	0	0.20752	0	1.13637	0.01662	0.17033	0	26.65995	21.55411	0	0	7.11538	0.00704	0	2.4385	0	0	0	0	16.97512	6.87738	0.02662	0.30875	0	2.00075	0	0	1.64399	0	0.26122	0.17474	0	0	0	0	0.18014	0.00848	0	0	0	9.25954	0
SRR5665028	0	0.64123	0.23927	0	0	4.68437	0.88008	0.55474	0	4.68681	6.27078	0	0	24.99717	2.3979	0	7.49996	0	0	0.02297	0	0	5.22993	1.90749	0	0	5.17252	0.03843	0.24558	0.2311	0	6.64698	0	0	0	0	0	15.92783	0.05175	0	7.46952	0	3.91736	0
SRR5665027	0	0.27164	0.51722	0.08374	0.07599	3.49769	0.29946	0.77476	0	0.7552	8.96147	0	0.00731	2.27405	1.38968	0	3.98159	0	0	0	0	0	3.06242	6.72524	0.08259	0	3.38062	0.09113	0.03491	0	0	1.67004	1.09575	0.33825	0.00848	0.01014	0.02876	5.17128	0	1.45265	15.87543	0.21843	0.05976	0
SRR5665026	0	0.02549	0.00584	0.02951	1.09534	1.80624	0.03016	5.27093	0	3.83727	4.31367	0	0.05594	3.05623	0.41904	0.03517	3.43455	0.12454	0	0	0	0	1.44615	16.35514	2.12465	0	5.8958	0.3394	0.01154	0	0	39.22893	0	0	0	1.99559	0	3.82123	0	0	4.64127	0.22045	0	0
SRR5665025	0	0.02723	0.0551	0	3.16429	4.52709	0.10877	6.54627	0.85425	5.78556	3.28597	0	0.25081	6.38375	1.37217	0	1.52689	0	0	0.00499	0	0	7.48819	12.30142	0.61785	0	1.99827	0.49636	0.09037	0	0	5.85988	0	0	5.53578	1.75428	2.60437	5.37507	0	0.05122	21.04496	0.11999	0	0
SRR5665024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
