feature	g__Acidaminococcus	g__Actinomyces	g__Adlercreutzia	g__Aeriscardovia	g__Agathobaculum	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allisonella	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Asaccharobacter	g__Atopobium	g__Bacteroides	g__Barnesiella	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricimonas	g__Catabacter	g__Christensenella	g__Citrobacter	g__Cloacibacillus	g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	g__Clostridiales_unclassified	g__Clostridium	g__Collinsella	g__Coprobacillus	g__Coprobacter	g__Coprococcus	g__Denitrobacterium	g__Desulfovibrio	g__Dialister	g__Dielma	g__Dorea	g__Eggerthella	g__Eisenbergiella	g__Enorma	g__Enterobacter	g__Enterococcus	g__Enterorhabdus	g__Erysipelatoclostridium	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Faecalitalea	g__Firmicutes_unclassified	g__Flavonifractor	g__Fretibacterium	g__Fusicatenibacter	g__Fusobacterium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Haemophilus	g__Harryflintia	g__Holdemanella	g__Holdemania	g__Hungatella	g__Intestinibacter	g__Intestinimonas	g__Klebsiella	g__Lachnoclostridium	g__Lachnospira	g__Lachnospiraceae_unclassified	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Lawsonibacter	g__Megamonas	g__Megasphaera	g__Methanobrevibacter	g__Mogibacterium	g__Odoribacter	g__Olsenella	g__Oribacterium	g__Oscillibacter	g__Oxalobacter	g__Parabacteroides	g__Paraprevotella	g__Parasutterella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Porphyromonas	g__Prevotella	g__Proteobacteria_unclassified	g__Pseudoflavonifractor	g__Pyramidobacter	g__Romboutsia	g__Roseburia	g__Rothia	g__Ruminococcaceae_unclassified	g__Ruminococcus	g__Ruthenibacterium	g__Scardovia	g__Sellimonas	g__Slackia	g__Solobacterium	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Turicimonas	g__Tyzzerella	g__Veillonella	g__Weissella
ERR1018312	0	0.10302	0	0	1.07227	0	0.03509	0.34951	0	0	0.31717	0	0.26116	0.00018	0	8.83849	0.10845	8.24277	0.5409	4.15813	0.22679	0.01277	0.00266	0	0.22421	0.00785	0.00879	0.00158	11.70514	0	0	0.00269	0.00059	0	0.03905	0	7.10039	0.42746	0.15131	0.02976	0	0.67184	0.00135	0.37744	38.0426	0.16322	0.03656	0	0	0.0445	0	0	0.84492	0.06729	0	0.06214	0	0	0	0	0.09968	0.03012	0	0	3.67566	2.57187	0	0.00041	0.59281	0	0.00398	0	0	0	0	0.13572	0.02438	0.00077	0.00057	0	0.02866	0.47988	0	0	0.10148	0.19566	3.99868	0	0	0	0	0	0	0.30744	0	0.00629	0.0019	1.89074	0	0.04805	0.00065	0.14301	0.52779	0.0932	0	0	0	0.01608	0
ERR1018311	0	0.00107	0.17674	0	1.69074	0	0	4.76769	0	0	0.95273	0	0	0.05033	0	9.0185	0	0.07322	0.0804	5.31055	0.09071	0.0015	0.01519	0	0.0086	0.00518	0	0.19054	2.86113	0	0	10.89771	0	0	2.19981	0	2.82377	0.04161	0.00566	0.01152	0	0	0.00312	0.00017	0.08416	22.16345	8.97946	0	0.76319	0.05235	0.00054	1.68701	0.10524	0.01588	0.37685	0.01096	0	0	0	0	0.03075	0.0401	0	0.01995	0.0046	0.02959	0	3.08941	0	0	0	0.00984	0	0	0	0	0.06702	0	0	0.55281	0	0.86556	0	0	0	0	0.04296	0	1.88046	0	0	0	0	5.6444	0.00152	0.2149	11.13974	0.10933	0	0	0	0	0.64321	0	0	0	0	0	0
ERR1018310	1.53152	0	0.01214	0	0.09017	0	0	0.3512	0.00346	0	0.01721	0	0.00257	0.0132	0	12.43207	0.01722	1.64458	0.04126	0.20181	0.19585	0.00879	0.03237	0	0.0146	0	0.09089	1.01884	1.03553	0	0.08418	0.29422	0	0.2778	16.25889	0.02913	0.3536	0	0.11567	0.01079	0	0.00196	0	0.00931	0.15783	19.17352	4.46307	0	1.81336	0.24521	0.00121	0.1526	0.00469	0	0.09757	0	0	0.00386	0	0	0.00503	0.04705	0.00322	0.01589	0.1307	0.17725	0	2.63924	0.60892	0	0	0.00364	0.35068	0.18718	0	0	0.15444	0	0	0.15918	0.22627	0.92997	0	0	0	0	0.00184	0	24.21728	0	0	0	0	1.58586	0.00427	0.08041	2.58724	2.28155	0	0	0.00067	0	0.02329	0.00385	0	0	0	0.011	0
ERR1018309	0	0.04576	0.12617	0	0.95695	0	1.63227	0.13652	0.00393	0.10762	0.4901	0.22141	0.02558	0.05443	0	0.89001	0.01763	0.53568	0	12.47916	0	0.07418	0.00284	0	0.00848	0.01676	0	0.3054	12.49611	0.05834	0	0	0.00331	0.04018	0.00514	0	0.54641	0.09316	0	0.10638	0	0.00059	0.01698	0.25593	3.42632	3.1552	5.27982	0	6.2125	0.03644	0	0.18942	0	0.03827	0.0046	0.03182	0	0	0.01968	0	0	0.02592	0	0	0	0.04413	0.23286	2.36206	0	0	0.01187	0.00117	0	0	0	0.00644	0	0.01411	0	0.04639	0	0.0697	0	0	0	0	0	0	0.93408	0	0	0	0.00037	2.29173	0.0016	0.18493	38.19094	0.76657	0	3.58896	0.00459	0.00151	0.92986	0	0	0	0.12362	0	0
ERR1018308	0	0	0.1846	0	4.11494	0	0.13405	2.85976	0	0	8.75128	0	0	0.07226	0	5.20472	0.20709	0	0.03173	4.14288	0.02173	0.01457	0	0	0	0	0	0	1.49652	0	0	2.43258	0	0.36474	0	0	3.99955	0.00868	0	0.00374	0	0	0.00514	0	0.06361	7.89008	8.2724	0	0.37896	0.00454	0	5.54933	0	0.00856	0.41693	0.04959	0	0.00442	0	0	0.04537	0	0	0	0	0.00618	0	21.69202	0	0	0	0	0	0	0	0	0.01361	0	0	0.47232	0	0.104	0	0	0	0	0.81075	0	3.57543	0	0	0	0	4.02512	0.01461	0.03422	11.85048	0.05353	0	0	0	0	0.16611	0.01896	0	0	0	0	0.00618
ERR1018307	1.27913	0.03029	0.09123	0.00138	1.34531	0	0.02409	0.00555	0	0	0.15706	0	0	0.0285	0	0.05522	0	6.15244	0.13901	11.82132	0	0	0	0	0.02101	0.00595	0	1.22238	9.69219	0	0	1.59253	0	0.14082	0.0044	0	5.48387	0.07208	0.00032	0.03221	0	0.03564	0.0033	0.03115	40.13928	4.06727	2.44876	0	0.12656	0.1225	0	1.67529	0	0.06145	0.62847	0.01618	0.00108	0	0	0.50679	0.05296	0	0.05889	0	0	0.04577	0.04744	0.15598	0	0.00397	0	0	0.26725	0.11216	0.07211	0	0	0.01491	0	0.0011	0	0.00199	0	0	0.00815	0.01127	2.14152	0.00063	0.15163	0	0	0	0.00072	3.16205	0.0074	0.07124	3.64096	0.05989	0	0	0.50947	0	0.12902	0	0.003	0	0	0	0
ERR1018306	0	0.00446	0.02196	0	0.52236	0.00375	0	0.13386	0	0	0.77623	2.12718	0	0.00685	0	11.20373	0	2.52728	0	1.19735	0.05212	0	0	0.16552	0	0	0.00428	1.84388	0.84536	0	0	0.42553	0	0.25124	8.71444	0	0.57949	0.00708	0.00569	0.00218	0	0.00963	0	0.00289	0.03639	1.22363	3.10929	0	0	2.34792	0	0.44159	0.094	0.01642	0.00157	0.00794	0	0	0	0	0.04394	0.03409	0	0	0	0.08352	2.08233	1.98418	0	0	0	0.01792	0	0	0	0	0.08453	0	0	0	0	0.54732	0	0	0.01117	0	0.75524	0	51.63045	0	0	0	0	2.2795	0	0.23677	0.69002	0.61447	0	0	0	0.003	0.1126	0	0	0	0	0.06762	0
ERR1018305	0	0.00668	0.03557	0	0.40001	0	0	9.96898	0.00593	0	0.22712	0	0.00119	0.01307	0	24.03089	0.84982	2.35824	0.15034	2.19985	0.1654	0.00529	0.00813	0.06371	0	0	0	0.01338	0.78887	0	0.00832	4.79073	0	0	0	0	1.07858	0.11362	0	0.00291	0.04522	0	0.00081	0.00511	7.65869	0.79004	10.76331	0.00224	0.35541	0.23731	0	0.6112	0.10135	0.00757	0.50647	0.05215	0	0.45778	0	0.26333	0.20329	0.03686	0.14983	0	1.46411	0.09413	0.0322	6.9419	0.00132	0	0	0	0.29134	0	0.00707	0	0.12775	0.00075	0.00042	0.04033	0	4.60504	0	0.03305	0	0	1.76022	0	6.03747	0.01265	0	0	0	2.98353	0.03563	0.02053	4.98821	0.12296	0	0.27494	0	0	0.48172	0	0	0.00502	0.00151	0.06575	0
ERR1018304	1.71711	0	0	0	0.04985	0	0.2442	0	0	0	0.00218	0.00074	0.043	0	0	28.18506	0	3.40921	0.11468	6.56479	0	0.02337	0	0	0	0	0	1.84047	0.78985	0	0	0	0	0	0.00126	0.0123	0	0.1377	0	0.00754	0.24047	0.19602	0	0.78233	4.52637	3.94468	0.02903	0	0.00762	1.32732	0	0	0.06323	0.00825	0	0.0132	0	0.00312	0	0	0	0.03434	0.12766	0	3.18488	1.1762	0	0.03536	0.03034	0	0	0	4.63852	0.93795	0	0	0.06924	0	0.00117	0	0	0.60594	0.00674	0	0.00331	0.00284	1.86923	0	0.00526	0	0	0	0.00359	14.00245	0.00731	0	11.32398	0.29268	0	0.0264	0	0	0.5724	0	0	0	0.20713	6.49547	0
ERR1018303	0	0	0	0	1.12847	0	0	0.13717	0	0	0.76182	0	0.0207	0	0	34.2262	0	0.00221	0.05876	2.27137	0.33852	0	0	0	0	0	0	0.01956	0.15002	0	0	0.85635	0	0.19541	0.43872	0.00393	0.63059	0.07542	0	0.00035	0	0	0	0.07786	0.34553	3.86726	12.75359	0	4.19558	0.07226	0	0.72208	0.78869	0.36665	0.8776	0.01252	0	0.30023	0	0	0.01597	0.0141	0	0.00362	0.01288	0.20375	0	10.49131	0.25441	0	0	0.01076	0.55203	0	0	0	0	0	0	0.85878	0	1.04766	4.917	0	1.0399	0.69363	4.16285	0	0.43676	0	0	0	0	3.95669	0.11779	0.00334	3.7188	0.09865	0	0	0	0.21972	1.08675	0.00231	0	0	0	0.35674	0
ERR1018302	0	0	0	0	0.55098	0	2.60352	0.14205	0	0	0.98511	0	0.14051	0	0	64.97207	0	0.01962	0.09014	0.42902	0.67247	0.02295	0	0	0	0	0	0.08599	0	0	0	0	0	0	0	0.03447	0.22979	0.02595	0.30876	0	0	0	0	0.01083	0	8.8604	0.55303	0	0.40156	0.4382	0	0	0.65019	0	0	0.00397	0	0	0	0	0.11873	0.12812	0.07695	0.20882	8.67051	1.30733	2.24001	0	0.01156	0	0	0	0	0	0	0	0.18206	0	0	0.03884	0.05366	2.66436	0	0	0.00262	3e-04	0.96741	0	0.00242	0	0	0	0	0.07223	0	0	0.58447	0.05132	0	0.06396	0	0	0.21494	0.00312	0	0	0.00785	0.08868	0
ERR1018301	0.06594	0	0.01785	0	0.0487	0	0.00607	5.50526	0	0.02181	0.0012	0	0.00157	0.00549	0	24.74003	0.03009	0.0602	0.08906	0.63535	2.2575	0.00279	0	0	0.21402	0	0	1.74322	0.30869	0	0	0.01566	0	0	0.04283	0.00591	0.19969	0	0.05793	0.04126	0	0	0	0	0.89173	0.3688	1.59998	0	2.24724	0.20979	0.00716	0.00475	0.0278	0.11151	0.0809	0	0	0.0313	0.01144	0	0.28651	0.01314	0	0.01419	0.09157	0.1745	0.20608	0.0013	0.00102	0	0	0.03995	0	0	0	0	12.35876	0.00585	0	0	0	2.82913	0	0.16051	0.24507	0.02907	1.37227	0	32.38932	0.04223	0.0068	1.13973	0	0.30067	0	1.27293	0.23221	0.11474	0	0	0	0.10287	0.07371	0	0	0.02647	0	0	0
ERR1018300	0.00155	0	0.0198	0	0.14146	0	0.0018	5.05001	0	0	0.21646	0	0.01026	0.00599	0.00247	66.46904	0	1.04393	0.15306	0.99215	0	0	0	0	0	0	0	0.36041	1.3639	0	0	0.20857	0	0	0.01038	0.00777	1.5926	0	0.0113	0.0056	0	0	0	0.10016	0.08276	8.84881	2.25338	0.01617	0.19792	0.33033	0	0.23922	0.49207	0.01471	0.00765	0	0	0.09009	0	0	0.01953	0.01848	0.01961	0.01811	0	0.41665	0	0	0.02553	0	0	0.00951	0	0	0.00785	0	0	0	0	0.01111	0.04676	4.02894	0.72489	0	0.05807	0.00571	1.41465	0	0.01735	0	0	0	0	0	0	0.24635	1.89745	0.38301	0.00452	0.01967	0	0	0.14814	0.02739	0	0	0.00097	0.01714	0
ERR1018299	0	0.00221	0	0	0	0	0	0.09547	0	0	0	0.35708	0	0	0	74.03363	0	0.67242	0.23514	4.58616	0.18544	0	0	0	0	0	0	0.13723	0.7482	0.00772	0	0.15719	0	0	0.54949	0	1.962	0.14654	0	0.00098	0	0	0	0.80489	0.97	0	0	0	0	1.49996	0	0	1.13174	0.05175	0	0.0131	0	0.008	0	0	0	0.07625	0	0	0	1.33559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67719	0	5.12786	0	0.2806	0.02459	0.09551	1.58948	0	0.02091	1.7052	0	0	0	0.20545	0	0	0	0.27221	0	0	0	0	0.07363	0	0	0.05844	0	0.09433	0
ERR1018298	0.04954	0.01196	0.05298	0	0.0025	0	19.3178	2.74692	0	0.00275	0.07234	0	0.00691	0.04287	0	5.56498	0	9.52312	0	1.9917	0.05269	0.04776	0.09564	0	0.16523	0.0012	0	1.79285	3.38868	0	0	0.80206	0	0.15622	0.06018	0	1.05202	0.08702	0.68552	0.02395	0	0.02061	0.00348	0.2952	3.08454	1.09235	0.6958	3.72521	0.14722	0.01463	0.00151	0.05237	0.29341	0.05696	0.11224	0.01207	0	0	0.20088	1.23115	0.25434	0.00577	0	0.24424	0	0.1343	0.34416	0	0.005	0	0.01382	0	0.06087	0	0	0.00249	0.06144	0.00156	0	0.55514	0	2.39806	0	0	1.28915	0.71729	0.52142	0.00886	0.2956	0	0	0.1296	0	1.51352	0	2.41348	25.97213	0.73152	0	0.52554	0.01058	0.10994	2.13297	0	0	0	0	0	0
ERR1018297	0	0	0.03097	0	0.26267	0	0.02686	1.19597	0.01485	0.00505	0.48003	0	0.00818	0.00993	0	52.83543	0	0.0164	0.31939	2.05161	2.04798	0	0.01126	0	0.02089	0	0	1.84311	1.33678	0.0026	0	2.6979	0	0	0	0.00799	1.81119	0.14016	0.19889	0.00271	0	0	0.00041	0.11504	0	11.20559	2.33789	0.01507	0.11795	0.24617	0	0.25178	0.13837	0	0.02111	0.07953	0	0	0	0	0.08239	0.01646	0	0.00948	0	0.13032	1.69867	0.13543	0.01876	0	0	0.01678	0.66325	0.19333	0	0	0	0	0	1.40155	0	4.09102	0	0.10131	0.0734	0.00132	1.6683	0	0.02974	0.00495	0	0	0	2.37628	0	0.0144	5.02672	0.2146	0	0.06311	0	0	0.05205	0	0	0	0.00868	0	0
ERR1018296	0	0.01154	0	0	0.12613	0	0	0.31043	0	0	3.62982	0	0	0	0	8.36807	0	0.37244	0	0.84408	0	0	0	0	0	0	0	1.4573	3.04992	0	0.21275	0.3022	0	0	0.05299	0	0.95371	0	0	0.00543	0	0	0	0	0	0.87056	6.96475	0	0.22479	0	0	0.13181	0.20355	0.04044	0.14562	0	0	0	0	0	0	0	0	0	3.16088	0	2.18922	0.02993	0.12548	0	0	0	0	0	0.01206	0	0.08278	0	0	0.69004	0	0.51992	0.82478	0	0.09599	0.10803	1.86831	0	52.53323	0	0	0	0	5.16527	0	0.69391	1.07526	0	0	0	0.02756	0	0.00647	0	0	0	0	0	0
ERR1018295	0	0	0.01847	0	0.24052	0	0.00165	0.15	0	0	0.10041	0	0	0.00765	0	7.85452	0.11218	0.02655	0.05059	0.19285	0	0	0	0	0	0	0	0.119	0.63815	0	1.43334	0.78543	0	0	3.93849	0	0.67525	0.00405	0	0.00145	0	0	0	0.00308	0.09621	5.91418	5.51963	0	0.87638	0.00499	0	0.12938	0	0.00587	0.03949	0.0015	0	0.15375	0	0	0	0	0.02497	0.01636	0.04658	0.00657	0	0.44081	0	0	0	0	0	0	0	0	0.12565	0.03597	0	0.69395	0.11921	2.37881	0.28015	0	0	0	0.52708	0	58.92313	0.00844	0	0	0	2.47463	0.02368	1.85326	1.92904	0.00974	0	0	0	0	0.16582	0	0	0.00144	0	0.81972	0
ERR1018294	1.80804	0.00549	0.24762	0	0.01718	0	2.1003	14.60577	0	0.08257	0.09815	0	0	0.08255	0	30.22906	0	3.63747	0.09425	1.77576	0.65301	0.00363	0.02124	0.00073	0.12682	0	0.0088	0.53179	5.0858	0	0	1.75994	0	0.55153	2.28961	0	0.82647	0	0.00242	0.02405	0	0	0.01524	0.0047	0.15126	0.8855	6.04057	0	3.45167	0.01807	0	0.59101	0.32246	0.10667	0.06554	0.02303	0	0	0.02606	0	0.01211	0.12432	0.01715	0	0.0257	0.40428	0.03195	0.27079	0.02082	0	0	0.21573	0.4075	0	0.0086	0.00234	0.09524	2.41384	0	4.02632	0.14974	2.93982	0	0.35723	0.09736	0	0.34403	0.20161	1.98436	0.01018	0.05013	0	0	0.39849	0	0.70905	1.56689	0.14138	0	0.50167	8e-04	0.00712	0.37321	0	0	0.04023	0	0	0
ERR1018293	0	0.0416	0.00314	0	0	0	29.11682	1.59805	0	0.00162	0.49986	0	0.10512	0.00245	0.00105	8.38693	0	14.06617	0	0.036	0	0	0	0	2.99651	0.00278	0	0.00374	0.00219	0	0	0.02358	0.00128	0	0	0	0.12979	1.72723	0.48372	0.00061	0	0.00147	0.00915	0.08183	0.3516	11.62895	0.11308	0	4.19317	0.14808	0	0.11269	0	0	0	0.5157	0	0.00084	0	0	0	0.31944	0.02786	0.02745	0.00829	0.39819	0	0.73929	0.16399	0	0	0	0	0	0	0	0.68881	0	0	0	0	4.17861	0	0	0	0	0	0	0.00671	0	0	0	0	0.05508	0	0.17928	15.04729	1.59998	0	0	0	0.00025	0.08706	0	0	0	0	0	0
ERR1018292	0	0	0	0	0	0	0	0	0	0.00547	0.56314	0.04828	0.04633	0	0	55.90706	0	0.00089	0.0887	0.44045	0	0	0	0	0	0	0	0	0	0	0	0.09149	0	0	0.31906	0	0.5206	0.12676	0.00901	0	0	0	0	0.36025	0.01121	18.72256	0.86842	0	0.66588	0.36259	0.00433	0.29331	1.05468	0.03739	0	0.01982	0	0	0	0	0	0.031	0.02089	0.00682	0.01978	0.40496	0	0	0	0	0	0.0093	1.70997	0	0	0	0	0	0	0.0021	0	3.06272	0	0	0.28039	0.27954	0.418	0.525	2.4415	0	0	0.01786	0	4.78644	0	0	4.81088	0.22601	0	0.09718	0	0.1748	0.02094	0	0	0	0.0448	0	0
ERR1018291	0	0	0.01926	0	0.12878	0	0	2.04241	0	0	0.36058	0	0.26985	0.00542	0	38.47161	2.01176	8.13132	0.12152	1.94186	0.11338	0.04239	0.12611	0	0.02096	0	0	0	3.25373	0	2.85634	0.17845	0	0	0.0548	0.0236	0.65946	0.13363	0.15137	0.01724	0	0	0.00065	0.25925	0.04041	2.42324	1.19511	0.00319	5.30964	1.67458	0	1.15164	0.37567	0.01311	0.08664	0.13545	0	0	0	0	0.23792	0.00574	0.02151	0.57615	0.02139	0.84221	1.25021	0.02631	0.00488	0	0	0.04717	0	0	8.0365	0	0	0.00057	0	0.64905	0	9.48363	0.34323	0	0.23389	0.07974	0.92405	0.15898	0.32698	0	0.26457	0	0	0.68261	0	0.14871	1.33858	0.37336	0	0.01355	0	0	0.05024	0	0	0	0	0.01165	0
ERR1018290	0	0	0.06469	0	0.16496	0.01121	0	5.20201	0	0.02749	0.05149	0	0.01405	0.02194	0	49.05033	0	0.5823	0.12908	0.13492	0.5707	0	0	0.39201	0	0	0	0.56415	0.21344	0	0.21647	1.79826	0	0	1.26385	0	0.70804	0.00972	0	0	0.08341	0	0.00017	0	0.02073	10.04847	4.16695	0	4.29881	0.06835	0	0.04624	0.01988	0	0.25811	0.03151	0	0.03529	0	0	0.0108	0	0.02365	0.02878	0.18279	0	0.02848	5.27654	0	0	0	0.03658	0	0	0	0	0	0.00902	0	0.90414	0	4.34298	0	1.50714	0	0	0.64681	0	0	0.09279	0	0	0	1.14989	0.00072	0	5.11426	0.05876	0	0	0	0	0.07356	0	0.10667	0.01894	0	0.10012	0
ERR1018289	0	0.00523	0	0	0.07127	0	7.14829	12.16611	0.03035	0	0.31208	0	0.13056	0	0.00662	44.02754	0	2.24298	1.42359	1.62548	0.37482	0	0	0	0.01896	0	0	0.02031	0.60956	0	0	0.78332	0	0	0.00341	0	0.92731	0.00235	0	0.00057	0	0	0	0.01886	0.96679	0.25425	1.44934	0	0.02092	1.41502	0	0.12013	1.38845	0.00949	0.10951	0	0	0.11667	0	0.02641	0	0	0	0	0	0.0233	0.10016	0.00126	0	0	0	0	1.9685	0	0.06542	0.00534	0	0	0	0.0066	0.02163	4.51161	0	4.85778	0	0	3.52668	0	0	0.29714	0	0	0	2.38898	0.0042	0	1.07862	0.06255	0	0	0	0	1.89857	0	0	0.29025	0	1.05362	0
ERR1018288	0	0	0	0	0.01464	0	0	6.44498	0	0.0342	0.54274	0	0.37405	0	0	23.73238	0	3.11834	0.08808	0.53895	0	0.09452	0	0	0	0	0	0	0.0196	0	0	0.0503	0	0.77916	0	0	1.15474	0.40471	0.78462	1.54953	0	0	0.0013	0.49559	0	2.41063	0.50527	0	0.4679	0.61037	0	0.03264	0	0	0	0.1644	0	0	0	0	0.11176	0.46038	0.17041	1.40876	0	2.40853	0	0	0	0	0	0.20713	0	0	0	0	1.38915	0	0	22.76444	0	3.39657	0	0	0	0	1.58951	0	0.00238	0	0.16841	0	0	2.8857	0	2.11271	3.61219	10.07607	0	0.70277	0	0	0.54159	0	0	0	0	0	0
ERR1018287	0	0.01289	0	0	2.5851	0	0	0.21088	0	0	4.57415	0	0	0	0.00146	11.19573	0	13.09841	0.59127	12.55055	0	0.02507	0	0	0	0	0	0	5.20812	0	0	7.65287	0	0	0.64258	0	1.73561	0.31093	0	0.01966	0	0.00422	0	0.51282	0.0031	0	6.62422	0	0	1.45386	0	2.04225	0	0.00166	0	0.04142	0	0.00133	0	0	0	0	0	0	0	0.71124	0.00846	0	1.08319	0	0.00223	0	0.23478	15.21735	0	0	0	0	0	0	0	0.85034	0	0	0	0	0	0	0.00619	0	0	0	0	7.40083	0.00066	0	0	0.08472	0.02106	0	0	0	3.22597	0	0	0	0.0021	0.00351	0
ERR1018286	0	0.00089	0	0.00119	0.16488	0.00538	0	0.08919	0.0099	0	0.60984	0	0.0125	0	0	17.11148	0.91568	4.31619	0.00338	1.30295	0.24533	0	0	0	0	0	0	0.24223	1.79294	0	0	0.57992	0	0.15599	0	0	0.57611	0.2299	0	0.00937	0	0	0.00061	0.00461	1.3657	7.67013	13.93532	0	0.55293	0.04992	0	0.62723	0.0053	0.00709	0.00945	0.03638	0	0.53813	0	0.00201	0.01858	0.00309	0.08347	0	0	0.02666	0	3.38536	0.00746	0	0	0	0	1.38029	0.0024	0	0.10558	0.00111	0	0.19397	0	0.86799	0	0.35816	0	0	1.99364	0	4.42695	0.02449	0	0	0	22.18983	0	0.01375	8.80208	0.02752	0	0.00213	4e-04	0	1.27022	0	0	0.04928	0.01269	1.53123	0
ERR1018285	0	0	0	0	0.07872	0	0	1.09283	0	0.00433	0.14405	0	0.0325	0	0	45.17728	0	0.01856	0.18567	0.04152	0	0	0	0	0.39909	0	0	0.36866	0.0125	0	0	0.08476	0	0	0	0	0.09877	0.26784	0.02626	0.04056	0	0	0.00113	0.02663	0.06829	2.61369	9.09042	0	0.35074	0.37063	0	0.19292	0	0	0.02389	0.10822	0	0.03391	0	0	0.01375	0.00049	0.0365	0.1494	0.0158	0.29399	0	0.0257	0.07267	0	0	0.0562	0	0.00711	3.8859	0	0	0	0	0.91437	0	1.96112	0	0.52481	0.00587	0.03987	0.57065	0	4.44359	0.03269	0.0024	0	0	13.71947	0	11.50376	0.06561	0.59724	0	0	0	0	0.06569	0	0	0.03822	0	0.00277	0
ERR1018284	1.74263	0.01535	0.11971	0	0.28707	0	0	4.0412	0	0.30451	0.64025	0	0.00253	0.04235	0	3.35054	0	3.08886	0.00083	8.10445	0.12315	0	0.02862	0	0	0	0.00243	0.94423	0.93583	0.01983	0	0.47318	0	0.05946	0.25709	0	0.38407	0.12108	0.0497	0.00503	0	0	0.004	0.2798	13.5441	7.65129	2.39704	0.07316	1.71268	0.12335	0	0.4667	0	0.00859	0	0.17902	0	0.18278	0	0	0.46058	0.16079	0.84317	0	0.83033	0.17986	0	2.00369	1.83029	0.02436	0	0	0	0	0	0.00436	0.08339	0.46642	0	0.09686	0.04843	0.10003	0	0	0	0	0.00813	0	0	0	0.00085	0	0.00518	4.67214	0.00039	0.1593	30.41172	0.02761	0.01521	0.10263	0	0	5.29814	0	0	0	0	0.20268	0
ERR1018283	0.01764	0.04284	0	0.00218	0.93143	0	0	0.00402	0	0.08076	0.86589	0.01472	0	0	0.05177	3.74116	0	7.86213	0	9.88831	0	0.02063	0	0	0	0.08324	0	0.72129	7.27681	0.01779	0	0	0.00121	0	8.46656	0	2.50525	0.08561	0	0.02643	0	0.00838	0.00117	0.79414	0.10868	0.0452	2.38632	0	0	1.52825	0	0.76147	0	0.00846	0	0.03529	0	0.03693	0	0	0	0.01806	0.03207	0	0	0.87275	0	2.59789	31.93488	0	0	0	0	1.85045	0	0	0	1.73132	0	0	0	0.56872	0	0	0.01592	0	0	0	1.00813	0	0	0	0	0.71488	0.00145	0.02061	0.03205	0.27499	0.09908	0	0.00071	0.0237	5.24246	0.03022	0	0	0.12857	2.41979	0
ERR1018282	0	0.01272	0.00025	0	0.32326	0	0.00523	0.55966	0	0.03746	0.04513	0	0.04669	0	0.01167	18.52776	0.13196	0.12941	0.02752	2.75654	0.04208	0.12786	0.10647	0	0	0.0051	0.01123	1.32916	1.35302	0.00093	0	6.89976	0	0	0.04442	0.39299	1.03129	0.26504	0.1849	0.05088	0	0	0.00084	1.13186	0.52506	8.03895	1.22065	0	1.11646	0.84269	0	0.04717	0.57977	0.21304	0	0.04313	0.00623	0.07027	0	0	0	0.07912	0.00432	0.00934	21.88667	1.39918	0.00228	0.01563	1.58219	0	0	0.01257	0	0.00812	0.04378	0.00729	0.06815	0.01197	0	0.32388	0	0.63041	0.10231	0	0	0.00023	0.22536	0	0.44218	0	0	0	0	3.0524	0.03533	0.51799	0.02174	3.02304	0.00728	0	0.00552	0	17.02511	0.00115	0	0	1.05566	0.07421	0
ERR1018281	0	1.61889	0.4676	0	0.00415	0.00271	10.0428	10.58356	0	0	0.1951	0	0.0249	0.14625	0.00312	23.86373	1.36115	0	0.09439	1.00262	1.24535	0.06146	0.1863	0	0.51122	0	0	0.61905	0.86256	0.03633	0.01916	0.29556	0.00124	0	0	0	0.62175	0.39124	0.36428	0.00822	0	0	0.01391	0.24337	8.67543	0.82253	1.58917	0	2.99473	0.17507	0.0023	0.038	0.01801	0.04709	0.11426	0.20261	0	0	0.00418	0.03568	0	0.0376	0.00123	0.01798	0.0386	0.10177	0	0.94044	0.00696	0	0	0.03883	0	0	0	0	0.47216	0	0	1.72799	0	5.40473	0	0	0.27147	0.04249	0.71397	0.03336	0	0	0	0	0	0.37291	0	0.00424	14.43231	3.48154	0	0	0.00074	0.16318	0.17718	0.00383	0	0	0	0.00299	0
