feature	g__Acidaminococcus	g__Actinomyces	g__Adlercreutzia	g__Aeriscardovia	g__Agathobaculum	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allisonella	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Asaccharobacter	g__Atopobium	g__Bacteroides	g__Barnesiella	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricimonas	g__Catabacter	g__Christensenella	g__Citrobacter	g__Cloacibacillus	g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	g__Clostridiales_unclassified	g__Clostridium	g__Collinsella	g__Coprobacillus	g__Coprobacter	g__Coprococcus	g__Denitrobacterium	g__Desulfovibrio	g__Dialister	g__Dielma	g__Dorea	g__Eggerthella	g__Eisenbergiella	g__Enorma	g__Enterobacter	g__Enterococcus	g__Enterorhabdus	g__Erysipelatoclostridium	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Faecalitalea	g__Firmicutes_unclassified	g__Flavonifractor	g__Fretibacterium	g__Fusicatenibacter	g__Fusobacterium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Haemophilus	g__Harryflintia	g__Holdemanella	g__Holdemania	g__Hungatella	g__Intestinibacter	g__Intestinimonas	g__Klebsiella	g__Lachnoclostridium	g__Lachnospira	g__Lachnospiraceae_unclassified	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Lawsonibacter	g__Megamonas	g__Megasphaera	g__Methanobrevibacter	g__Mogibacterium	g__Odoribacter	g__Olsenella	g__Oribacterium	g__Oscillibacter	g__Oxalobacter	g__Parabacteroides	g__Paraprevotella	g__Parasutterella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Porphyromonas	g__Prevotella	g__Proteobacteria_unclassified	g__Pseudoflavonifractor	g__Pyramidobacter	g__Romboutsia	g__Roseburia	g__Rothia	g__Ruminococcaceae_unclassified	g__Ruminococcus	g__Ruthenibacterium	g__Scardovia	g__Sellimonas	g__Slackia	g__Solobacterium	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Turicimonas	g__Tyzzerella	g__Veillonella	g__Weissella
ERR1018280	0	0.00578	0.03595	0	1.93421	0	0	0	0	0	1.79309	0.10039	0	0.03275	0	16.773	0	3.56712	0.01219	7.33004	0	0	0	0	0	0	0	0.01546	1.26754	0.08357	0	0	0.00033	0	0.20754	0	0.85841	0.07683	0	0.00715	0	0.0016	0.0248	0.08494	0.06328	38.44511	12.40993	0	0	6.85424	0	0.65677	0.00842	0.11548	0	0.26745	0	0.05943	0	0	0	0.07196	0.17561	0.06305	0.08369	0.24715	0	0.01172	0	0	0	0	0.00123	0	0	0.007	0	0	0.00245	0	0	0.9156	0	0	0.00484	0.01642	0.08462	0.00145	0.00871	0	0.02102	0	0	2.11894	0.00224	0	1.81818	0.60332	0	0.08581	0	0.00019	0.34531	0.00337	0	0	0.12798	0.07548	0
ERR1018279	0	0.01011	0	0	0.0024	0	0	0	0	0	0.00502	0	0	0	0.00453	54.77372	0	0.01307	0	9.94974	0	0	0	0.12484	0	0.00178	0	0.00074	0.00553	0	0	0	0	0	0	0	0.00144	0.01261	0	0	0	0.1193	0	1.00089	27.1135	0.14465	0.04599	0	0	0.02264	0	0	0	0.00379	0	0.00338	0	0	0	0	0	0	0	0	2.82439	0.12738	0	0.0618	0.0056	0	0	0	0	0.00262	0	0.00224	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0.00293	0	0	0.00314	0	0	0	0	0	0.88173	0	0	0	0.04867	2.25023	0
ERR1018278	0	0	0.06919	0	0.39555	0	0	4.02059	0.10226	0.0312	0	0	0	0.02588	0	25.46726	0	0.09467	0	2.80944	0	0	0	0	0	0	0	2.9395	0	0	0	4.17729	0	0	0	0.03128	0.03567	0	0	0.01159	0	0	0.00124	0.0345	9.22016	0.02816	6.35824	0	0.01917	0.58218	0	0	0	0.05507	0.15144	0.00834	0	0.04183	0	0	0	0.03291	0.40483	0	0	0.38615	0	24.47219	0.00858	0	0.04203	0.03048	0	0.06018	0	0	0.1599	0	0	0	0.03531	2.68699	0	0	0	0	0	0	0.00318	0	0.00207	0	0	9.49084	0.00602	0.00299	4.77929	0.10821	0	0.13708	0	0	0.14001	0.00711	0.01957	0	0	0.27239	0
ERR1018277	0	0.01001	0	0	1.79779	0.05677	0	1.24212	0.56055	0	1.6246	0	0	0	0	6.51394	0	3.04208	0.11756	12.28064	0	0.00259	0	0	0.00508	0	0	0	1.27865	0	0.02295	3.45853	0	0	0	0	4.84322	0.00599	0	0.00482	0	0.00749	0	0.03951	0.11223	3.8335	11.95001	0	0.02484	0.59749	0	2.52847	0.13906	0.10256	0.11238	0.00242	0.00378	1.10222	0	0	0.00932	0.00685	0	0	0.03387	0.05361	0	0.00561	0	0	0	0.01148	2.01971	2.79697	0	0.00747	0	0	0.03904	0.17849	0	0.77824	0.1833	0	0	0	9.40089	0	7.69793	0	0	0	0	0.76205	0.03869	0.00551	2.30324	0.35139	0	0	0.00275	0	13.68485	0.0158	0	0	0	2.16493	0
ERR1018276	0	0	0.00681	0	0.07885	0	0	3.72612	0	0	0.22575	0	0.01491	0.0026	0	50.36832	0	0.61453	0	0.59903	0.28194	0	0	0	0	0	0	0.00404	0.04818	0	0.11696	1.45219	0	0	1.8832	0	0.14923	0	0	0	0	0	0	0	0.0043	5.79104	3.65904	0.00174	0.119	0.09333	0	0.52055	0	0	0.06441	0.00193	0	0	0	0	0	0	0.01453	0.00612	0	0.00938	2.8832	14.08377	1.09661	0	0	0.04983	0.21999	0	0	0	0.35117	0	0	0.31054	0.00828	2.89626	0	0.00308	0	0	0.62658	0	0	0	0	0	0	3.4141	0	2.967	1.12587	0.02484	0	0	0	0	0.03149	0.0212	0	0	0.00123	0	0
ERR1018275	0	0	0.15118	0	0.08505	0	0.02499	0.57907	0	0.15023	0.27923	0	0.03681	0.05836	0	20.95134	0	1.09319	0.01133	0.26768	0.02196	0	0.02604	0.11759	0	0	0	2.56313	0.55567	0.02898	0	2.78855	0	0	0.4254	0.00885	0.46636	0	0	0	0.02005	0	0.00298	0	0.02002	24.88662	4.81453	0	4.59416	0.11355	0	0.33352	0	0.0055	0.54859	0.06958	0	0	0.00874	3.06994	0	0.00218	0.29895	0.09853	0	0.05316	0	2.84189	0.00301	0	0	0.08861	0	0	0	0	0.06281	0	0	0.3027	0	2.17513	0	0.10568	0	0	2.77807	0	0	1.38742	0.01205	0.00938	0.00554	3.4478	4e-04	0.60941	14.51189	0.27574	0	0	0	0	0.59701	0	0	0.00929	0	1.14457	0
ERR1018274	0	0	0	0	0.0553	0	0.08344	2.56916	0	0	0.83233	0	0.00372	0	0	42.77019	0.42134	0.02799	0.01648	0.30379	0.09326	0	0	0	0	0	0.00559	2.33759	0.27606	0	0	9.05191	0	0.0774	0	0	0.22139	0	0	0.00102	0	0	0	0	0.00169	20.78623	1.90786	0	0.36069	0.01983	0	0.13973	0	0.01005	0.03674	0.01482	0	0.03746	0	0	0.01815	0	0	0.00505	0	0.06609	0	9.11811	0	0	0	0.00722	0	0	0	0	0.35315	0	0	1.36529	0.01526	2.24232	0	0.01218	0	0	1.51737	0	0.02165	0	0	0	0	2.32888	0	0	0.28795	0.03908	0	0	0.00047	0	0.02659	0.10783	0	0	0	0	0
ERR1018273	0	0	0	0	0.37454	0	0.62356	0.13079	0	0	1.84579	0	0	0	0	8.90777	0.25125	0.09673	0.03204	0.21885	0.63222	0	0.00639	0	0	0	0.01113	0.26969	1.20094	0	0.40074	0.90239	0	1.20997	0	0.01013	1.12925	0	0.00953	0.0095	0	0	0	0	0.47107	23.52649	8.15097	0	1.91024	0.04177	0.00612	0.66604	0	0	1.2686	0	0	0.00565	0	1.31671	0.06095	0	0	0.02197	0	0.33442	0	0.00022	0	0	0	0.00338	0.002	0	0	0	0.40343	0.00195	0	2.79192	0	1.00124	0.70522	0	0	0	0.05041	0	28.46596	0	0	0.05778	0	3.27625	0.00278	0.42259	5.05129	1.18573	0	0	0.14677	0	0.07359	0.007	0	0	0	0.0019	0
ERR1018272	0	0	0.00343	0	0.08852	0	0	17.92383	0	0.04652	0.4218	0	0.05904	0	0	30.73276	3.10665	0.59661	0.19152	0.40227	0.17887	0	0	0.12784	5e-04	0	0	1.18405	0.58911	0.11598	0	0.73087	0	1.2173	0.21117	0	0.28436	0	0.01445	0.00159	0	0	0	0.00276	0.38178	12.35202	4.26764	0	0.93229	0.05167	0	0.34981	0	0.04042	0.52706	9e-04	0	0.07648	0.00488	0	0.00146	0	0.04182	0.05324	0.63019	0.17329	0.01873	3.42445	0.00346	0	0	0.03855	0	0	2.08179	0	0.24272	0	0	0.46388	0.25152	3.58973	0	0.63143	0.00214	0	1.78974	0	0.00173	0.0369	0.00743	0	0.00387	4.75093	0	0.21496	3.5927	0.36687	0	0	0	0	0.23189	0	0.00958	0.07338	0	0.05488	0
ERR1018271	0.55616	0	0	0	0.1885	0	0.03042	1.34628	0	0.00528	0.06407	0	0.00856	0	0	2.89307	0	0	0.03863	0.33904	0.00962	0	0	0	0	0	0	1.68789	0.27483	0	0	0.4331	0	0.60256	0	0.02004	0.22455	0.17107	0.00978	0.00225	0	0.04604	0.00146	0.00232	73.19129	5.54201	2.42897	0	0.04515	0.07895	0	0.11467	0	0.00197	0.14063	0.04902	0	0	0	0	0.07323	0.00242	0	0.04812	0.96809	0.13392	0.12004	0.64002	0.12194	0	0	0.04821	0	0.16602	0	0	0.00205	0	0	0.73853	0	0.19562	0	0	0	0	1.16894	0	1.35805	0	0	0	0	1.19299	0	0.15303	1.84971	0.10511	0	0	0	0	0.22581	0	0	0	0.00162	0.12932	0
ERR1018270	0.2996	0.0017	0.00154	0	0.28103	0	0	0	0.00404	0.00524	0.38374	0	0.00767	0.00119	0	46.89554	0	0.36508	0.15209	0.41989	0	0	0	0	0	0	0	0.70282	0.15644	0	0.11838	0.70238	0	0	4.36577	0	0.98081	0	0	0	0	0	0.00137	0.043	0.00416	9.58134	5.18682	0	0.35661	0.06345	0	0.48848	0	0.00991	0.02762	0.00206	0	0.18158	0	0.00994	0	0	0	0	0	0.00478	8.06639	5.71174	0.01481	0	0	0	0.26576	0	0	0	0	0	0	0.04539	0.01766	2.58845	0	0	0	0	0.48319	0	0.00215	0	0	0	0.00096	5.95151	0.00188	0	4.14703	0.00048	0	0	0	0	0.35171	0	0	0	0	0.40231	0
ERR1018269	0.48963	0	0.00157	0	0.42527	0	0	3.41722	0	0	2.83815	0.00548	0.00334	0	0	40.81386	0	1.92639	0.17013	0.13404	0	0	0	0	0	0	0	0.08288	0.24651	0	0	0.53566	0	0	0.19102	0	0.98119	0.09047	0	0.01334	0	0	0	0.00951	0.05903	8.85944	4.38257	0	0.12744	0.14319	0	1.44337	0	0	0.32748	0.04312	0	0.01028	0	0	0.07692	0.01599	0.01686	0.03529	0	0.15065	0.00132	2.66504	0.02523	0	0.00113	0.03939	0	0	0	0	0	0	0	0	0	0.86859	0	0.14826	0	0	0.53974	0	0.00221	2.51593	0	0	0	16.76384	0	0.00401	8.04397	0.06105	0	0	0	0	0.01082	0	0	0.22456	0	0.01762	0
ERR1018268	0	0	0.02298	0	0.02779	0	0	5.18323	0	0.04732	0.77545	0	0	0.00697	0.03755	15.98779	0	0	0	0.97621	0.20512	0.0011	0	0	0.05601	0	0	0.10489	2.13405	0	1.39386	5.85167	0	0.00272	0	0	0.62788	0.04497	0.01304	0.00828	0	0	0.00045	0.00388	0	7.71277	5.79097	0.55814	1.93814	0.03036	0	0.80597	0	0	0.09607	0.00812	0	0	0.0133	0	0.05091	0	0	0.00742	0	0.03137	1.47167	7.83353	0.02003	0	0	0.02289	0	0	2.97213	0	0.17029	0	0	2.08097	0	2.08073	1.421	0.35708	0	0	5.53289	0	20.99527	2.3822	0	0	0	0.73233	0	0.1329	0.98619	0.105	0	0	0	0	0.00497	0	0	0.13814	0	0	0
ERR1018267	0	0	0.04017	0	0.18639	0	2.03274	1.67919	0.01198	0	0.03792	0	0.01979	0.01163	0	9.0638	0	2.16272	0.10954	0.20434	0	0	0	0	0.00391	0	0	0	0.62728	0	5.36655	3.16334	0	0	7.54144	0	0.13811	0	0	0.00424	0.00357	0	0.00061	0	0.27705	20.09427	1.8925	0.00031	0.98625	0	0	0.33966	0	0.00252	0.07874	0	0	0	0	0.24563	0.00612	0	0	0	0.00298	0.00358	0.74333	0.32349	0.01038	0	0	0	0	0.32631	0	0	0.25271	0.15354	0	0.4878	0.22708	2.09779	0.94645	0	0	0	0.03647	0	29.59766	0	0	0	0	3.1511	0.00162	0.09325	3.17396	0.03621	0.00137	0	0	0	0.02964	0	0	0	0	0	0
ERR1018266	0	0	0.09676	0	0.2237	0	0	6.66505	0	0.01134	0.52874	0	0.00388	0.02678	0	36.77769	0	1.85766	0.39568	2.04482	0.03767	0	0	0	0	0	0	0.35355	0.00248	0	0.78109	0.47739	0	0	2.87922	0.00641	0.66405	0.00938	0.01117	0	0	0	0.00264	0.00441	0.00682	3.01805	2.75526	0	0.77103	0.15506	0	3.65217	0	0	0.03773	0.05675	0	0	0.00064	0	0.02999	0.01079	0.012	0.05771	0	0.0806	1.48343	0.14246	0.00083	0	0	0.01993	0.00491	0	0	0	0.59462	0	0	0.87905	0	1.61968	0.75516	0.99257	0	0	0.71993	0	0.01795	0.07646	0.00085	0	0	6.95379	0	0.14255	20.48562	0.50945	0	0	0	0	0.01844	0	0	0.07614	0	0	0
ERR1018265	0	0	0.00098	0	0.09181	0	0.27961	6.52477	0	0	0.10606	0	0.00623	0	0	61.21306	0	0.29001	0.10941	0.5607	0.3551	0	0.00962	0	0.01356	0	0	0.5239	0.19676	0	0	1.20492	0	0.92267	3.19906	0	0.42486	0	0	0.00033	0	0	0	0	0.68002	7.48033	3.10022	0	0.00966	0.06441	0	0.63575	0	0	0.07895	0	0	0.07114	0.00068	0	0.00325	0.00051	0.01668	0.05535	0	0.00346	0.80547	0.12352	0.02097	0	0	0.02029	0.12302	0.00066	0	0	0.41637	0	0	0.41262	0	2.43841	0	0	0.00868	0	0.17773	0	0.00094	0	0	0	0	0.88678	0.04497	0.03837	5.69698	0.05838	0	0	0	0	0.16036	0.02963	0.1152	0	0	0.01123	0
ERR1018264	0	0.01428	0	0	1.02182	0	0	0.11493	0	0	0	0.32023	0	0	0	13.5617	0	4.86402	0.02692	3.05774	0	0.07523	0	0.10348	0	0	0.04415	0.22772	1.25034	0.00131	0	0.1246	0	0.30235	0	0	1.23629	0.09236	0	0.02748	0	0	0.00161	0.09141	44.02921	4.39911	4.83879	0	0	1.002	0	0.59386	0.00472	0.01807	0.06923	0.05052	0	0.44754	0	0	0	0.07964	0.00683	0	0.45426	1.15752	0	7.88312	0	0	0	0	0.04922	0	0	0	0	0.00109	0	0	0	0.18139	0	0	0	0	0.05161	0	0.07897	0	0	0.02919	0	0.3463	0.01851	0.00057	0.78272	0	0	0	0.09651	0	6.11192	0.00064	0	0	0	0.58495	0
ERR1018263	0	0.00331	0	0	1.29615	0.0019	0	0.00555	0	0	7.11532	0	0	0	0	18.26886	0	5.17154	0.00183	4.09644	0.03723	0	0	0	0	0	0.00237	0.04279	2.09543	0	0	1.91619	0	0	0	0	0	0.08004	0.00185	0.00616	0	0	0	0.45717	1.42276	18.38761	12.78588	0	0	0.41225	0	2.63925	0.01088	0.0119	0.00118	0.01056	0	0.92938	0	0	0	0.00069	0.02691	0	0.01315	0.07169	0	0	0.1615	0	0.00488	0	6.91781	0.21183	0	0.00479	0	0	0	0	0	0.16873	0	0.20205	0	0	0.29438	0	0.00322	0.72249	0	0	0.00377	3.13294	0.0027	0.01006	2.53084	0.75136	0	0.12783	0	0	2.51713	0	0	0.08967	0.02958	4.78821	0
ERR1018262	0.02038	0.00041	0.03428	0.001	0.06613	0	0.24023	2.9942	0	0.00138	3.50884	0	0.00558	0.01328	0	9.73561	0	2.14758	0.00652	0.29003	0.23301	0.00685	0	0	0.00042	0	0	0.04247	0.27979	0	0	4.97008	0	0	3.72851	0	0.34931	0	0	0.00394	0.00321	0	9e-05	0	0.10307	5.3137	8.72848	0	0.51597	0.03456	0	0.14735	0	0.01072	0.1927	0.00076	0	0.56125	0	2.68019	0	0	0.01233	0	0.17854	0.021	0.82571	0.39412	0.10655	0.04102	0	0	0	0.00382	0	0	0	0.06661	0	0.08587	0	0.30707	0	0.00449	0	0	0.01398	0	0.3251	0	0	0	0	31.49835	0.02005	4.29183	3.34363	0.2123	0	0	0	0	7.1882	0	0	0	0	4.06529	0.02226
ERR1018261	0	0.00468	0.00049	0	1.48489	0	0	0.00224	0	0	3.21143	0	0	0.00013	0	13.16234	0	6.68165	0.05636	8.49288	0	0	0	0	0.00893	0	0	0.05945	1.74131	0	0	6.64724	0.00092	0	0	0.0538	9.8793	0.76742	0.07633	0.01286	0	0	0.00318	0.08784	0.59973	23.13647	4.79703	0	5.45753	1.66227	0	6.50403	0	0.01928	0	0.11735	0	0.01623	0	0	0.0287	0.01416	0.16089	0.00075	0	0.17293	0	0.00075	0	0	0.00305	0	0	0	0	0	0.00261	0.00017	0	0	0	0.76231	0	0	0	0	0.6095	0	0.00153	0	0	0	0	0.0257	0.00578	0.05745	2.90155	0.04191	0	0	0	0	0.23833	0	0	0	0.08382	0	0
ERR1018260	0	0	0	0	0.03078	0	0.22439	1.06027	0	0	0.06427	0	0.01698	0	0	66.14682	0	0.50727	0.08038	7.71302	0.23425	0	0.00198	0	0.00389	0	0	0.29075	0	0	0	0.02775	0	0	0	0.02544	0.16851	0.01668	0.0053	0	0	0	0	0.03425	0.07457	1.34013	0.13822	0	0.02885	0.23729	0	0.15944	2.36469	0	0	0.00343	0	0	0	0	0.07563	0.01568	0	0.00955	0	0.16661	0	0.69781	0	0	0	0.00156	5.8573	0	0	0	0	0	0	0.01599	0	4.18755	0	0	0	0	2.47004	0	0	0	0	0	0	0.44465	0	0.00672	4.18373	0.11144	0	0	0	0	0.03537	0.01389	0	0	0.70684	0	0
ERR1018259	0	0	0.02679	0	0.47694	0	0.4972	3.64068	0	0	0.07495	0	0	0.00787	0	25.8032	0.19161	0.0853	0.01892	0.21389	0.05247	0	0	0	9e-04	0	0	0.98632	0.48899	0.0011	0	3.1653	0	0.12888	0.00735	0	0.38114	0.00381	0	0.00198	0.01494	0	0.00093	0.00094	0.89606	12.99583	7.4844	0	0.22201	0	0	0.43208	0	0.01597	0.08493	0.03479	0	0.26639	0	0	0	0.00446	0	0	7.58564	0.00646	0.20771	7.23919	0.03154	0	0	0	0	0	0	0	0	0	0	0.26154	0	1.94447	0	0.16293	0.00218	3e-04	0.5112	0	0	0.17564	0	0	0.001	11.69113	0	1.65666	8.62166	0.01303	0	0	0	0	0.12333	0	0	0.02192	0	0.06349	0
ERR1018258	0	0	0.04247	0.00188	0.24294	0	0	0.04262	0	0	0	0.87919	0.03158	0.01552	0	25.11606	0	9.83319	0.08281	7.63667	0.78997	0.01223	0	0	0.01877	0	0	0	0	0.05983	5.5097	0	0	0	0.2768	0	0	0.06955	0	0	0	0	0.00198	0.91348	0.44977	10.69151	0	0	0	2.33677	0	0	0.22142	0	0	0.02482	0	0.16732	0.00046	0	0.12425	0.15575	0.0086	0.02517	0	2.23534	0	0	0	0	0	0.05621	0	0.47605	0	0	0	0.23731	0	0	0.00829	13.25452	0	0.19274	0	0	1.00378	0	0	2.831	0.00527	0	0	2.50077	0.00152	0	8.98141	0.66824	0	0.34929	0	0	0.20913	0	0	0.27935	0.82625	0	0
ERR1018257	0	0.00357	0.38327	0	0.34745	0	0	0.76246	0	0.25534	0.58597	0	0.02085	0.09689	0	3.48143	0.262	1.57596	0.02498	4.44393	0	0.00918	0.04785	0.50628	0	0	0	0.08281	1.95361	0.10731	0	1.61944	0	0	2.88536	0.00032	3.70486	0.06277	0.04858	0.00515	0	0	0.00538	0.05554	2.76406	50.64359	5.55159	0	3.33561	0.03403	0	1.72792	0	0.03554	0.38455	0.10701	0	0	0.03661	0	0.08692	0.00814	0.57753	0	0.16809	0.0508	0.0128	4.23986	0.01711	0.22861	0.00645	0.01086	0	0	0	0	0.04988	0	0	0.09657	0.19949	0.0854	0	0.01481	0	0	0.03604	0	0.01309	0.00597	0	0	0.01279	3.1221	0	0.1793	0.69291	0.85404	0	0.00723	0	0	1.06858	0	0.05814	0.00181	0	0	0.02902
ERR1018256	0	0.00337	0.02979	0.00299	0.4836	0	0.02465	1.2362	0	0.00179	0.29448	0	0	0.01718	0	4.93916	0.0179	7.29642	0	0.84128	0.00251	0.00327	0	0	0.00072	0	0	0.27414	2.352	0	0	0.31759	0	0	6.2517	0	1.14397	0	0	0.00939	0.01751	0.00224	0.00013	0.01644	0.12917	15.47872	11.50025	0	0.2094	0	0	1.08661	0	0.00608	0.37224	0.00062	0	0.46632	0	0.03958	0.03027	0	0.02659	0	0.09116	0.01213	0.00089	0.13764	0.00832	0	0	0	0.24746	0.76016	0.40368	0	0.00928	0.41392	0	0.07521	0	0.94766	0	0.00078	0	0	0.06803	0	25.46423	0	0	0	0.00094	3.63333	0	0.17683	10.78998	0.05243	0	0	0.00046	0	1.33755	0	0.02529	0	0	0.41635	0
ERR1018255	0	0.00325	0.1131	0	0.10967	0	1.73034	7.06006	0	0.04938	0.62323	0	0.00373	0.02675	0	50.78855	1.39936	3.3672	0.0624	0.37833	0.6006	0	0.00665	0.00513	0.00093	0	0.045	0.21212	0.00082	0	0.0045	0.3474	0	0.95803	0	0.02783	0.48717	0.10616	0.02898	0.08045	0	0	0.0066	0	2.50786	1.27866	4.90642	0	0.4253	0.18407	0	0.64518	0	0	0.05945	0.04589	0	0.011	0.00265	0	0.08556	0	0	0.05988	1.06218	0.0702	2.5288	2.67916	0.16894	0	0	0.03081	0	0.13465	1.01958	0	0.29067	0.00338	0	0.61637	0.01151	2.12513	0	0.04472	0	0	1.39375	0	0	0.14369	0	0	0	2.7796	0	0.00844	5.21816	0.39969	0	0	0	0	0.32007	0	0	0.01308	0	0.05804	0
ERR1018254	0	0.00136	0.22969	0.00186	0.49775	0	0.21244	5.96192	0	0.02937	1.08125	0.0041	0.01492	0.05831	0	8.53618	0	16.2412	0.0819	2.75418	0	0.02917	0	0	0.10191	0.00863	0	0.49358	3.76671	0	0	0.8477	0.00124	0.48728	0.38079	0	1.47173	0.29579	0.00461	0.0172	0	0	0.00631	0.05651	0.17701	0.90533	2.2198	0	2.18495	0.09484	0	0.68303	0.0871	0.6434	0.21117	0.15639	0.00076	0.0027	0.00273	5.91553	0.06077	0.01567	0.09426	0	0.14186	0.05222	0	0.02934	0	0.00041	0.00353	0.04888	0	0.00319	0	0	0.04722	0.05805	0	0.09796	0.04773	0.3479	0	0	2.08371	1.68623	0.32271	0.98164	1.96912	0	0.0064	0.01408	0	3.97689	0.00035	0.47336	29.19437	0.40978	0	0	0.00035	0.58602	0.26443	0	0	0	0	0	0
ERR1018253	0	0	0.0365	0.00599	0.23762	0	0	0.22632	0.00672	0	0.19943	0	0	0.031	0	4.15876	0	25.58387	0	0.64367	0.22279	0	0	0	0	0	0	0	0.00839	0	0	1.10276	0.00176	0	7.1848	0	1.3309	0.03053	0	0.07749	0.02811	0	0.00399	0	0.51278	16.95164	2.63574	0.04465	0.91752	0.02016	0	0.72057	0	0	0.20261	0.16669	0	0	0	0	0.00029	0	0.1513	0	0.18616	0.00848	2.6099	0.29452	0.16841	0.00103	0	0.00146	0.00634	0.41121	0	0	0	1.56826	0	0.4175	0	0.29098	0	0.06999	0	0	0	0	7.50543	0.28669	0	0	0	7.58573	0.00162	0.68425	11.64963	0.0159	0	0	0.00049	0	0.54822	0	0	0.02727	0	0.00823	0.00305
ERR1018252	0.46389	0.0011	0.12937	0.0025	0.36844	0	0	0.05397	0.00963	0.00016	0.9892	0	0	0.0541	0	5.33297	0	4.52751	0.00879	0.6264	0	0.00231	0	0	0	0	0	0.26704	0.81914	0	0	1.20665	0	0	0	0	0.702	0.02491	0	0.0046	0	0.00935	0.00295	0	0.80429	33.58294	22.49605	0	0.44724	0.04373	0	0.645	0	0.01315	0.05011	0.013	0	0.00297	0	0.16839	0.02335	0	0	0	0.09036	0	0.75521	1.90654	0.00225	0	0	0	2.60474	0.45158	0	0	0	0.03691	0	0.00469	0	0.48231	0	0	0	0	1.57277	0	0.0017	0	0	0	0.00229	4.19137	0.00794	0.0093	13.33148	0.06942	0	0	0	0	0.57446	0	0.00555	0	0	0	0
ERR1018251	0.00034	0.00746	0	0	0.03843	0	0.63674	0.0206	0.00214	0.00119	0.47722	0	0.07349	0	0.01203	36.89751	0	0.23239	0	2.68013	0	0.00125	0	0	0	0	0.01666	0.22065	0.10223	0.00787	0	0	0	0	0.04476	0.00269	0.31915	0.09483	0.04783	0	0.02921	0	0	0.03223	0.74248	4.43342	4.11788	0	1.71721	0.14822	0	0.7906	0	0	0	0.05435	0	0.29537	0	0	0.02725	0.12989	0.30644	0.05992	7.73539	0.39292	0	0.69181	0.09619	0	0	0.01381	0	0.02022	0	0	0.43476	0	0	0.07801	0	3.64694	0	0.19286	0	0	0	0.00469	0.14789	0.86579	0	0	0	6.06452	0.00093	0.00095	23.18339	0.53037	0	0.00335	0	0	0.29552	0	0	0.05777	0	0.67991	0
ERR1018250	0.00067	0	9e-04	0	3.43808	0.00971	0.00272	0.98053	0.01026	0.026	1.945	0	0.00942	0.00183	0	4.44335	0	4.2775	0.05988	3.73736	0	0	0	0	0.00657	0	0	0.02291	0	0	0	0.01197	0	0	0.10183	0.16072	0.79399	0.96221	0	0.00112	0	0	0.00372	0.14123	0.24747	13.41272	33.31778	0	0.03163	1.13474	0	0.89137	0	0.01379	0	0.43887	0	0.41708	0	0	0	0.07293	0.15467	0.01593	1.12529	0.31607	0	0	0	0	0.00129	0	0	0	0.05355	0	0	0	0	0	0	1.71325	0	0	0	0	0	0	0	0	0.00673	0	0.00443	14.38281	0.00299	0.6427	7.68804	1.17061	0	0.38042	0	0	0.13648	0	0.0073	0	0.01028	0.19184	0
ERR1018249	0	0	0	0	0.09308	0	0.07422	1.56781	0	0.00259	0.57055	0	0	0	0	13.16912	0	0.87591	0.03006	0.42687	0.02466	0	0	0	0	0	0	0.13458	0.19705	0	0	5.49454	0	0	0	0	0.28921	0	0	0.00032	0	0	0	0.00877	0	2.45059	4.97142	0	0.20301	0.05506	0	0.27344	0	0.00207	0.11141	0.00055	0	0.53138	0	0.46442	0.00544	0	0.11283	0.00119	0.4713	0.01453	2.50054	1.3992	0	0	0	0.00507	0	0	0.00547	0	0.30464	0	0	0.16468	0	0.76667	0	0	0	0	2.6385	0	45.82296	0	0	0	0.00265	11.75764	5e-04	0.00845	1.60699	0.05991	0	0	0	0	0.12746	0.0241	0.05757	0	0	0.10932	0.00345
ERR1018248	0.13604	0.00067	0.00217	0	0.39358	0	0	3.26683	0.02082	0.07347	0.12866	0	0	0.00033	0	6.12397	0	2.65162	0.06927	2.21338	0.01406	0	0.05352	0	0.00224	0	0	1.38184	0.97928	0	0	3.55939	0	0.78752	0	0	1.48241	0	0.00525	0.01226	0	0	0	0.00447	6.04296	54.4253	2.03401	0	0.74559	0.04494	0	0.53217	0	0.03638	0.54934	0.11558	0	0	0.0095	0.15192	0	0	0.04312	0	0.07435	0.00122	0	2.20768	0.34319	0	0	0.02102	0	0.24784	0	0	0.02227	0.03703	0	0.15932	0.00981	0.8617	0	0	0	0	1.1935	0.01964	1.59738	0	0	0	0.00118	1.94458	0.00587	0.1282	1.02998	0.23814	0	0	0.21	0	0.63345	0.00138	0	0	0	0	0
