feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__Fusicatenibacter	config	control	0.143593226612412	0.564977754040969	128	109	0.799788327807546	0.937386319688414
g__Atopobium	config	control	-0.0818610918315777	0.382738368390552	128	23	0.830984302636289	0.94351342695162
g__Denitrobacterium	config	control	-0.0424807209212661	0.187069555528972	128	16	0.820725551545028	0.94351342695162
g__Mogibacterium	config	control	0.0863283843882268	0.384245789240366	128	29	0.822600180199235	0.94351342695162
g__Acidaminococcus	config	control	0.147237043577654	0.832129577567092	128	37	0.859839590900668	0.965617395887981
g__Desulfovibrio	config	control	0.145447298677127	0.874489668516403	128	43	0.868169768780019	0.965617395887981
g__Hungatella	config	control	0.120799315354986	0.810251418348378	128	86	0.881722017067704	0.970784847074543
g__Agathobaculum	config	control	0.0613803155365621	0.67517895200642	128	120	0.927708708134176	0.987934434173755
g__Aggregatibacter	config	control	0.0158600497438784	0.22717271710937	128	14	0.944451636684948	0.987934434173755
g__Christensenella	config	control	0.0276635371890909	0.398556234572308	128	37	0.944773805951302	0.987934434173755
g__Intestinibacter	config	control	-0.0751825742877803	0.680797167722183	128	75	0.912241571560678	0.987934434173755
g__Prevotella	config	control	0.0854493347162132	1.15774334619177	128	108	0.941281157042477	0.987934434173755
g__Slackia	config	control	0.0310828994594227	0.511921900648955	128	36	0.951679959525177	0.987934434173755
g__Eisenbergiella	config	control	-0.0131911106201117	0.769489508117667	128	69	0.986349907471467	0.994682246941436
g__Eubacterium	config	control	0.00358266308455424	0.536479244192117	128	126	0.994682246941436	0.994682246941436
g__Gemmiger	config	control	0.0360605282736208	1.01114483152373	128	90	0.97160745575733	0.994682246941436
g__Roseburia	config	control	-0.00508187110061216	0.532049665253454	128	125	0.992394229965037	0.994682246941436
